triplet_id	ac_id	score_ac	score_ad	delta	rank_value
SCF:0000817	AC:000678	0.58533605	0.48940558	-0.09593047	0
SCF:0000818	AC:000678	0.58533605	0.34504899	-0.24028706	0
SCF:0000819	AC:000678	0.58533605	0.74257234	0.15723629	1
SCF:0000820	AC:000678	0.58533605	0.57570203	-0.00963402	0
SCF:0000821	AC:000679	0.44945350	0.49995326	0.05049976	1
SCF:0000822	AC:000679	0.44945350	0.41876409	-0.03068941	0
SCF:0000823	AC:000679	0.44945350	0.36096231	-0.08849119	0
SCF:0000824	AC:000679	0.44945350	0.33291432	-0.11653918	0
SCF:0000825	AC:000680	0.42236802	0.54935193	0.12698391	1
SCF:0000826	AC:000680	0.42236802	0.73119837	0.30883035	1
SCF:0000827	AC:000681	0.95587411	0.83603201	-0.11984210	0
SCF:0000828	AC:000683	0.46119952	0.41304211	-0.04815741	0
SCF:0000829	AC:000683	0.46119952	0.43482008	-0.02637944	0
SCF:0000830	AC:000684	0.40770446	0.32626970	-0.08143476	0
SCF:0000831	AC:000684	0.40770446	0.61038268	0.20267822	1
SCF:0000832	AC:000684	0.40770446	0.62504397	0.21733951	1
SCF:0000833	AC:000685	0.87203840	0.92928890	0.05725050	1
SCF:0000834	AC:000685	0.87203840	0.93795887	0.06592047	1
SCF:0000835	AC:000685	0.87203840	0.87252131	0.00048291	1
SCF:0000836	AC:000686	0.89852862	0.91177561	0.01324699	1
SCF:0000837	AC:000686	0.89852862	0.88152772	-0.01700090	0
SCF:0000838	AC:000686	0.89852862	0.92359100	0.02506238	1
SCF:0000839	AC:000688	0.47267448	0.46799521	-0.00467927	0
SCF:0000840	AC:000688	0.47267448	0.50290413	0.03022965	1
SCF:0000841	AC:000688	0.47267448	0.64074499	0.16807051	1
SCF:0000842	AC:000688	0.47267448	0.62172511	0.14905063	1
SCF:0000843	AC:000689	0.96160709	0.97488677	0.01327968	1
SCF:0000844	AC:000689	0.96160709	0.95843306	-0.00317403	0
SCF:0000845	AC:000690	0.83074499	0.82189327	-0.00885172	0
SCF:0000846	AC:000693	0.76240729	0.77622870	0.01382141	1
SCF:0000847	AC:000700	0.98841989	0.98052218	-0.00789771	0
SCF:0000848	AC:000701	0.47447594	0.46111269	-0.01336325	0
SCF:0000849	AC:000701	0.47447594	0.42769010	-0.04678584	0
SCF:0000850	AC:000701	0.47447594	0.57186815	0.09739221	1
SCF:0000851	AC:000701	0.47447594	0.62807744	0.15360150	1
SCF:0000852	AC:000706	0.69863656	0.86253331	0.16389675	1
SCF:0000853	AC:000706	0.69863656	0.73963702	0.04100046	1
SCF:0000854	AC:000707	0.49272786	0.56318398	0.07045612	1
SCF:0000855	AC:000707	0.49272786	0.67492712	0.18219926	1
SCF:0000856	AC:000707	0.49272786	0.33266189	-0.16006597	0
SCF:0000857	AC:000707	0.49272786	0.95428651	0.46155865	1
SCF:0000858	AC:000708	0.66502535	0.62172511	-0.04330024	0
SCF:0000859	AC:000708	0.66502535	0.62053854	-0.04448681	0
SCF:0000860	AC:000709	0.94760307	0.89401579	-0.05358728	0
SCF:0000861	AC:000709	0.94760307	0.94703862	-0.00056445	0
SCF:0000862	AC:000710	0.85612735	0.95966459	0.10353724	1
SCF:0000863	AC:000711	0.38541017	0.42787728	0.04246711	1
SCF:0000864	AC:000711	0.38541017	0.67298278	0.28757261	1
SCF:0000865	AC:000712	0.85839743	0.81113615	-0.04726128	0
SCF:0000866	AC:000712	0.85839743	0.71000349	-0.14839394	0
SCF:0000867	AC:000714	0.56950141	0.48064318	-0.08885823	0
SCF:0000868	AC:000714	0.56950141	0.76305328	0.19355187	1
SCF:0000869	AC:000714	0.56950141	0.66127913	0.09177772	1
SCF:0000870	AC:000714	0.56950141	0.71345720	0.14395579	1
SCF:0000871	AC:000715	0.79237105	0.66026659	-0.13210446	0
SCF:0000872	AC:000716	0.78481620	0.73605994	-0.04875626	0
SCF:0000873	AC:000716	0.78481620	0.84812645	0.06331025	1
SCF:0000874	AC:000718	0.50100856	0.58766156	0.08665300	1
SCF:0000875	AC:000723	0.95567924	0.96604830	0.01036906	1
SCF:0000876	AC:000723	0.95567924	0.96604830	0.01036906	1
SCF:0000877	AC:000724	0.99576637	0.99920171	0.00343534	1
SCF:0000878	AC:000724	0.99576637	0.99571177	-0.00005460	0
SCF:0000879	AC:000724	0.99576637	0.99571177	-0.00005460	0
SCF:0000880	AC:000725	0.89198157	0.85073701	-0.04124456	0
SCF:0000881	AC:000725	0.89198157	0.85416782	-0.03781375	0
SCF:0000882	AC:000726	0.56460104	0.77954095	0.21493991	1
SCF:0000883	AC:000726	0.56460104	0.35722376	-0.20737728	0
SCF:0000884	AC:000727	0.83900195	0.91776770	0.07876575	1
SCF:0000885	AC:000727	0.83900195	0.91737774	0.07837579	1
SCF:0000886	AC:000727	0.83900195	0.75648606	-0.08251589	0
SCF:0000887	AC:000729	0.85862228	0.84081303	-0.01780925	0
SCF:0000888	AC:000730	0.80563915	0.96625629	0.16061714	1
SCF:0000889	AC:000730	0.80563915	0.73366460	-0.07197455	0
SCF:0000890	AC:000735	0.36315078	0.44505474	0.08190396	1
SCF:0000891	AC:000735	0.36315078	0.58198320	0.21883242	1
SCF:0000892	AC:000736	0.60822700	0.86586530	0.25763830	1
SCF:0000893	AC:000736	0.60822700	0.83120298	0.22297598	1
SCF:0000894	AC:000736	0.60822700	0.56645946	-0.04176754	0
SCF:0000895	AC:000737	0.60993465	0.62489332	0.01495867	1
SCF:0000896	AC:000737	0.60993465	0.51819914	-0.09173551	0
SCF:0000897	AC:000738	0.87305257	0.89514688	0.02209431	1
SCF:0000898	AC:000740	0.52577688	0.67687246	0.15109558	1
SCF:0000899	AC:000742	0.72608608	0.56242035	-0.16366573	0
SCF:0000900	AC:000742	0.72608608	0.88800177	0.16191569	1
SCF:0000901	AC:000744	0.34789743	0.39720498	0.04930755	1
SCF:0000902	AC:000745	0.24064437	0.72255706	0.48191269	1
SCF:0000903	AC:000745	0.24064437	0.47064599	0.23000162	1
SCF:0000904	AC:000745	0.24064437	0.33554023	0.09489586	1
SCF:0000905	AC:000749	0.60058081	0.49907434	-0.10150647	0
SCF:0000906	AC:000751	0.90833208	0.87721356	-0.03111852	0
SCF:0000907	AC:000751	0.90833208	0.97162857	0.06329649	1
SCF:0000908	AC:000753	0.39772220	0.35108604	-0.04663616	0
SCF:0000909	AC:000754	0.78201771	0.61267736	-0.16934035	0
SCF:0000910	AC:000757	0.70598900	0.75519731	0.04920831	1
SCF:0000911	AC:000757	0.70598900	0.73440313	0.02841413	1
SCF:0000912	AC:000758	0.95795530	0.66632989	-0.29162541	0
SCF:0000913	AC:000759	0.99002930	0.99167610	0.00164680	1
SCF:0000914	AC:000763	0.52327030	0.46588611	-0.05738419	0
SCF:0000915	AC:000764	0.57761561	0.72249224	0.14487663	1
SCF:0000916	AC:000767	0.99195996	0.61628101	-0.37567895	0
SCF:0000917	AC:000767	0.99195996	0.97584015	-0.01611981	0
SCF:0000918	AC:000768	0.55778411	0.37803982	-0.17974429	0
SCF:0000919	AC:000769	0.64591522	0.73875806	0.09284284	1
SCF:0000920	AC:000775	0.45936558	0.68661930	0.22725372	1
SCF:0000921	AC:000775	0.45936558	0.31904588	-0.14031970	0
SCF:0000922	AC:000776	0.55848377	0.72411130	0.16562753	1
SCF:0000923	AC:000776	0.55848377	0.69613760	0.13765383	1
SCF:0000924	AC:000776	0.55848377	0.77179102	0.21330725	1
SCF:0000925	AC:000777	0.67208567	0.76412686	0.09204119	1
SCF:0000926	AC:000777	0.67208567	0.59195644	-0.08012923	0
SCF:0000927	AC:000777	0.67208567	0.86404240	0.19195673	1
SCF:0000928	AC:000777	0.67208567	0.84356776	0.17148209	1
SCF:0000929	AC:000779	0.81909266	0.45773473	-0.36135793	0
SCF:0000930	AC:000779	0.81909266	0.77591398	-0.04317868	0
SCF:0000931	AC:000782	0.61760890	0.83283886	0.21522996	1
SCF:0000932	AC:000783	0.64831652	0.58703627	-0.06128025	0
SCF:0000933	AC:000783	0.64831652	0.70233387	0.05401735	1
SCF:0000934	AC:000784	0.57924750	0.68493599	0.10568849	1
SCF:0000935	AC:000784	0.57924750	0.62687695	0.04762945	1
SCF:0000936	AC:000785	0.74726245	0.79051384	0.04325139	1
SCF:0000937	AC:000787	0.76820630	0.81591499	0.04770869	1
SCF:0000938	AC:000788	0.62719641	0.57076168	-0.05643473	0
SCF:0000939	AC:000788	0.62719641	0.60429647	-0.02289994	0
SCF:0000940	AC:000789	0.61044986	0.67767258	0.06722272	1
SCF:0000941	AC:000789	0.61044986	0.71549463	0.10504477	1
SCF:0000942	AC:000789	0.61044986	0.42228134	-0.18816852	0
SCF:0000943	AC:000792	0.67259373	0.70707460	0.03448087	1
SCF:0000944	AC:000792	0.67259373	0.69388474	0.02129101	1
SCF:0000945	AC:000792	0.67259373	0.72411130	0.05151757	1
SCF:0000946	AC:000793	0.78440118	0.55591844	-0.22848274	0
SCF:0000947	AC:000793	0.78440118	0.55786344	-0.22653774	0
SCF:0000948	AC:000793	0.78440118	0.76589504	-0.01850614	0
SCF:0000949	AC:000793	0.78440118	0.85844734	0.07404616	1
SCF:0000950	AC:000794	0.79615032	0.59168589	-0.20446443	0
SCF:0000951	AC:000794	0.79615032	0.80016007	0.00400975	1
SCF:0000952	AC:000795	0.81103742	0.69037560	-0.12066182	0
SCF:0000953	AC:000795	0.81103742	0.76783076	-0.04320666	0
SCF:0000954	AC:000796	0.98876548	0.99019819	0.00143271	1
SCF:0000955	AC:000799	0.68005905	0.68005034	-0.00000871	0
SCF:0000956	AC:000799	0.68005905	0.69878343	0.01872438	1
SCF:0000957	AC:000799	0.68005905	0.63432920	-0.04572985	0
SCF:0000958	AC:000799	0.68005905	0.70610836	0.02604931	1
SCF:0000959	AC:000799	0.68005905	0.77447360	0.09441455	1
SCF:0000960	AC:000799	0.68005905	0.75261092	0.07255187	1
SCF:0000961	AC:000800	0.56034188	0.75079578	0.19045390	1
SCF:0000962	AC:000802	0.91073629	0.98193911	0.07120282	1
SCF:0000963	AC:000803	0.87557398	0.84980680	-0.02576718	0
SCF:0000964	AC:000804	0.24814944	0.46111269	0.21296325	1
SCF:0000965	AC:000804	0.24814944	0.41570295	0.16755351	1
SCF:0000966	AC:000805	0.69621208	0.65033308	-0.04587900	0
SCF:0000967	AC:000805	0.69621208	0.40931820	-0.28689388	0
SCF:0000968	AC:000806	0.98273632	0.99001888	0.00728256	1
SCF:0000969	AC:000807	0.55945465	0.46832366	-0.09113099	0
SCF:0000970	AC:000807	0.55945465	0.65822422	0.09876957	1
SCF:0000971	AC:000808	0.95289465	0.95211758	-0.00077707	0
SCF:0000972	AC:000809	0.48571594	0.58856285	0.10284691	1
SCF:0000973	AC:000810	0.82729556	0.78453171	-0.04276385	0
SCF:0000974	AC:000810	0.82729556	0.73532745	-0.09196811	0
SCF:0000975	AC:000810	0.82729556	0.77408548	-0.05321008	0
SCF:0000976	AC:000812	0.51218200	0.51066818	-0.00151382	0
SCF:0000977	AC:000812	0.51218200	0.61102671	0.09884471	1
SCF:0000978	AC:000812	0.51218200	0.58704388	0.07486188	1
SCF:0000979	AC:000813	0.69825980	0.70113409	0.00287429	1
SCF:0000980	AC:000813	0.69825980	0.77447360	0.07621380	1
SCF:0000981	AC:000813	0.69825980	0.75261092	0.05435112	1
SCF:0000982	AC:000813	0.69825980	0.71966007	0.02140027	1
SCF:0000983	AC:000813	0.69825980	0.68005034	-0.01820946	0
SCF:0000984	AC:000814	0.60074893	0.62597257	0.02522364	1
SCF:0000985	AC:000814	0.60074893	0.51915690	-0.08159203	0
SCF:0000986	AC:000814	0.60074893	0.63170034	0.03095141	1
SCF:0000987	AC:000814	0.60074893	0.67394745	0.07319852	1
SCF:0000988	AC:000814	0.60074893	0.70020452	0.09945559	1
SCF:0000989	AC:000814	0.60074893	0.63484067	0.03409174	1
SCF:0000990	AC:000815	0.72972948	0.80357350	0.07384402	1
SCF:0000991	AC:000819	0.86505054	0.91766278	0.05261224	1
SCF:0000992	AC:000819	0.86505054	0.75887752	-0.10617302	0
SCF:0000993	AC:000819	0.86505054	0.71737873	-0.14767181	0
SCF:0000994	AC:000820	0.92716369	0.91538346	-0.01178023	0
SCF:0000995	AC:000821	0.87005007	0.98910850	0.11905843	1
SCF:0000996	AC:000822	0.98397142	0.98945945	0.00548803	1
SCF:0000997	AC:000822	0.98397142	0.98843461	0.00446319	1
SCF:0000998	AC:000824	0.72488675	0.75636172	0.03147497	1
SCF:0000999	AC:000827	0.74397671	0.69441643	-0.04956028	0
SCF:0001000	AC:000828	0.42546636	0.46799521	0.04252885	1
SCF:0001001	AC:000828	0.42546636	0.50290413	0.07743777	1
SCF:0001002	AC:000828	0.42546636	0.52643102	0.10096466	1
SCF:0001003	AC:000828	0.42546636	0.62053854	0.19507218	1
SCF:0001004	AC:000828	0.42546636	0.64606168	0.22059532	1
SCF:0001005	AC:000829	0.70425477	0.79438543	0.09013066	1
SCF:0001006	AC:000829	0.70425477	0.78974495	0.08549018	1
SCF:0001007	AC:000829	0.70425477	0.83016512	0.12591035	1
SCF:0001008	AC:000830	0.63939977	0.55063944	-0.08876033	0
SCF:0001009	AC:000830	0.63939977	0.73944792	0.10004815	1
SCF:0001010	AC:000832	0.97783935	0.75742579	-0.22041356	0
SCF:0001011	AC:000832	0.97783935	0.94655799	-0.03128136	0
SCF:0001012	AC:000832	0.97783935	0.97645644	-0.00138291	0
SCF:0001013	AC:000832	0.97783935	0.97497907	-0.00286028	0
SCF:0001014	AC:000833	0.71872961	0.69009769	-0.02863192	0
SCF:0001015	AC:000836	0.87423468	0.80217534	-0.07205934	0
SCF:0001016	AC:000836	0.87423468	0.86609212	-0.00814256	0
SCF:0001017	AC:000836	0.87423468	0.68383263	-0.19040205	0
SCF:0001018	AC:000837	0.88863465	0.58113429	-0.30750036	0
SCF:0001019	AC:000838	0.86409604	0.76580176	-0.09829428	0
SCF:0001020	AC:000839	0.94491947	0.93795887	-0.00696060	0
SCF:0001021	AC:000839	0.94491947	0.92928890	-0.01563057	0
SCF:0001022	AC:000840	0.91635587	0.95531309	0.03895722	1
SCF:0001023	AC:000841	0.68808257	0.82622366	0.13814109	1
SCF:0001024	AC:000841	0.68808257	0.81940272	0.13132015	1
SCF:0001025	AC:000841	0.68808257	0.83150631	0.14342374	1
SCF:0001026	AC:000842	0.79634568	0.84063565	0.04428997	1
SCF:0001027	AC:000842	0.79634568	0.80136542	0.00501974	1
SCF:0001028	AC:000842	0.79634568	0.79110111	-0.00524457	0
SCF:0001029	AC:000844	0.91176493	0.98223664	0.07047171	1
SCF:0001030	AC:000844	0.91176493	0.81134662	-0.10041831	0
SCF:0001031	AC:000847	0.89618153	0.97151703	0.07533550	1
SCF:0001032	AC:000847	0.89618153	0.97151694	0.07533541	1
SCF:0001033	AC:000847	0.89618153	0.98510626	0.08892473	1
SCF:0001034	AC:000850	0.88246462	0.83370844	-0.04875618	0
SCF:0001035	AC:000850	0.88246462	0.86774689	-0.01471773	0
SCF:0001036	AC:000853	0.46669848	0.58468007	0.11798159	1
SCF:0001037	AC:000857	0.68603292	0.85205063	0.16601771	1
SCF:0001038	AC:000857	0.68603292	0.65521607	-0.03081685	0
SCF:0001039	AC:000857	0.68603292	0.56079588	-0.12523704	0
SCF:0001040	AC:000857	0.68603292	0.82853780	0.14250488	1
SCF:0001041	AC:000858	0.58918825	0.67016691	0.08097866	1
SCF:0001042	AC:000858	0.58918825	0.85291135	0.26372310	1
SCF:0001043	AC:000858	0.58918825	0.65817365	0.06898540	1
SCF:0001044	AC:000858	0.58918825	0.55289431	-0.03629394	0
SCF:0001045	AC:000859	0.55571500	0.67909543	0.12338043	1
SCF:0001046	AC:000860	0.47890309	0.52879151	0.04988842	1
SCF:0001047	AC:000860	0.47890309	0.51744781	0.03854472	1
SCF:0001048	AC:000862	0.92144099	0.99361632	0.07217533	1
SCF:0001049	AC:000862	0.92144099	0.91665434	-0.00478665	0
SCF:0001050	AC:000864	0.82337254	0.87958962	0.05621708	1
SCF:0001051	AC:000864	0.82337254	0.84031342	0.01694088	1
SCF:0001052	AC:000868	0.82967740	0.82074931	-0.00892809	0
SCF:0001053	AC:000869	0.60117292	0.68394704	0.08277412	1
SCF:0001054	AC:000871	0.66115270	0.68394704	0.02279434	1
SCF:0001055	AC:000871	0.66115270	0.73301669	0.07186399	1
SCF:0001056	AC:000873	0.97598591	0.97474626	-0.00123965	0
SCF:0001057	AC:000874	0.36496857	0.42489647	0.05992790	1
SCF:0001058	AC:000875	0.60254550	0.54393792	-0.05860758	0
SCF:0001059	AC:000876	0.62171629	0.86093387	0.23921758	1
SCF:0001060	AC:000876	0.62171629	0.76449484	0.14277855	1
SCF:0001061	AC:000877	0.47639063	0.49746947	0.02107884	1
SCF:0001062	AC:000877	0.47639063	0.34975940	-0.12663123	0
SCF:0001063	AC:000877	0.47639063	0.51427954	0.03788891	1
SCF:0001064	AC:000880	0.66198009	0.66197995	-0.00000014	0
SCF:0001065	AC:000880	0.66198009	0.53574521	-0.12623488	0
SCF:0001066	AC:000880	0.66198009	0.57733461	-0.08464548	0
SCF:0001067	AC:000881	0.65369820	0.80660128	0.15290308	1
SCF:0001068	AC:000883	0.45079282	0.38564703	-0.06514579	0
SCF:0001069	AC:000883	0.45079282	0.51995874	0.06916592	1
SCF:0001070	AC:000883	0.45079282	0.61123114	0.16043832	1
SCF:0001071	AC:000884	0.94879842	0.95912823	0.01032981	1
SCF:0001072	AC:000884	0.94879842	0.98424298	0.03544456	1
SCF:0001073	AC:000885	0.52686354	0.47850539	-0.04835815	0
SCF:0001074	AC:000885	0.52686354	0.60356707	0.07670353	1
SCF:0001075	AC:000885	0.52686354	0.58824998	0.06138644	1
SCF:0001076	AC:000885	0.52686354	0.46111269	-0.06575085	0
SCF:0001077	AC:000886	0.94090331	0.94256779	0.00166448	1
SCF:0001078	AC:000887	0.81665016	0.61041718	-0.20623298	0
SCF:0001079	AC:000889	0.97348473	0.99034661	0.01686188	1
SCF:0001080	AC:000890	0.90943870	0.94098276	0.03154406	1
SCF:0001081	AC:000890	0.90943870	0.93854165	0.02910295	1
SCF:0001082	AC:000890	0.90943870	0.92338520	0.01394650	1
SCF:0001083	AC:000893	0.72199375	0.57614024	-0.14585351	0
SCF:0001084	AC:000894	0.45777150	0.78805229	0.33028079	1
SCF:0001085	AC:000897	0.80965189	0.86873480	0.05908291	1
SCF:0001086	AC:000899	0.96150267	0.94770745	-0.01379522	0
SCF:0001087	AC:000900	0.49594948	0.58831464	0.09236516	1
SCF:0001088	AC:000901	0.95080237	0.93547873	-0.01532364	0
SCF:0001089	AC:000901	0.95080237	0.96354049	0.01273812	1
SCF:0001090	AC:000901	0.95080237	0.95590782	0.00510545	1
SCF:0001091	AC:000901	0.95080237	0.92670959	-0.02409278	0
SCF:0001092	AC:000905	0.89635911	0.98455476	0.08819565	1
SCF:0001093	AC:000905	0.89635911	0.94028264	0.04392353	1
SCF:0001094	AC:000907	0.72291114	0.58665804	-0.13625310	0
SCF:0001095	AC:000908	0.92998034	0.79842749	-0.13155285	0
SCF:0001096	AC:000909	0.68996636	0.80893529	0.11896893	1
SCF:0001097	AC:000909	0.68996636	0.76512838	0.07516202	1
SCF:0001098	AC:000909	0.68996636	0.48775005	-0.20221631	0
SCF:0001099	AC:000910	0.75138533	0.85272625	0.10134092	1
SCF:0001100	AC:000910	0.75138533	0.88530907	0.13392374	1
SCF:0001101	AC:000912	0.40056965	0.75665721	0.35608756	1
SCF:0001102	AC:000912	0.40056965	0.71665504	0.31608539	1
SCF:0001103	AC:000913	0.73890448	0.74640340	0.00749892	1
SCF:0001104	AC:000913	0.73890448	0.81821152	0.07930704	1
SCF:0001105	AC:000913	0.73890448	0.65860904	-0.08029544	0
SCF:0001106	AC:000913	0.73890448	0.79318875	0.05428427	1
SCF:0001107	AC:000913	0.73890448	0.57540661	-0.16349787	0
SCF:0001108	AC:000915	0.98464525	0.98190972	-0.00273553	0
SCF:0001109	AC:000915	0.98464525	0.99079078	0.00614553	1
SCF:0001110	AC:000915	0.98464525	0.92441326	-0.06023199	0
SCF:0001111	AC:000915	0.98464525	0.88324800	-0.10139725	0
SCF:0001112	AC:000916	0.85307181	0.93706172	0.08398991	1
SCF:0001113	AC:000916	0.85307181	0.75761045	-0.09546136	0
SCF:0001114	AC:000916	0.85307181	0.66763653	-0.18543528	0
SCF:0001115	AC:000917	0.56309604	0.47207804	-0.09101800	0
SCF:0001116	AC:000918	0.40138572	0.69722054	0.29583482	1
SCF:0001117	AC:000918	0.40138572	0.69726983	0.29588411	1
SCF:0001118	AC:000921	0.89774138	0.97366229	0.07592091	1
SCF:0001119	AC:000921	0.89774138	0.85672671	-0.04101467	0
SCF:0001120	AC:000921	0.89774138	0.98166851	0.08392713	1
SCF:0001121	AC:000926	0.64212808	0.64212746	-0.00000062	0
SCF:0001122	AC:000926	0.64212808	0.43807438	-0.20405370	0
SCF:0001123	AC:000926	0.64212808	0.54210584	-0.10002224	0
SCF:0001124	AC:000929	0.84479830	0.80146485	-0.04333345	0
SCF:0001125	AC:000929	0.84479830	0.79591516	-0.04888314	0
SCF:0001126	AC:000929	0.84479830	0.77492926	-0.06986904	0
SCF:0001127	AC:000930	0.98995796	0.99682709	0.00686913	1
SCF:0001128	AC:000934	0.88096968	0.90207186	0.02110218	1
SCF:0001129	AC:000935	0.43354585	0.66837549	0.23482964	1
SCF:0001130	AC:000935	0.43354585	0.50846932	0.07492347	1
SCF:0001131	AC:000935	0.43354585	0.34939827	-0.08414758	0
SCF:0001132	AC:000936	0.87478548	0.87129068	-0.00349480	0
SCF:0001133	AC:000936	0.87478548	0.88956484	0.01477936	1
SCF:0001134	AC:000936	0.87478548	0.84990663	-0.02487885	0
SCF:0001135	AC:000936	0.87478548	0.87892054	0.00413506	1
SCF:0001136	AC:000942	0.40836496	0.33259951	-0.07576545	0
SCF:0001137	AC:000943	0.98338726	0.98550457	0.00211731	1
SCF:0001138	AC:000943	0.98338726	0.97849718	-0.00489008	0
SCF:0001139	AC:000943	0.98338726	0.98356778	0.00018052	1
SCF:0001140	AC:000943	0.98338726	0.94679562	-0.03659164	0
SCF:0001141	AC:000946	0.90637423	0.83506618	-0.07130805	0
SCF:0001142	AC:000950	0.99938702	0.99311620	-0.00627082	0
SCF:0001143	AC:000954	0.96660626	0.82650405	-0.14010221	0
SCF:0001144	AC:000954	0.96660626	0.88631744	-0.08028882	0
SCF:0001145	AC:000955	0.68659903	0.58631651	-0.10028252	0
SCF:0001146	AC:000955	0.68659903	0.64388707	-0.04271196	0
SCF:0001147	AC:000957	0.69345733	0.84404435	0.15058702	1
SCF:0001148	AC:000957	0.69345733	0.73756993	0.04411260	1
SCF:0001149	AC:000957	0.69345733	0.98950169	0.29604436	1
SCF:0001150	AC:000958	0.68312082	0.60778350	-0.07533732	0
SCF:0001151	AC:000958	0.68312082	0.77333239	0.09021157	1
SCF:0001152	AC:000958	0.68312082	0.55157733	-0.13154349	0
SCF:0001153	AC:000960	0.89684388	0.78988695	-0.10695693	0
SCF:0001154	AC:000965	0.94253507	0.93949033	-0.00304474	0
SCF:0001155	AC:000965	0.94253507	0.94644179	0.00390672	1
SCF:0001156	AC:000967	0.60662261	0.44584068	-0.16078193	0
SCF:0001157	AC:000968	0.99105665	0.95861369	-0.03244296	0
SCF:0001158	AC:000968	0.99105665	0.99079078	-0.00026587	0
SCF:0001159	AC:000971	0.77768412	0.72933558	-0.04834854	0
SCF:0001160	AC:000972	0.78977185	0.81078316	0.02101131	1
SCF:0001161	AC:000972	0.78977185	0.89590777	0.10613592	1
SCF:0001162	AC:000972	0.78977185	0.77396963	-0.01580222	0
SCF:0001163	AC:000972	0.78977185	0.82460331	0.03483146	1
SCF:0001164	AC:000973	0.75614965	0.77442166	0.01827201	1
SCF:0001165	AC:000973	0.75614965	0.69389192	-0.06225773	0
SCF:0001166	AC:000973	0.75614965	0.59872772	-0.15742193	0
SCF:0001167	AC:000974	0.99892527	0.99969879	0.00077352	1
SCF:0001168	AC:000974	0.99892527	0.99956688	0.00064161	1
SCF:0001169	AC:000975	0.41952210	0.48983482	0.07031272	1
SCF:0001170	AC:000977	0.78320378	0.49679334	-0.28641044	0
SCF:0001171	AC:000977	0.78320378	0.82333277	0.04012899	1
SCF:0001172	AC:000979	0.63621333	0.58572350	-0.05048983	0
SCF:0001173	AC:000982	0.44304075	0.78460226	0.34156151	1
SCF:0001174	AC:000982	0.44304075	0.68657962	0.24353887	1
SCF:0001175	AC:000983	0.59666066	0.50682008	-0.08984058	0
SCF:0001176	AC:000985	0.67670716	0.65839601	-0.01831115	0
SCF:0001177	AC:000985	0.67670716	0.64583144	-0.03087572	0
SCF:0001178	AC:000985	0.67670716	0.60662967	-0.07007749	0
SCF:0001179	AC:000986	0.87039119	0.61531834	-0.25507285	0
SCF:0001180	AC:000988	0.91689056	0.95618984	0.03929928	1
SCF:0001181	AC:000988	0.91689056	0.95509985	0.03820929	1
SCF:0001182	AC:000988	0.91689056	0.88772422	-0.02916634	0
SCF:0001183	AC:000988	0.91689056	0.87502405	-0.04186651	0
SCF:0001184	AC:000988	0.91689056	0.71451393	-0.20237663	0
SCF:0001185	AC:000990	0.62627984	0.35760996	-0.26866988	0
SCF:0001186	AC:000990	0.62627984	0.47014933	-0.15613051	0
SCF:0001187	AC:000990	0.62627984	0.38826483	-0.23801501	0
SCF:0001188	AC:000992	0.97810284	0.87949941	-0.09860343	0
SCF:0001189	AC:000993	0.59331477	0.64867413	0.05535936	1
SCF:0001190	AC:000993	0.59331477	0.59141683	-0.00189794	0
SCF:0001191	AC:000993	0.59331477	0.68467411	0.09135934	1
SCF:0001192	AC:000993	0.59331477	0.66122311	0.06790834	1
SCF:0001193	AC:000993	0.59331477	0.62973058	0.03641581	1
SCF:0001194	AC:000995	0.56700110	0.60655987	0.03955877	1
SCF:0001195	AC:000995	0.56700110	0.48167741	-0.08532369	0
SCF:0001196	AC:000995	0.56700110	0.54189624	-0.02510486	0
SCF:0001197	AC:000997	0.68045691	0.66408461	-0.01637230	0
SCF:0001198	AC:000997	0.68045691	0.95147428	0.27101737	1
SCF:0001199	AC:000999	0.98169657	0.98704714	0.00535057	1
SCF:0001200	AC:001001	0.59605468	0.58073173	-0.01532295	0
SCF:0001201	AC:001001	0.59605468	0.68107599	0.08502131	1
SCF:0001202	AC:001001	0.59605468	0.65153957	0.05548489	1
SCF:0001203	AC:001006	0.82645780	0.70795792	-0.11849988	0
SCF:0001204	AC:001006	0.82645780	0.81050209	-0.01595571	0
SCF:0001205	AC:001008	0.55606009	0.63755387	0.08149378	1
SCF:0001206	AC:001010	0.68812379	0.70610836	0.01798457	1
SCF:0001207	AC:001010	0.68812379	0.71110564	0.02298185	1
SCF:0001208	AC:001010	0.68812379	0.65823082	-0.02989297	0
SCF:0001209	AC:001010	0.68812379	0.68005034	-0.00807345	0
SCF:0001210	AC:001010	0.68812379	0.71966007	0.03153628	1
SCF:0001211	AC:001012	0.83989018	0.86160538	0.02171520	1
SCF:0001212	AC:001012	0.83989018	0.85952300	0.01963282	1
SCF:0001213	AC:001012	0.83989018	0.88572493	0.04583475	1
SCF:0001214	AC:001013	0.98683480	0.99119735	0.00436255	1
SCF:0001215	AC:001013	0.98683480	0.99220538	0.00537058	1
SCF:0001216	AC:001015	0.75255534	0.77016419	0.01760885	1
SCF:0001217	AC:001016	0.78889031	0.84934753	0.06045722	1
SCF:0001218	AC:001016	0.78889031	0.87690649	0.08801618	1
SCF:0001219	AC:001018	0.94830811	0.96481795	0.01650984	1
SCF:0001220	AC:001018	0.94830811	0.92194420	-0.02636391	0
SCF:0001221	AC:001020	0.53247190	0.80796556	0.27549366	1
