pair_id	score_mean	score_sd_across_crop_seeds	score_seed13	score_seed29	score_seed47	score_seed71	score_seed97
SP:0001056	0.41821551	0.00000000	0.41821551	0.41821551	0.41821551	0.41821551	0.41821551
SP:0001057	0.63387406	0.09200373	0.56495368	0.55856224	0.55301621	0.74249566	0.75034252
SP:0001058	0.62786535	0.00000000	0.62786535	0.62786535	0.62786535	0.62786535	0.62786535
SP:0001059	0.54080763	0.00000000	0.54080763	0.54080763	0.54080763	0.54080763	0.54080763
SP:0001060	0.55319824	0.01677414	0.55465600	0.58394009	0.54855023	0.53401305	0.54483185
SP:0001062	0.38227334	0.00000000	0.38227334	0.38227334	0.38227334	0.38227334	0.38227334
SP:0001065	0.99896052	0.00000000	0.99896052	0.99896052	0.99896052	0.99896052	0.99896052
SP:0001066	0.70558871	0.00000000	0.70558871	0.70558871	0.70558871	0.70558871	0.70558871
SP:0001069	0.97574043	0.00000000	0.97574043	0.97574043	0.97574043	0.97574043	0.97574043
SP:0001071	0.86084410	0.00000000	0.86084410	0.86084410	0.86084410	0.86084410	0.86084410
SP:0001074	0.62595592	0.00000000	0.62595592	0.62595592	0.62595592	0.62595592	0.62595592
SP:0001075	0.81189018	0.00000000	0.81189018	0.81189018	0.81189018	0.81189018	0.81189018
SP:0001079	0.79268742	0.02763482	0.83295584	0.75248209	0.79060116	0.77675790	0.81064010
SP:0001083	0.87116858	0.00000000	0.87116858	0.87116858	0.87116858	0.87116858	0.87116858
SP:0001084	0.29358849	0.01219434	0.27695696	0.31412058	0.28956850	0.28982930	0.29746712
SP:0001085	0.80159203	0.00000000	0.80159203	0.80159203	0.80159203	0.80159203	0.80159203
SP:0001087	0.58451638	0.00000000	0.58451638	0.58451638	0.58451638	0.58451638	0.58451638
SP:0001088	0.98049432	0.00000000	0.98049432	0.98049432	0.98049432	0.98049432	0.98049432
SP:0001089	0.33131858	0.01360419	0.31364814	0.34452362	0.32820302	0.34925667	0.32096144
SP:0001090	0.85738045	0.00939326	0.87471819	0.85670913	0.84620147	0.85485279	0.85442066
SP:0001091	0.98785785	0.00000000	0.98785785	0.98785785	0.98785785	0.98785785	0.98785785
SP:0001092	0.86587039	0.00000000	0.86587039	0.86587039	0.86587039	0.86587039	0.86587039
SP:0001093	0.62014650	0.05937061	0.64071810	0.57870284	0.67040228	0.68459448	0.52631478
SP:0001094	0.98210892	0.00000000	0.98210892	0.98210892	0.98210892	0.98210892	0.98210892
SP:0001095	0.64494033	0.01370417	0.62626197	0.64989403	0.66672501	0.64632079	0.63549985
SP:0001098	0.47228894	0.00000000	0.47228894	0.47228894	0.47228894	0.47228894	0.47228894
SP:0001099	0.53806734	0.09158420	0.45416507	0.65799310	0.43598753	0.50818868	0.63400233
SP:0001102	0.64284538	0.04685723	0.66996776	0.58120518	0.62454860	0.71779853	0.62070686
SP:0001104	0.45869641	0.00000000	0.45869641	0.45869641	0.45869641	0.45869641	0.45869641
SP:0001105	0.28187754	0.00000000	0.28187754	0.28187754	0.28187754	0.28187754	0.28187754
SP:0001108	0.61666305	0.03431338	0.63480486	0.62867315	0.61063908	0.65502876	0.55416939
SP:0001111	0.64010212	0.00000000	0.64010212	0.64010212	0.64010212	0.64010212	0.64010212
SP:0001112	0.89555286	0.01795099	0.91209311	0.86093735	0.89707443	0.90367263	0.90398676
SP:0001114	0.97538775	0.00000000	0.97538775	0.97538775	0.97538775	0.97538775	0.97538775
SP:0001115	0.82813697	0.07836301	0.79211680	0.69249671	0.88756148	0.90852785	0.85998204
SP:0001119	0.83453528	0.01064209	0.83866950	0.82984879	0.85345909	0.82493204	0.82576698
SP:0001122	0.51513213	0.05134613	0.48563488	0.48341441	0.59213033	0.45599238	0.55848867
SP:0001124	0.55844407	0.04406372	0.53341062	0.53938407	0.51343441	0.63989107	0.56610018
SP:0001125	0.89980013	0.00000000	0.89980013	0.89980013	0.89980013	0.89980013	0.89980013
SP:0001126	0.76058358	0.00000000	0.76058358	0.76058358	0.76058358	0.76058358	0.76058358
SP:0001127	0.72972607	0.01152196	0.73259410	0.72234390	0.74815205	0.71369356	0.73184675
SP:0001128	0.98492333	0.00000000	0.98492333	0.98492333	0.98492333	0.98492333	0.98492333
SP:0001134	0.77277219	0.00000000	0.77277219	0.77277219	0.77277219	0.77277219	0.77277219
SP:0001135	0.67293552	0.00000000	0.67293552	0.67293552	0.67293552	0.67293552	0.67293552
SP:0001136	0.90856231	0.00000000	0.90856231	0.90856231	0.90856231	0.90856231	0.90856231
SP:0001137	0.54554877	0.00000000	0.54554877	0.54554877	0.54554877	0.54554877	0.54554877
SP:0001138	0.99376860	0.00000000	0.99376860	0.99376860	0.99376860	0.99376860	0.99376860
SP:0001139	0.78064656	0.04655499	0.72174165	0.85815626	0.76858458	0.80179232	0.75295797
SP:0001142	0.66931179	0.00000000	0.66931179	0.66931179	0.66931179	0.66931179	0.66931179
SP:0001143	0.51312073	0.00000000	0.51312073	0.51312073	0.51312073	0.51312073	0.51312073
SP:0001145	0.70741730	0.00000000	0.70741730	0.70741730	0.70741730	0.70741730	0.70741730
SP:0001148	0.69923526	0.00000000	0.69923526	0.69923526	0.69923526	0.69923526	0.69923526
SP:0001156	0.56695300	0.02359259	0.52912795	0.60278239	0.56155515	0.56818980	0.57310969
SP:0001161	0.48527280	0.00322259	0.48952885	0.48388436	0.48029982	0.48789662	0.48475437
SP:0001166	0.86680219	0.00000000	0.86680219	0.86680219	0.86680219	0.86680219	0.86680219
SP:0001169	0.78333015	0.00000000	0.78333015	0.78333015	0.78333015	0.78333015	0.78333015
SP:0001172	0.65890337	0.00000000	0.65890337	0.65890337	0.65890337	0.65890337	0.65890337
SP:0001173	0.62094687	0.00000000	0.62094687	0.62094687	0.62094687	0.62094687	0.62094687
SP:0001179	0.97138112	0.00000000	0.97138112	0.97138112	0.97138112	0.97138112	0.97138112
SP:0001182	0.77009446	0.06755931	0.77340558	0.77742457	0.71242079	0.88932988	0.69789146
SP:0001184	0.96335101	0.00000000	0.96335101	0.96335101	0.96335101	0.96335101	0.96335101
SP:0001185	0.72926991	0.00000000	0.72926991	0.72926991	0.72926991	0.72926991	0.72926991
SP:0001187	0.92644957	0.00000000	0.92644957	0.92644957	0.92644957	0.92644957	0.92644957
SP:0001188	0.89719644	0.00000000	0.89719644	0.89719644	0.89719644	0.89719644	0.89719644
SP:0001192	0.57249910	0.03354265	0.53274008	0.59631838	0.57868052	0.61855827	0.53619825
SP:0001193	0.57716742	0.03674909	0.57073140	0.59798920	0.55090934	0.63562760	0.53057957
SP:0001196	0.97968700	0.00000000	0.97968700	0.97968700	0.97968700	0.97968700	0.97968700
SP:0001197	0.97127491	0.00000000	0.97127491	0.97127491	0.97127491	0.97127491	0.97127491
SP:0001198	0.96614420	0.00000000	0.96614420	0.96614420	0.96614420	0.96614420	0.96614420
SP:0001200	0.57186978	0.00226727	0.57503772	0.57357931	0.57172903	0.56863361	0.57036921
SP:0001202	0.50735987	0.00000021	0.50736004	0.50736004	0.50735962	0.50735962	0.50736004
SP:0001203	0.70843302	0.00000009	0.70843309	0.70843309	0.70843291	0.70843291	0.70843309
SP:0001205	0.72732524	0.00000003	0.72732526	0.72732526	0.72732520	0.72732520	0.72732526
SP:0001206	0.92676386	0.00000000	0.92676386	0.92676386	0.92676386	0.92676386	0.92676386
SP:0001209	0.89407855	0.00000000	0.89407855	0.89407855	0.89407855	0.89407855	0.89407855
SP:0001212	0.55161501	0.09226222	0.56495079	0.45492533	0.70360482	0.45574015	0.57885396
SP:0001214	0.59712072	0.00000000	0.59712072	0.59712072	0.59712072	0.59712072	0.59712072
SP:0001216	0.65621223	0.02742453	0.65617991	0.68137163	0.64834580	0.68577015	0.60939367
SP:0001218	0.96752098	0.00000000	0.96752098	0.96752098	0.96752098	0.96752098	0.96752098
SP:0001219	0.98325890	0.00000000	0.98325890	0.98325890	0.98325890	0.98325890	0.98325890
SP:0001221	0.36985949	0.00000000	0.36985949	0.36985949	0.36985949	0.36985949	0.36985949
SP:0001222	0.48366593	0.01416825	0.47919005	0.49608265	0.50423357	0.46962785	0.46919553
SP:0001223	0.48394129	0.00319528	0.48491160	0.48046029	0.48331491	0.48146772	0.48955193
SP:0001226	0.82012232	0.02778560	0.82721630	0.85294145	0.82082363	0.83069813	0.76893210
SP:0001227	0.72622585	0.01144635	0.73278078	0.72645435	0.74185026	0.72266713	0.70737675
SP:0001230	0.60594723	0.02253456	0.58848484	0.57951977	0.59632289	0.63506788	0.63034077
SP:0001240	0.89516844	0.01730032	0.88700175	0.90736697	0.90742007	0.90936869	0.86468473
SP:0001241	0.93639019	0.00000000	0.93639019	0.93639019	0.93639019	0.93639019	0.93639019
SP:0001242	0.69404950	0.00000000	0.69404950	0.69404950	0.69404950	0.69404950	0.69404950
SP:0001244	0.94783379	0.00309992	0.94985032	0.95295176	0.94498256	0.94618457	0.94519976
SP:0001246	0.19265350	0.00000000	0.19265350	0.19265350	0.19265350	0.19265350	0.19265350
SP:0001247	0.75706527	0.00000000	0.75706527	0.75706527	0.75706527	0.75706527	0.75706527
SP:0001248	0.95096055	0.00372545	0.94628561	0.94674388	0.95485329	0.95243252	0.95448747
SP:0001251	0.31594128	0.00000000	0.31594128	0.31594128	0.31594128	0.31594128	0.31594128
SP:0001252	0.99363059	0.00000000	0.99363059	0.99363059	0.99363059	0.99363059	0.99363059
SP:0001253	0.55143160	0.00000000	0.55143160	0.55143160	0.55143160	0.55143160	0.55143160
SP:0001255	0.82984706	0.03624206	0.87836948	0.81325832	0.77594003	0.86071387	0.82095361
SP:0001257	0.65371490	0.00000000	0.65371490	0.65371490	0.65371490	0.65371490	0.65371490
SP:0001260	0.88601497	0.00000000	0.88601497	0.88601497	0.88601497	0.88601497	0.88601497
SP:0001261	0.96975568	0.00000000	0.96975568	0.96975568	0.96975568	0.96975568	0.96975568
SP:0001262	0.73581981	0.00000000	0.73581981	0.73581981	0.73581981	0.73581981	0.73581981
SP:0001267	0.47564105	0.00000000	0.47564105	0.47564105	0.47564105	0.47564105	0.47564105
SP:0001268	0.68085649	0.01281590	0.69393335	0.67182649	0.67026080	0.69887842	0.66938336
SP:0001270	0.96411422	0.00000000	0.96411422	0.96411422	0.96411422	0.96411422	0.96411422
SP:0001271	0.48850468	0.00000000	0.48850468	0.48850468	0.48850468	0.48850468	0.48850468
SP:0001273	0.79097396	0.00000000	0.79097396	0.79097396	0.79097396	0.79097396	0.79097396
SP:0001275	0.52882242	0.00000000	0.52882242	0.52882242	0.52882242	0.52882242	0.52882242
SP:0001276	0.74352497	0.00000000	0.74352497	0.74352497	0.74352497	0.74352497	0.74352497
SP:0001280	0.54701544	0.08736616	0.43732277	0.54907178	0.53847657	0.70335340	0.50685269
SP:0001281	0.77555178	0.00750038	0.77670643	0.76151138	0.77783364	0.78412363	0.77758381
SP:0001282	0.80151898	0.00000000	0.80151898	0.80151898	0.80151898	0.80151898	0.80151898
SP:0001283	0.72223886	0.03852393	0.69371647	0.69019884	0.73405984	0.70049680	0.79272235
SP:0001285	0.70736453	0.05731968	0.63781594	0.63653709	0.75241229	0.75578928	0.75426805
SP:0001287	0.56069404	0.00000000	0.56069404	0.56069404	0.56069404	0.56069404	0.56069404
SP:0001288	0.54532567	0.00000000	0.54532567	0.54532567	0.54532567	0.54532567	0.54532567
SP:0001289	0.76198948	0.01857956	0.74802032	0.78342071	0.77680877	0.73347461	0.76822302
SP:0001293	0.45390710	0.00000000	0.45390710	0.45390710	0.45390710	0.45390710	0.45390710
SP:0001294	0.76431805	0.00000000	0.76431805	0.76431805	0.76431805	0.76431805	0.76431805
SP:0001295	0.94553182	0.00000000	0.94553182	0.94553182	0.94553182	0.94553182	0.94553182
SP:0001296	0.60743621	0.00000000	0.60743621	0.60743621	0.60743621	0.60743621	0.60743621
SP:0001297	0.71664101	0.05082034	0.78518948	0.69452748	0.76526346	0.64857528	0.68964938
SP:0001298	0.58468041	0.00000000	0.58468041	0.58468041	0.58468041	0.58468041	0.58468041
SP:0001300	0.73371509	0.00000000	0.73371509	0.73371509	0.73371509	0.73371509	0.73371509
SP:0001303	0.96779048	0.00000000	0.96779048	0.96779048	0.96779048	0.96779048	0.96779048
SP:0001304	0.19445812	0.00000000	0.19445812	0.19445812	0.19445812	0.19445812	0.19445812
SP:0001305	0.96159351	0.00000000	0.96159351	0.96159351	0.96159351	0.96159351	0.96159351
SP:0001307	0.91404125	0.00000000	0.91404125	0.91404125	0.91404125	0.91404125	0.91404125
SP:0001309	0.95973325	0.00000000	0.95973325	0.95973325	0.95973325	0.95973325	0.95973325
SP:0001311	0.47554264	0.00855755	0.46092886	0.48629698	0.47237188	0.48010042	0.47801508
SP:0001315	0.38383042	0.00698677	0.39198566	0.38806838	0.38756272	0.37856592	0.37296942
SP:0001316	0.78697030	0.00430334	0.79099613	0.78508082	0.79305410	0.78185567	0.78386479
SP:0001317	0.67454905	0.00000000	0.67454905	0.67454905	0.67454905	0.67454905	0.67454905
SP:0001318	0.64432713	0.00000000	0.64432713	0.64432713	0.64432713	0.64432713	0.64432713
SP:0001321	0.82482167	0.07432254	0.80920497	0.91224700	0.87539568	0.69403996	0.83322072
SP:0001322	0.57937919	0.04897198	0.54859700	0.59892103	0.65824244	0.51273477	0.57840070
SP:0001323	0.98388636	0.00000000	0.98388636	0.98388636	0.98388636	0.98388636	0.98388636
SP:0001327	0.99091766	0.00000000	0.99091766	0.99091766	0.99091766	0.99091766	0.99091766
SP:0001328	0.39129453	0.02776487	0.36326715	0.35269187	0.40596256	0.41467143	0.41987966
SP:0001329	0.50680152	0.00000000	0.50680152	0.50680152	0.50680152	0.50680152	0.50680152
SP:0001330	0.86034894	0.00000000	0.86034894	0.86034894	0.86034894	0.86034894	0.86034894
SP:0001333	0.99639192	0.00000000	0.99639192	0.99639192	0.99639192	0.99639192	0.99639192
SP:0001334	0.38468272	0.00891564	0.38855104	0.37650811	0.37987236	0.37803926	0.40044280
SP:0001337	0.59733836	0.00000000	0.59733836	0.59733836	0.59733836	0.59733836	0.59733836
SP:0001339	0.94864079	0.00000000	0.94864079	0.94864079	0.94864079	0.94864079	0.94864079
SP:0001340	0.77807251	0.00000000	0.77807251	0.77807251	0.77807251	0.77807251	0.77807251
SP:0001341	0.53574499	0.00000000	0.53574499	0.53574499	0.53574499	0.53574499	0.53574499
SP:0001342	0.57511718	0.00000000	0.57511718	0.57511718	0.57511718	0.57511718	0.57511718
SP:0001343	0.41806663	0.00000000	0.41806663	0.41806663	0.41806663	0.41806663	0.41806663
SP:0001344	0.61722652	0.00000000	0.61722652	0.61722652	0.61722652	0.61722652	0.61722652
SP:0001346	0.86623585	0.00000000	0.86623585	0.86623585	0.86623585	0.86623585	0.86623585
SP:0001350	0.62123726	0.00000000	0.62123726	0.62123726	0.62123726	0.62123726	0.62123726
SP:0001352	0.63236726	0.00908852	0.62550947	0.62862505	0.63801773	0.62243647	0.64724757
SP:0001353	0.84332144	0.00000000	0.84332144	0.84332144	0.84332144	0.84332144	0.84332144
SP:0001354	0.66853753	0.00000000	0.66853753	0.66853753	0.66853753	0.66853753	0.66853753
SP:0001355	0.84865550	0.00000000	0.84865550	0.84865550	0.84865550	0.84865550	0.84865550
SP:0001359	0.62512284	0.00000000	0.62512284	0.62512284	0.62512284	0.62512284	0.62512284
SP:0001360	0.69536217	0.00000000	0.69536217	0.69536217	0.69536217	0.69536217	0.69536217
SP:0001366	0.46657258	0.00000000	0.46657258	0.46657258	0.46657258	0.46657258	0.46657258
SP:0001367	0.99190006	0.00000000	0.99190006	0.99190006	0.99190006	0.99190006	0.99190006
SP:0001368	0.67896256	0.00000000	0.67896256	0.67896256	0.67896256	0.67896256	0.67896256
SP:0001370	0.84981805	0.00000000	0.84981805	0.84981805	0.84981805	0.84981805	0.84981805
SP:0001371	0.68141796	0.05922179	0.58618346	0.65320140	0.75180227	0.73352796	0.68237471
SP:0001372	0.47325325	0.00000000	0.47325325	0.47325325	0.47325325	0.47325325	0.47325325
SP:0001374	0.39929698	0.00000000	0.39929698	0.39929698	0.39929698	0.39929698	0.39929698
SP:0001375	0.87776137	0.00000000	0.87776137	0.87776137	0.87776137	0.87776137	0.87776137
SP:0001376	0.95645562	0.00000000	0.95645562	0.95645562	0.95645562	0.95645562	0.95645562
SP:0001379	0.49967849	0.00000000	0.49967849	0.49967849	0.49967849	0.49967849	0.49967849
SP:0001380	0.92583182	0.00000000	0.92583182	0.92583182	0.92583182	0.92583182	0.92583182
SP:0001382	0.55427747	0.00000000	0.55427747	0.55427747	0.55427747	0.55427747	0.55427747
SP:0001384	0.92989301	0.00000000	0.92989301	0.92989301	0.92989301	0.92989301	0.92989301
SP:0001385	0.90803473	0.00592774	0.90659267	0.91154539	0.91387799	0.91100136	0.89715623
SP:0001386	0.98830264	0.00000000	0.98830264	0.98830264	0.98830264	0.98830264	0.98830264
SP:0001389	0.75901007	0.00000000	0.75901007	0.75901007	0.75901007	0.75901007	0.75901007
SP:0001390	0.88139433	0.00000000	0.88139433	0.88139433	0.88139433	0.88139433	0.88139433
SP:0001391	0.72362707	0.00000000	0.72362707	0.72362707	0.72362707	0.72362707	0.72362707
SP:0001392	0.91877180	0.00000000	0.91877180	0.91877180	0.91877180	0.91877180	0.91877180
SP:0001393	0.86776644	0.00000000	0.86776644	0.86776644	0.86776644	0.86776644	0.86776644
SP:0001394	0.71949512	0.03556333	0.69203791	0.78855786	0.69426909	0.71515873	0.70745203
SP:0001395	0.92800247	0.00524367	0.93186552	0.92224526	0.92173439	0.92918429	0.93498289
SP:0001396	0.86883300	0.00000000	0.86883300	0.86883300	0.86883300	0.86883300	0.86883300
SP:0001398	0.57415702	0.08883464	0.58691764	0.64614904	0.45266271	0.68916231	0.49589339
SP:0001401	0.19093504	0.00000000	0.19093504	0.19093504	0.19093504	0.19093504	0.19093504
SP:0001403	0.86927721	0.00000000	0.86927721	0.86927721	0.86927721	0.86927721	0.86927721
SP:0001404	0.89829391	0.00000000	0.89829391	0.89829391	0.89829391	0.89829391	0.89829391
SP:0001406	0.67375115	0.06571009	0.78683591	0.58067972	0.66786767	0.66813257	0.66523990
SP:0001407	0.61430946	0.00000000	0.61430946	0.61430946	0.61430946	0.61430946	0.61430946
SP:0001408	0.89654559	0.00000000	0.89654559	0.89654559	0.89654559	0.89654559	0.89654559
SP:0001411	0.81533674	0.00000000	0.81533674	0.81533674	0.81533674	0.81533674	0.81533674
SP:0001416	0.44643424	0.06645688	0.33916020	0.43770593	0.42450625	0.49950200	0.53129682
SP:0001417	0.96457648	0.00000000	0.96457648	0.96457648	0.96457648	0.96457648	0.96457648
SP:0001422	0.62806237	0.00000000	0.62806237	0.62806237	0.62806237	0.62806237	0.62806237
SP:0001426	0.54526546	0.00000000	0.54526546	0.54526546	0.54526546	0.54526546	0.54526546
SP:0001428	0.65142473	0.00000000	0.65142473	0.65142473	0.65142473	0.65142473	0.65142473
SP:0001431	0.50014325	0.03128441	0.54348635	0.50731084	0.45250780	0.51728387	0.48012738
SP:0001432	0.60335274	0.00000000	0.60335274	0.60335274	0.60335274	0.60335274	0.60335274
SP:0001436	0.98761683	0.00000000	0.98761683	0.98761683	0.98761683	0.98761683	0.98761683
SP:0001437	0.56657419	0.08349633	0.64738145	0.55424702	0.47037995	0.67670962	0.48415290
SP:0001438	0.70188198	0.00000000	0.70188198	0.70188198	0.70188198	0.70188198	0.70188198
SP:0001439	0.42881464	0.00000000	0.42881464	0.42881464	0.42881464	0.42881464	0.42881464
SP:0001444	0.72538693	0.04500361	0.73917243	0.76569960	0.70185491	0.64972764	0.77048006
SP:0001445	0.94489512	0.00000000	0.94489512	0.94489512	0.94489512	0.94489512	0.94489512
SP:0001446	0.83705543	0.01744581	0.83997950	0.83945766	0.85357993	0.84844228	0.80381778
SP:0001449	0.40481440	0.00000000	0.40481440	0.40481440	0.40481440	0.40481440	0.40481440
SP:0001450	0.52815680	0.00548990	0.52963088	0.52752318	0.52626070	0.53716896	0.52020028
SP:0001451	0.85784460	0.02208271	0.87947372	0.86390329	0.87631440	0.81852835	0.85100326
SP:0001452	0.66071693	0.02038304	0.68806323	0.63820727	0.67700439	0.63722348	0.66308631
SP:0001454	0.41946736	0.00000000	0.41946736	0.41946736	0.41946736	0.41946736	0.41946736
SP:0001456	0.92317168	0.00811162	0.92899468	0.92904049	0.92062161	0.92890498	0.90829662
SP:0001460	0.99243883	0.00000000	0.99243883	0.99243883	0.99243883	0.99243883	0.99243883
SP:0001461	0.99493596	0.00000000	0.99493596	0.99493596	0.99493596	0.99493596	0.99493596
SP:0001463	0.60372505	0.06536929	0.61562686	0.58689830	0.48976939	0.68424541	0.64208528
SP:0001464	0.99774155	0.00000000	0.99774155	0.99774155	0.99774155	0.99774155	0.99774155
SP:0001465	0.52625668	0.01601423	0.51905073	0.52596014	0.51153753	0.55694696	0.51778802
SP:0001466	0.92833400	0.00000000	0.92833400	0.92833400	0.92833400	0.92833400	0.92833400
SP:0001468	0.32383590	0.04901002	0.30281329	0.32628925	0.32225456	0.40926507	0.25855731
SP:0001469	0.79328534	0.00000000	0.79328534	0.79328534	0.79328534	0.79328534	0.79328534
SP:0001470	0.64070966	0.06174969	0.69877630	0.62119540	0.71850243	0.61784119	0.54723295
SP:0001472	0.78407914	0.01519578	0.76423124	0.79627443	0.76985401	0.80424356	0.78579245
SP:0001473	0.66144946	0.00000000	0.66144946	0.66144946	0.66144946	0.66144946	0.66144946
SP:0001474	0.66894291	0.07058466	0.69334456	0.55446468	0.66538260	0.77412939	0.65739331
SP:0001475	0.50610564	0.00000000	0.50610564	0.50610564	0.50610564	0.50610564	0.50610564
SP:0001478	0.48120022	0.00000000	0.48120022	0.48120022	0.48120022	0.48120022	0.48120022
SP:0001481	0.64796267	0.01700672	0.66073660	0.66077124	0.65330369	0.61500446	0.64999738
SP:0001482	0.59260254	0.01172122	0.58289687	0.60221810	0.57678162	0.59270333	0.60841279
SP:0001483	0.60168630	0.00486834	0.59781850	0.59441278	0.60639277	0.60687667	0.60293082
SP:0001486	0.73986000	0.01861455	0.72166442	0.72153270	0.76335493	0.73173389	0.76101405
SP:0001488	0.98438746	0.00000000	0.98438746	0.98438746	0.98438746	0.98438746	0.98438746
SP:0001490	0.68865569	0.00000000	0.68865569	0.68865569	0.68865569	0.68865569	0.68865569
SP:0001491	0.95749527	0.00000000	0.95749527	0.95749527	0.95749527	0.95749527	0.95749527
SP:0001492	0.43269254	0.07407469	0.44457799	0.45451106	0.29045128	0.46831668	0.50560570
SP:0001493	0.96159134	0.00000000	0.96159134	0.96159134	0.96159134	0.96159134	0.96159134
SP:0001496	0.75558788	0.00000000	0.75558788	0.75558788	0.75558788	0.75558788	0.75558788
SP:0001497	0.97677854	0.00000000	0.97677854	0.97677854	0.97677854	0.97677854	0.97677854
SP:0001498	0.33355131	0.01161209	0.33940310	0.31465638	0.32701963	0.33840457	0.34827287
SP:0001499	0.85009196	0.00000000	0.85009196	0.85009196	0.85009196	0.85009196	0.85009196
SP:0001501	0.97121397	0.00000000	0.97121397	0.97121397	0.97121397	0.97121397	0.97121397
SP:0001502	0.97964859	0.00000000	0.97964859	0.97964859	0.97964859	0.97964859	0.97964859
SP:0001505	0.92253008	0.00000000	0.92253008	0.92253008	0.92253008	0.92253008	0.92253008
SP:0001508	0.81464159	0.00000000	0.81464159	0.81464159	0.81464159	0.81464159	0.81464159
SP:0001509	0.85790652	0.00000000	0.85790652	0.85790652	0.85790652	0.85790652	0.85790652
SP:0001510	0.39989362	0.02109143	0.39169835	0.42547757	0.37417505	0.42413844	0.38397868
SP:0001513	0.74946269	0.00000000	0.74946269	0.74946269	0.74946269	0.74946269	0.74946269
SP:0001514	0.45093698	0.02790519	0.47491754	0.46626706	0.41540351	0.47916199	0.41893480
SP:0001515	0.62380972	0.00000000	0.62380972	0.62380972	0.62380972	0.62380972	0.62380972
SP:0001516	0.47594176	0.00000000	0.47594176	0.47594176	0.47594176	0.47594176	0.47594176
SP:0001518	0.83148586	0.00234422	0.83477575	0.82991058	0.82899526	0.83383191	0.82991582
SP:0001519	0.52983285	0.01145422	0.53844088	0.51197621	0.54539887	0.52604894	0.52729936
SP:0001524	0.97016052	0.00000000	0.97016052	0.97016052	0.97016052	0.97016052	0.97016052
SP:0001525	0.81189901	0.00000000	0.81189901	0.81189901	0.81189901	0.81189901	0.81189901
SP:0001526	0.69150897	0.01094065	0.69105739	0.69138241	0.67199865	0.70436779	0.69873860
SP:0001529	0.73855036	0.01916745	0.75269240	0.71050547	0.72060103	0.75123739	0.75771552
SP:0001530	0.97133818	0.00000000	0.97133818	0.97133818	0.97133818	0.97133818	0.97133818
SP:0001532	0.36509221	0.00000000	0.36509221	0.36509221	0.36509221	0.36509221	0.36509221
SP:0001533	0.99514475	0.00000000	0.99514475	0.99514475	0.99514475	0.99514475	0.99514475
SP:0001534	0.44458961	0.00000000	0.44458961	0.44458961	0.44458961	0.44458961	0.44458961
SP:0001535	0.98315281	0.00000000	0.98315281	0.98315281	0.98315281	0.98315281	0.98315281
SP:0001536	0.99754462	0.00000000	0.99754462	0.99754462	0.99754462	0.99754462	0.99754462
SP:0001538	0.72834632	0.00000000	0.72834632	0.72834632	0.72834632	0.72834632	0.72834632
SP:0001540	0.94641614	0.00000000	0.94641614	0.94641614	0.94641614	0.94641614	0.94641614
SP:0001541	0.46440576	0.00000000	0.46440576	0.46440576	0.46440576	0.46440576	0.46440576
SP:0001542	0.91741583	0.00000000	0.91741583	0.91741583	0.91741583	0.91741583	0.91741583
SP:0001544	0.73403653	0.00000000	0.73403653	0.73403653	0.73403653	0.73403653	0.73403653
SP:0001545	0.78347838	0.00000000	0.78347838	0.78347838	0.78347838	0.78347838	0.78347838
SP:0001548	0.47561164	0.00000000	0.47561164	0.47561164	0.47561164	0.47561164	0.47561164
SP:0001549	0.67131425	0.00000000	0.67131425	0.67131425	0.67131425	0.67131425	0.67131425
SP:0001550	0.69132254	0.00000000	0.69132254	0.69132254	0.69132254	0.69132254	0.69132254
SP:0001552	0.95921055	0.00497335	0.95523390	0.96732101	0.95336482	0.96186095	0.95827207
SP:0001555	0.67201573	0.00000000	0.67201573	0.67201573	0.67201573	0.67201573	0.67201573
SP:0001558	0.58660499	0.00000000	0.58660499	0.58660499	0.58660499	0.58660499	0.58660499
SP:0001559	0.80531892	0.07667160	0.90729744	0.85280758	0.67976868	0.81192133	0.77479959
SP:0001560	0.76122010	0.00000000	0.76122010	0.76122010	0.76122010	0.76122010	0.76122010
SP:0001561	0.55655288	0.00000000	0.55655288	0.55655288	0.55655288	0.55655288	0.55655288
SP:0001562	0.53350765	0.00000000	0.53350765	0.53350765	0.53350765	0.53350765	0.53350765
SP:0001564	0.39081463	0.00000000	0.39081463	0.39081463	0.39081463	0.39081463	0.39081463
SP:0001565	0.80430815	0.00000000	0.80430815	0.80430815	0.80430815	0.80430815	0.80430815
SP:0001566	0.84064692	0.00000000	0.84064692	0.84064692	0.84064692	0.84064692	0.84064692
SP:0001568	0.65315266	0.00000000	0.65315266	0.65315266	0.65315266	0.65315266	0.65315266
SP:0001569	0.64238117	0.01979932	0.65889393	0.61356759	0.64013356	0.63033838	0.66897238
SP:0001575	0.77234240	0.03951562	0.79587823	0.75332609	0.70486811	0.81718832	0.79045126
SP:0001576	0.54525633	0.00585670	0.54820273	0.53890999	0.54903673	0.55242081	0.53771139
SP:0001578	0.81752604	0.00000000	0.81752604	0.81752604	0.81752604	0.81752604	0.81752604
SP:0001581	0.53068512	0.00000000	0.53068512	0.53068512	0.53068512	0.53068512	0.53068512
SP:0001584	0.97365356	0.00000000	0.97365356	0.97365356	0.97365356	0.97365356	0.97365356
SP:0001590	0.51418807	0.00000000	0.51418807	0.51418807	0.51418807	0.51418807	0.51418807
