triplet_id	anchor	c_structure	c_random	d	taxon_c	permutation_status
SCF:0000557	A0A4V8H007	A0A4V8H004	A0A4V8H000	A0A4V8GZZ9	325651	ok
SCF:0000558	Q13098	Q9UBW8	Q02878	Q9H9Q2	9606	ok
SCF:0000559	Q9UBW8	Q13098	Q02878	Q9BT78	9606	ok
SCF:0000561	Q1HFW0	Q1HGH8	Q1HFW2	A4VEB3	5911	ok
SCF:0000562	Q1HGH8	Q1HFW0	Q1HFW2	Q24DI9	5911	ok
SCF:0000563	Q1HGH8	Q1HFW0	Q1HFW2	Q1HFV9	5911	ok
SCF:0000564	Q1HGH8	Q1HFW0	Q1HFX1	W7XJB1	5911	ok
SCF:0000569	P0A800	P0A9E2	P0A7G2	P0A7U7	83333	ok
SCF:0000572	P22139	P32349	P53091	P41895	559292	ok
SCF:0000573	P22139	P32349	P53063	P36070	559292	ok
SCF:0000575	P41227	Q02878	Q9UBW8	G1SS70	9606	ok
SCF:0000576	P41227	Q02878	Q13098	G1TNM3	9606	ok
SCF:0000577	Q02878	P41227	P61163	P83731	9606	ok
SCF:0000578	Q02878	P41227	Q71DI3	Q13765	9606	ok
SCF:0000579	Q02878	P41227	Q71DI3	P62701	9606	ok
SCF:0000580	Q38859	O81097	Q9SUI5	Q9FJ98	3702	ok
SCF:0000585	P0A8V2	P24251	P0A707	P0A780	83333	ok
SCF:0000586	P24251	P0A8V2	P0AFW0	P0A8T7	83333	ok
SCF:0000587	P20435	P53063	P32349	Q04636	559292	ok
SCF:0000589	P0AFF6	P0AFW0	P24251	P0AFG0	83333	ok
SCF:0000590	A0QSG6	A0R102	A0R550	A0QSG3	246196	ok
SCF:0000591	O00399	P61163	P41227	Q9NZ32	9606	ok
SCF:0000592	W7WX86	Q24C31	I7M6H4	Q23YW7	312017	ok
SCF:0000593	W7WX86	Q24C31	Q22A67	I7LT80	312017	ok
SCF:0000596	Q9VGW6	Q26454	Q9XYU0	Q9XYU1	7227	ok
SCF:0000597	Q9VGW6	Q26454	Q9XYU0	P49735	7227	ok
SCF:0000599	P11703	A0A9R0K533	P00289	A0A9R0JBX6	3562	ok
SCF:0000600	P11703	A0A9R0K533	P00289	A0A9R0K7U8	3562	ok
SCF:0000601	P62987	Q71DI3	P41227	P04908	9606	ok
SCF:0000602	P62987	Q71DI3	P41227	P62805	9606	ok
SCF:0000603	Q99627	Q9UBF6	P63096	P62877	9606	ok
SCF:0000604	P10145	P63096	Q9UBF6	P09471	9606	ok
SCF:0000605	P63096	P10145	P0DPB6	P09341	9606	ok
SCF:0000606	P63096	P10145	O15514	P48061	9606	ok
SCF:0000607	P63096	P10145	Q96GM5	P22362	9606	ok
SCF:0000608	P05738	P33309	P47112	P38779	559292	ok
SCF:0000609	P33309	P05738	P47112	Q01855	559292	ok
SCF:0000610	P33309	P05738	P47112	P0CX53	559292	ok
SCF:0000611	Q8CM25	Q8DG60	Q8DMP8	Q9F1L5	197221	ok
SCF:0000614	Q8DIF8	Q8DMP8	Q8DKF4	Q8DHJ2	197221	ok
SCF:0000615	Q8DIF8	Q8DMP8	Q8DKF4	Q9F1R6	197221	ok
SCF:0000616	Q8DMP8	Q8DIF8	Q8DHA7	D0VWR1	197221	ok
SCF:0000617	Q8DMP8	Q8DIF8	Q8DHA7	Q8DIQ1	197221	ok
SCF:0000618	Q8DMP8	Q8DIF8	Q8DG60	P51765	197221	ok
SCF:0000619	P11704	A0A9R0K533	P00289	A0A9R0JBX6	3562	ok
SCF:0000620	P11704	A0A9R0K533	P69461	A0A9R0K7U8	3562	ok
SCF:0000621	O14010	Q9Y821	P87310	Q9US45	284812	ok
SCF:0000622	Q9Y821	O14010	Q9P6Q0	O94376	284812	ok
SCF:0000623	O94646	P87310	O94376	O13964	284812	ok
SCF:0000624	O94646	P87310	Q09177	Q9P6Q0	284812	ok
SCF:0000625	P87310	O94646	Q09191	Q9US45	284812	ok
SCF:0000627	P32833	P47112	P33309	P54791	559292	ok
SCF:0000628	P32833	P47112	P05738	P29469	559292	ok
SCF:0000629	P32833	P47112	P05738	P50874	559292	ok
SCF:0000630	P47112	P32833	P53840	P54790	559292	ok
SCF:0000631	P47112	P32833	P38121	P54791	559292	ok
SCF:0000632	A4VD75	Q22A67	Q24C31	I7M9J2	312017	ok
SCF:0000636	Q22A67	A4VE64	Q240X9	Q24CE5	312017	ok
SCF:0000637	Q22A67	A4VE64	Q240X9	Q1HFW0	312017	ok
SCF:0000638	Q22A67	A4VE64	W7WX86	W7XJB1	312017	ok
SCF:0000641	P20226	P0DPB6	P10145	F1RKE4	9606	ok
SCF:0000648	P09192	Q55329	P74564	Q55354	1111708	ok
SCF:0000649	Q55329	P09192	P74564	P16033	1111708	ok
SCF:0000650	Q55329	P09192	P74810	Q55274	1111708	ok
SCF:0000651	P62875	O15514	P10145	O75575	9606	ok
SCF:0000653	Q8LE42	Q9M1A8	Q9FFC0	Q9FJ98	3702	ok
SCF:0000658	Q12824	Q96GM5	P10145	Q969G3	9606	ok
SCF:0000659	Q9XFH4	Q9FFC0	Q9M1A8	P02281	3702	ok
SCF:0000660	Q9XFH4	Q9FFC0	Q9XI73	P84233	3702	ok
SCF:0000661	A0QSD7	A0R7F7	A0R102	A0QSG2	246196	ok
SCF:0000662	A0R7F7	A0QSD7	A0QSP9	A0QVB8	246196	ok
SCF:0000663	A0R7F7	A0QSD7	A0QSG6	A0QSG1	246196	ok
SCF:0000664	A0R7F7	A0QSD7	A0R550	A0QZ86	246196	ok
SCF:0000665	P0A7Z4	P0AGB6	P0A8V2	P0ADY3	83333	ok
SCF:0000666	P0A7Z4	P0AGB6	P0A707	P0ACJ8	83333	ok
SCF:0000667	A0A2K3CYB6	A0A2K3DZD9	A8HY43	A0A2K3DLF7	3055	ok
SCF:0000668	O31743	Q06797	P21476	P42921	224308	ok
SCF:0000669	A0A2K3DGW6	A0A2K3DQ46	A8HY43	A0A2K3DHV6	3055	ok
SCF:0000670	A0A2K3DGW6	A0A2K3DQ46	A8IJY7	A0A2K3DLF7	3055	ok
SCF:0000671	P10793	E1C9K9	A0A0H2UKZ4	A0A0M3KL10	3888	ok
SCF:0000672	E1C9L3	A0A0H2UKZ4	E1C9K9	A0A0M3KL12	3888	ok
SCF:0000673	Q9VGW6	Q9VBI1	Q26454	Q9VQY9	7227	ok
SCF:0000674	Q9VGW6	Q9VBI1	Q9XYU0	Q9W2V7	7227	ok
SCF:0000675	P38121	P53840	P32833	P13382	559292	ok
SCF:0000676	P53840	P38121	P32833	Q04636	559292	ok
SCF:0000677	P53840	P38121	P47076	P24482	559292	ok
SCF:0000678	P53840	P38121	P47076	P30665	559292	ok
SCF:0000683	P16033	P12975	P09192	P14835	1111708	ok
SCF:0000686	P59763	A8HY43	A0A2K3DZD9	A8I5A0	3055	ok
SCF:0000687	P59763	A8HY43	A0A2K3DQ46	P12853	3055	ok
SCF:0000688	O15527	Q71DI3	Q96KK5	P62807	9606	ok
SCF:0000689	Q71DI3	O15527	Q96KK5	P48431	9606	ok
SCF:0000692	Q8N884	Q96KK5	Q71DI3	Q99878	9606	ok
SCF:0000693	Q8N884	Q96KK5	O15527	P04908	9606	ok
SCF:0000694	Q8N884	Q96KK5	P17987	Q99877	9606	ok
SCF:0000699	A0A3Q7H1U4	A0A3Q7I881	A0A3Q7HSH1	A0A3Q7HJ03	4081	ok
SCF:0000700	A0A3Q7I881	A0A3Q7H1U4	A0A3Q7G7F0	A0A3Q7H274	4081	ok
SCF:0000702	P0A7S3	P0A707	P0AGB6	P0A7V3	83333	ok
SCF:0000703	P0A7S3	P0A707	P0AGB6	P0A7V8	83333	ok
SCF:0000704	P0A7S3	P0A707	P0AF28	P40711	83333	ok
SCF:0000706	A0A3Q7H1U4	A0A3Q7HSH1	A0A3Q7I881	A0A3Q7G7F0	4081	ok
SCF:0000708	P0A7W7	P0A8A8	P0A707	P0A7X3	83333	ok
SCF:0000712	M2X090	M2X4U9	M2XW22	M2VTV2	130081	ok
SCF:0000713	M2X4U9	M2X090	E3UIU5	M2VTV2	130081	ok
SCF:0000719	Q23FU1	Q240X9	Q24CL2	Q1HGH8	312017	ok
SCF:0000720	Q23FU1	Q240X9	I7M6H4	Q1HFV9	312017	ok
SCF:0000721	A0A4V8GZZ2	A0A4V8H004	A0A4V8H002	A0A4V8GZZ8	325651	ok
SCF:0000722	A0A4V8H004	A0A4V8GZZ2	A0A4V8GZZ8	A0A4V8H003	325651	ok
SCF:0000723	A0A2K3CXW8	A8IJY7	A0A2K3DQ46	A8INX1	3055	ok
SCF:0000724	A0A4X1VM56	A0A8D0JYF1	A0A8D1KNW4	A0A4X1TRS6	9823	ok
SCF:0000725	A0A8D0JYF1	A0A4X1VM56	A0A8D1KNW4	A0A287ADR4	9823	ok
SCF:0000726	A0A8D0JYF1	A0A4X1VM56	I3LGP4	Q6NXT2	9823	ok
SCF:0000730	O15212	P17987	Q96KK5	P50991	9606	ok
SCF:0000731	O15212	P17987	Q9UHV9	P50990	9606	ok
SCF:0000732	P17987	O15212	Q9UHV9	O60925	9606	ok
SCF:0000739	A0A3B6IU74	W5FPA7	A0A3B6KRQ3	W5BFB7	4565	ok
SCF:0000743	A0A1D5SLI4	A0A3B6RHV8	W5DS33	A0A3B6PK86	4565	ok
SCF:0000748	Q5SHR1	P0DOY7	Q5SLQ0	Q5SHN3	300852	ok
SCF:0000749	Q5SHR1	P0DOY7	Q5SLQ0	P0A7S3	300852	ok
SCF:0000752	A8IL32	Q75VY6	A8IS47	A8ITV3	3055	ok
SCF:0000759	A8INX1	A8IS47	Q75VY6	A8IL21	3055	ok
SCF:0000760	A8INX1	A8IS47	A0A2K3DQ46	A8IJ60	3055	ok
SCF:0000761	A8INX1	A8IS47	A0A2K3DLI2	A0A2K3CXW8	3055	ok
SCF:0000762	A8IS47	A8INX1	A8IJY7	A8IL21	3055	ok
SCF:0000763	A8IS47	A8INX1	A8IJY7	A8IJ60	3055	ok
SCF:0000764	A8IS47	A8INX1	A8IJY7	A8IXD6	3055	ok
SCF:0000775	A0A3Q7G7F0	A0A3Q7HSH1	A0A3Q7I881	A0A3Q7FNQ5	4081	ok
SCF:0000777	P50991	Q9UHV9	Q7L5N1	Q9NQP4	9606	ok
SCF:0000778	P50991	Q9UHV9	Q13618	Q99471	9606	ok
SCF:0000779	P50991	Q9UHV9	Q13618	O15212	9606	ok
SCF:0000780	Q9UHV9	P50991	P17987	P40227	9606	ok
SCF:0000785	A0A1B1W4Z4	Q9XI73	Q9FFC0	Q2V2S7	3702	ok
SCF:0000789	O15212	P78371	Q9UHV9	P50991	9606	ok
SCF:0000790	O15212	P78371	Q13618	P50990	9606	ok
SCF:0000795	F4JYR0	O22993	Q9SGH4	F4KF14	3702	ok
SCF:0000796	F4JYR0	O22993	Q9SGH4	Q9SAJ3	3702	ok
SCF:0000797	F4JYR0	O22993	O81098	F4J3N2	3702	ok
SCF:0000798	Q8DJ02	Q8DKF4	Q8DMP8	Q8DKY0	197221	ok
SCF:0000799	Q8DJ02	Q8DKF4	Q8DMP8	Q8DMR6	197221	ok
SCF:0000800	A0A1S3YU01	A0A1S3X147	A0AA96C3P8	A0A1S3ZQT7	4097	ok
SCF:0000801	A0A1S3YU01	A0A1S3X147	A0AA96C3P8	A0A1S4CE74	4097	ok
SCF:0000804	I7MHB1	Q24DI9	I7MCM8	Q1HFV9	312017	ok
SCF:0000805	I7MHB1	Q24DI9	I7MCM8	Q1HFW2	312017	ok
SCF:0000806	I7MHB1	Q24DI9	I7MCM8	A4VE64	312017	ok
SCF:0000817	G0SC21	G0SCD1	G0SE33	P0CT46	759272	ok
SCF:0000818	G0SCD1	G0SC21	G0RZG4	G0SE33	759272	ok
SCF:0000819	G0SCD1	G0SC21	G0S9A0	G0S1P1	759272	ok
SCF:0000821	Q13618	Q7L5N1	O15212	Q9BT78	9606	ok
SCF:0000822	Q7L5N1	Q13618	P50991	Q13619	9606	ok
SCF:0000823	Q7L5N1	Q13618	P78371	Q13617	9606	ok
SCF:0000824	Q7L5N1	Q13618	P78371	Q93034	9606	ok
SCF:0000825	Q8L806	W5DS33	A0A3B6RHV8	W5FWF5	4565	ok
SCF:0000826	Q8L806	W5DS33	W5BFB7	Q5I7L2	4565	ok
SCF:0000830	O75822	P62280	P50991	P62266	9606	ok
SCF:0000831	P62280	O75822	P50991	P23396	9606	ok
SCF:0000832	P62280	O75822	O60925	P46782	9606	ok
SCF:0000839	O60925	P50991	P62280	P49368	9606	ok
SCF:0000840	O60925	P50991	O75822	P17987	9606	ok
SCF:0000841	P50991	O60925	O75822	Q9NQP4	9606	ok
SCF:0000842	P50991	O60925	P28072	O15212	9606	ok
SCF:0000846	A0A1S3YEW3	A0A1S3X147	A0A1S3YU01	A0A1S4CE74	4097	ok
SCF:0000848	A8IJY7	A8IL21	A8IS47	A8INX1	3055	ok
SCF:0000849	A8IL21	A8IJY7	A0A2K3DHV6	A0A2K3DG79	3055	ok
SCF:0000850	A8IL21	A8IJY7	A8HUP3	A8INX1	3055	ok
SCF:0000851	A8IL21	A8IJY7	A8J353	A8IS47	3055	ok
SCF:0000852	P13393	P47076	P38121	P20433	559292	ok
SCF:0000853	P13393	P47076	P38121	P20435	559292	ok
SCF:0000854	O95456	P28072	O60925	Q99436	9606	ok
SCF:0000855	O95456	P28072	P48643	Q969U7	9606	ok
SCF:0000856	P28072	O95456	P48643	Q99933	9606	ok
SCF:0000857	P28072	O95456	Q9UBD5	O14818	9606	ok
SCF:0000858	O15212	P48643	P28072	P50991	9606	ok
SCF:0000859	O15212	P48643	O95456	P40227	9606	ok
SCF:0000860	Q95695	Q9SGH4	O22993	O80634	3702	ok
SCF:0000861	Q95695	Q9SGH4	O22993	Q9XI73	3702	ok
SCF:0000863	Q22YU3	A4VE64	I7MCM8	Q24CE5	312017	ok
SCF:0000864	Q22YU3	A4VE64	I7MCM8	Q24DI9	312017	ok
SCF:0000867	P49736	Q9UBD5	O95456	Q9Y5B9	9606	ok
SCF:0000868	Q9UBD5	P49736	P04908	P33993	9606	ok
SCF:0000869	Q9UBD5	P49736	O14746	P25205	9606	ok
SCF:0000870	Q9UBD5	P49736	Q9BS16	Q13415	9606	ok
SCF:0000871	A0A1S3ZQT7	A0AA96C3P8	A0A1S3XP85	A0A1S3ZSI0	4097	ok
SCF:0000872	O14746	P04908	P49736	Q9BTM1	9606	ok
SCF:0000873	P04908	O14746	P49736	P30876	9606	ok
SCF:0000874	A0A2K3DLI2	A0A2K3DQ46	A8IS47	A0A2K3DLF7	3055	ok
SCF:0000877	Q8DHA7	Q8DMP8	Q8DIF8	Q9F1R6	197221	ok
SCF:0000878	Q8DMP8	Q8DHA7	Q8DIF8	Q8DIN8	197221	ok
SCF:0000879	Q8DMP8	Q8DHA7	Q8DHJ2	P12241	197221	ok
SCF:0000882	Q2FW39	Q2G2Q4	Q2G111	Q2FW18	93061	ok
SCF:0000883	Q2G2Q4	Q2FW39	Q2FW20	Q2FW31	93061	ok
SCF:0000884	P0A7U3	P69222	P0A8A8	P0A7T7	83333	ok
SCF:0000886	P0A7U3	P69222	P0AF28	P0A7M6	83333	ok
SCF:0000888	A0A3Q7HSH1	P49215	A0A3Q7GDB0	A0A3Q7IN69	4081	ok
SCF:0000889	P49215	A0A3Q7HSH1	A0A3Q7I5D6	A0A3Q7HQH0	4081	ok
SCF:0000890	A0A2K3DHV6	A0A2K3DLI2	A8INX1	A0A2K3DVJ8	3055	ok
SCF:0000891	A0A2K3DLI2	A0A2K3DHV6	A8INX1	A0A2K3CRM9	3055	ok
SCF:0000892	P0A8T7	P0AF28	P69222	P0A7V8	83333	ok
SCF:0000893	P0A8T7	P0AF28	P69222	P0A7V3	83333	ok
SCF:0000894	P0A8T7	P0AF28	P0A7T7	P0AFW0	83333	ok
SCF:0000895	A0T0T5	B8C770	B8CEQ3	B8C0K4	35128	ok
SCF:0000896	A0T0T5	B8C770	B8CEQ3	B8BUW3	35128	ok
SCF:0000898	B8LEV1	B8CEQ3	B8C770	B8BUW3	35128	ok
SCF:0000902	P62807	Q9BS16	P49736	P0CG47	9606	ok
SCF:0000903	P62807	Q9BS16	O95456	Q13352	9606	ok
SCF:0000904	Q9BS16	P62807	Q13216	Q93077	9606	ok
SCF:0000906	P0A444	Q8DG60	Q8DJZ6	Q9F1L5	197221	ok
SCF:0000907	Q8DG60	P0A444	Q8DMP8	Q8DIF8	197221	ok
SCF:0000908	P12975	P74564	P09192	P72712	1111708	ok
SCF:0000909	A0A2K3DGW6	A8HUP3	A8INX1	A0A2K3DHV6	3055	ok
SCF:0000914	O13877	Q09177	P87310	P87123	284812	ok
SCF:0000918	Q5JS54	O95456	Q9BS16	O14818	9606	ok
SCF:0000919	Q6NLH0	O81098	O22993	Q9M1J2	3702	ok
SCF:0000925	P04969	P21467	P21476	P21472	224308	ok
SCF:0000927	P21467	P04969	P21477	P21470	224308	ok
SCF:0000928	P21467	P04969	P21473	P46898	224308	ok
SCF:0000929	P62877	Q13216	P62807	Q13309	9606	ok
SCF:0000930	P62877	Q13216	P36954	Q712K3	9606	ok
SCF:0000932	P06505	A0A9R0JBX6	A0A9R0K533	A0A9R0IWV5	3562	ok
SCF:0000933	P06505	A0A9R0JBX6	A0A9R0K533	A0A9R0K7U8	3562	ok
SCF:0000934	Q24CL2	W7WX86	A4VE64	I7MDA9	312017	ok
SCF:0000935	W7WX86	Q24CL2	A4VE64	Q23YW7	312017	ok
SCF:0000938	P04908	P36954	Q13216	P62987	9606	ok
SCF:0000939	P36954	P04908	Q93079	P68431	9606	ok
SCF:0000940	P0A707	P0A7T7	P0AF28	P69222	83333	ok
SCF:0000941	P0A7T7	P0A707	P0AG30	P0A7V8	83333	ok
SCF:0000943	Q8N884	Q93079	S6B2B6	O60814	9606	ok
SCF:0000944	Q8N884	Q93079	S6B2B6	Q99877	9606	ok
SCF:0000946	A0QS96	A0QSD7	A0QVB8	A0QSG1	246196	ok
SCF:0000948	A0QSD7	A0QS96	A0R7F7	A0QSG5	246196	ok
SCF:0000956	P0DOX7	S6B2B6	P04908	S6C4S0	9606	ok
SCF:0000957	P0DOX7	S6B2B6	Q93079	Q6GMX6	9606	ok
SCF:0000959	S6B2B6	P0DOX7	Q8N668	Q6GMX4	9606	ok
SCF:0000962	Q9SUI6	Q8LCQ4	Q39212	Q9SUI4	3702	ok
SCF:0000964	A8IJY7	A8J353	A8IL21	A8INX1	3055	ok
SCF:0000965	A8J353	A8IJY7	Q75VY6	A8INX1	3055	ok
SCF:0000966	P0A800	P0AG30	P0A707	P0A7Z4	83333	ok
SCF:0000967	P0A800	P0AG30	P0A707	A0A377VEN9	83333	ok
SCF:0000969	P40422	Q04307	Q12321	P27999	559292	ok
SCF:0000970	P40422	Q04307	P47822	P32529	559292	ok
SCF:0000972	P37382	Q09191	O94646	Q10317	284812	ok
SCF:0000984	Q86X83	Q8N668	P0DOX7	Q9GZQ3	9606	ok
SCF:0000985	Q86X83	Q8N668	Q96P70	Q9H0A8	9606	ok
SCF:0000986	Q86X83	Q8N668	Q96P70	Q9NX08	9606	ok
SCF:0000987	Q8N668	Q86X83	P28066	Q86VX2	9606	ok
SCF:0000988	Q8N668	Q86X83	P40227	Q9NX08	9606	ok
SCF:0000989	Q8N668	Q86X83	P40227	Q9P000	9606	ok
SCF:0000990	P38550	A0A1S3YEW3	A0A1S4BFK7	A0A1S3XP85	4097	ok
SCF:0000991	P28066	Q96P70	Q8N668	Q13200	9606	ok
SCF:0000992	P28066	Q96P70	Q8N668	Q99460	9606	ok
SCF:0000993	Q96P70	P28066	Q86X83	P25787	9606	ok
SCF:0000996	A8IFG7	Q75VY6	A8IJY7	A8ITV3	3055	ok
SCF:0000997	A8IFG7	Q75VY6	P32974	A8IKC8	3055	ok
SCF:0000998	Q9FJ98	Q39212	Q8LCQ4	Q39211	3702	ok
SCF:0001000	O60925	P40227	Q86X83	P49368	9606	ok
SCF:0001001	O60925	P40227	Q86X83	P17987	9606	ok
SCF:0001002	P40227	O60925	Q8IY47	Q9UHV9	9606	ok
SCF:0001003	P40227	O60925	Q13618	O15212	9606	ok
SCF:0001004	P40227	O60925	Q13618	Q99471	9606	ok
SCF:0001010	A0A0F6NGI2	E1C9L3	A0A0H2UKZ4	A0A0M3KL10	3888	ok
SCF:0001011	A0A0F6NGI2	E1C9L3	A0A0H2UKZ4	A0A0M3KL13	3888	ok
SCF:0001012	E1C9L3	A0A0F6NGI2	Q41038	P05310	3888	ok
SCF:0001013	E1C9L3	A0A0F6NGI2	P16002	A0A0F6NFW5	3888	ok
SCF:0001014	P19569	P74564	P09192	P72712	1111708	ok
SCF:0001018	A0A063X745	A0A063XCG5	A0A063X8U6	A0A063X754	1423	ok
SCF:0001026	Q9XFH4	Q9FJE8	Q9SYW8	P06897	3702	ok
SCF:0001027	Q9XFH4	Q9FJE8	Q9SY97	P02281	3702	ok
SCF:0001028	Q9XFH4	Q9FJE8	Q9SUI4	P84233	3702	ok
SCF:0001029	P47822	Q12321	Q04307	P32569	559292	ok
SCF:0001030	Q12321	P47822	Q04307	P33308	559292	ok
SCF:0001034	Q2G111	Q2FW23	P60430	P48940	93061	ok
SCF:0001035	Q2G111	Q2FW23	P0A0H0	Q2FW31	93061	ok
SCF:0001036	F5HRS7	A0A063X781	A0A063XCG5	A0A063XCH0	1423	ok
SCF:0001037	P25043	P36040	P35718	P28062	559292	ok
SCF:0001038	P36040	P25043	P35718	P21242	559292	ok
SCF:0001039	P36040	P25043	P13393	P23638	559292	ok
SCF:0001040	P36040	P25043	P13393	P30656	559292	ok
SCF:0001041	P13393	P35718	P36040	P20434	559292	ok
SCF:0001042	P13393	P35718	P25043	P32773	559292	ok
SCF:0001043	P35718	P13393	P25043	P47076	559292	ok
SCF:0001044	P35718	P13393	P25043	P20435	559292	ok
SCF:0001045	A0A2K3E6S5	P32974	Q75VY6	P37256	3055	ok
SCF:0001046	P10793	A0A0H2UKZ4	E1C9L2	A0A0M3KL12	3888	ok
SCF:0001047	P10793	A0A0H2UKZ4	P16002	B7FRW2	3888	ok
SCF:0001050	A0A0F6NGI2	Q41038	E1C9L3	Q01667	3888	ok
SCF:0001051	Q41038	A0A0F6NGI2	E1C9L3	P05310	3888	ok
SCF:0001052	P08980	P00289	A0A9R0K533	P00166	3562	ok
SCF:0001053	Q99627	Q8IY47	O60925	Q13619	9606	ok
SCF:0001054	Q99627	Q13618	O60925	Q13619	9606	ok
SCF:0001055	Q99627	Q13618	O60925	Q13616	9606	ok
SCF:0001057	P27999	Q02792	P53378	P19263	559292	ok
SCF:0001059	P02557	P53378	Q02792	P09733	559292	ok
SCF:0001060	P53378	P02557	P38042	P09733	559292	ok
SCF:0001061	P63096	Q99731	Q9UBF6	P09341	9606	ok
SCF:0001062	P63096	Q99731	Q9UJX3	P48061	9606	ok
SCF:0001063	P63096	Q99731	Q9UJX3	P22362	9606	ok
SCF:0001064	Q22MV2	Q24DI9	A4VE64	Q1HFV9	312017	ok
SCF:0001065	Q22MV2	Q24DI9	A4VE64	Q1HFW2	312017	ok
SCF:0001066	Q22MV2	Q24DI9	A4VE64	W7XJB1	312017	ok
SCF:0001068	Q1HFX4	Q1HFW0	Q1HFV9	Q1HFW2	5911	ok
SCF:0001069	Q1HFX4	Q1HFW0	Q1HFV9	W7XJB1	5911	ok
SCF:0001070	Q1HFX4	Q1HFW0	Q1HFX1	Q22R86	5911	ok
SCF:0001073	A8IJ60	A8IJY7	A0A2K3DLI2	A0A2K3DG79	3055	ok
SCF:0001074	A8IJ60	A8IJY7	A0A2K3DLI2	A8IL21	3055	ok
SCF:0001075	A8IJ60	A8IJY7	A0A2K3DM81	A8INX1	3055	ok
SCF:0001076	A8IJY7	A8IJ60	A8IH07	A8INX1	3055	ok
SCF:0001083	P72798	P74810	Q55329	P74149	1111708	ok
SCF:0001084	Q92905	Q9UBF6	Q99731	P62877	9606	ok
SCF:0001086	P0A431	Q8DHJ2	Q8DMP8	Q8DHA7	197221	ok
SCF:0001088	A0T0M9	B5YM25	B8C770	B8BU33	35128	ok
SCF:0001089	A0T0M9	B5YM25	B8CEQ3	B8BYV4	35128	ok
SCF:0001090	A0T0M9	B5YM25	B8CEQ3	B8C8Q0	35128	ok
SCF:0001091	B5YM25	A0T0M9	B8C2K6	A0T0M8	35128	ok
SCF:0001095	Q9SUI6	Q9SYW8	Q9FJE8	Q9SA56	3702	ok
SCF:0001096	Q9UM11	Q9UJX3	Q99731	Q9UJX2	9606	ok
SCF:0001097	Q9UM11	Q9UJX3	Q99731	Q13042	9606	ok
SCF:0001098	Q9UM11	Q9UJX3	Q16533	Q9UJX6	9606	ok
SCF:0001099	Q2FW30	Q2FW31	Q2G111	Q2FW22	93061	ok
SCF:0001100	Q2FW30	Q2FW31	Q2G2Q4	Q2FW39	93061	ok
SCF:0001101	P52657	Q16533	Q9UJX3	P29084	9606	ok
SCF:0001102	P52657	Q16533	Q9UHV9	P29083	9606	ok
SCF:0001103	Q9NQP4	Q9UHV9	Q16533	P61758	9606	ok
SCF:0001104	Q9NQP4	Q9UHV9	P07305	Q99471	9606	ok
SCF:0001105	Q9UHV9	Q9NQP4	Q9GZQ3	O60925	9606	ok
SCF:0001106	Q9UHV9	Q9NQP4	Q9GZQ3	Q99471	9606	ok
SCF:0001107	Q9UHV9	Q9NQP4	Q9GZQ3	P61758	9606	ok
SCF:0001108	Q9SUI4	Q9SY97	Q9FJE8	Q9SHR7	3702	ok
SCF:0001110	Q9SY97	Q9SUI4	Q9FJE8	Q41038	3702	ok
SCF:0001111	Q9SY97	Q9SUI4	Q9SAJ3	Q8LCQ4	3702	ok
SCF:0001112	P53197	P38042	P02557	P30260	559292	ok
SCF:0001113	P53197	P38042	P36040	P16522	559292	ok
SCF:0001114	P53197	P38042	P33332	Q08683	559292	ok
SCF:0001115	P38293	P36040	P38042	Q05778	559292	ok
SCF:0001117	P61077	P07305	Q9UHV9	O60814	9606	ok
SCF:0001121	I7MHB1	I7MCM8	Q24DI9	Q1HFX0	312017	ok
SCF:0001122	I7MHB1	I7MCM8	Q24DI9	W7XJB1	312017	ok
SCF:0001123	I7MHB1	I7MCM8	Q24DI9	Q1HFV9	312017	ok
SCF:0001124	O22993	Q9SAJ3	Q9SUI4	A8MPR5	3702	ok
SCF:0001125	O22993	Q9SAJ3	Q9SUI4	F4J3N2	3702	ok
SCF:0001126	Q9SAJ3	O22993	Q9SA56	F4KF14	3702	ok
SCF:0001127	A0A2P6THB2	A0A2P6TPU7	A0A2P6U4S6	A0A2P6U0J1	3076	ok
SCF:0001130	P10793	P16002	P05311	A5Z2K3	3888	ok
SCF:0001136	Q9WV32	Q99JY9	P01887	P61161	10090	ok
SCF:0001145	Q9SN86	O22993	P56768	F4KF14	3702	ok
SCF:0001146	Q9SN86	O22993	Q01667	Q9SAJ3	3702	ok
SCF:0001150	Q7Z4G1	Q9GZQ3	Q9NQP4	Q9P000	9606	ok
SCF:0001151	Q7Z4G1	Q9GZQ3	Q9NQP4	Q9NX08	9606	ok
SCF:0001152	Q7Z4G1	Q9GZQ3	Q9NQP4	Q9H0A8	9606	ok
SCF:0001156	Q96N11	Q96HW7	O15446	Q9NVR2	9606	ok
SCF:0001157	Q9S7N7	Q9SUI4	Q9SAJ3	Q9SUI7	3702	ok
SCF:0001159	Q2FW38	P60430	Q2FW31	Q2FW06	93061	ok
SCF:0001160	P22224	P33332	P38042	P32855	559292	ok
SCF:0001161	P33332	P22224	P29496	P89102	559292	ok
SCF:0001162	P33332	P22224	P29496	P32855	559292	ok
SCF:0001163	P33332	P22224	P29496	Q06245	559292	ok
SCF:0001169	B8CEQ3	A0A8F0WFC9	B8BRQ8	B8LEQ8	35128	ok
SCF:0001173	P56768	Q9SA56	O22993	Q9SUI7	3702	ok
