protein_a	protein_b	in_manual_stringent	n_rows	pmids	methods	raw_ids	len_a	len_b
O75410	Q92831	1	1	14767476	MI:0059 gst pull down -	O75410;Q92831	805	832
O75414	P04637	1	1	17916563	MI:0007 - anti tag coimmunoprecipitation	O75414;P04637	186	393
O75419	P49736	1	1	15232106	MI:0096 - pull down	O75419;P49736	566	904
O75446	Q06330	1	1	9874765	MI:0018 - two hybrid	O75446;Q06330	220	500
O75446	Q96QT6	1	1	11390640	MI:0007 - anti tag coimmunoprecipitation	O75446;Q96QT6	220	1004
O75496	P49736	1	1	15232106	MI:0096 - pull down	O75496;P49736	209	904
O75528	P10276	1	1	20413580	MI:0019 - coimmunoprecipitation	O75528;P10276	432	462
O75558	Q13642	1	1	11046156	MI:0018 - two hybrid	O75558;Q13642	287	323
O75558	Q13643	1	1	11046156	MI:0018 - two hybrid	O75558;Q13643	287	280
O75558	Q14192	1	1	11046156	MI:0018 - two hybrid	O75558;Q14192	287	279
O75643	O94906	1	1	16723661	MI:0018 - two hybrid	O75643;O94906	2136	941
O75643	P83876	1	1	16723661	MI:0018 - two hybrid	O75643;P83876	2136	142
O75643	Q15029	1	1	16723661	MI:0018 - two hybrid	O75643;Q15029	2136	972
O75643	Q53GS9	0	1	16723661	MI:0018 - two hybrid	O75643;Q53GS9	2136	565
O75643	Q6P2Q9	0	1	16723661	MI:0018 - two hybrid	O75643;Q6P2Q9	2136	2335
O75643	Q8WWY3	1	1	16723661	MI:0018 - two hybrid	O75643;Q8WWY3	2136	499
O75643	Q9BUQ8	1	1	16723661	MI:0018 - two hybrid	O75643;Q9BUQ8	2136	820
O75674	Q7Z3T8	1	1	14613930	MI:0019 - coimmunoprecipitation; MI:0096	O75674;Q7Z3T8	476	1539
O75771	Q9BXW9	1	1	15115758	MI:0018 - two hybrid	O75771;Q9BXW9	328	1451
O75791	P22681	1	1	9872323	MI:0019 - coimmunoprecipitation	O75791;P22681	330	906
O75791	Q07666	1	1	9872323	MI:0019 - coimmunoprecipitation	O75791;Q07666	330	443
O75791	Q07889	1	1	9872323	MI:0019 - coimmunoprecipitation	O75791;Q07889	330	1333
O75888	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	O75888;Q68396	250	176
O75888	Q96RJ3	1	2	16547002;20441604	MI:0054 - fluorescence-activated cell sorting | MI:0110 - text mining, MI:0113 - western blot	O75888;Q96RJ3	250	184
O80809	Q9SYQ8	1	3	19843317;20697738	MI:0110 - text mining, MI:0055 - fluorescent resonance energy transfer | MI:1204 - split firefly luciferase complementation | MI:1208 - firefly luciferase protein tag	O80809;Q9SYQ8	720	980
O82533	Q8VY16	1	1	19453460	MI:0018 - two hybrid	O82533;Q8VY16	478	819
O88346	P0C605	1	1	10671526	MI:0018 - two hybrid	O88346;P0C605	262	671
O88346	Q61410	1	1	10671526	MI:0018 - two hybrid	O88346;Q61410	262	762
O88498	Q07820	1	3	10837489	MI:0018 - two hybrid	O88498-1;O88498-3;O88498-4;Q07820-2	196	350
O88618	Q62824	1	1	10973998	MI:0019 - coimmunoprecipitation	O88618;Q62824	541	975
O88689	Q60841	1	1	14724251	MI:0004 - affinity chromatography technologies	O88689;Q60841	947	3461
O88777	Q99569	1	1	10092585	MI:0018 - two hybrid	O88777;Q99569	448	1192
O88895	P97503	1	1	14612411	MI:0006 - anti bait coimmunoprecipitation	O88895;P97503	428	333
O88974	P37238	1	1	17952062	MI:0096 - pull down	O88974;P37238	1307	505
O89090	P31786	1	1	14530276	MI:0040 - electron microscopy	O89090;P31786	784	87
O89100	Q9Z1S8	1	1	11997510	MI:0018 - two hybrid, MI:0019 - coimmunoprecipitation	O89100;Q9Z1S8	322	665
O94906	Q53GS9	0	1	16723661	MI:0018 - two hybrid	O94906;Q53GS9	941	565
O94906	Q6P2Q9	1	1	16723661	MI:0018 - two hybrid	O94906;Q6P2Q9	941	2335
O94907	P04628	1	2	20543981	MI:0019 - coimmunoprecipitation, MI:0110 - text mining | MI:0019 - coimunoprecipitation, MI:0110 - text mining	O94907;P04628	266	370
O94907	Q14696	1	1	19746449	MI:0004 - affinity chromatography technologies	O94907;Q14696	266	234
O94907	Q9BQB4	1	1	18521528	MI:0019 - coimmunoprecipitation	O94907;Q9BQB4	266	213
O95150	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	O95150;Q68396	251	176
O95271	P70371	1	1	17561506	MI:0007 - anti tag coimmunoprecipitation; MI:0047	O95271;P70371	1327	421
O95361	Q9ULZ3	1	1	16575408	MI:0019 - coimmunoprecipitation	O95361;Q9ULZ3	564	195
O95777	Q9UK45	0	1	15231747	MI:0018 - two hybrid	O95777;Q9UK45	96	103
O95777	Q9Y4Y9	1	1	15231747	MI:0018 - two hybrid	O95777;Q9Y4Y9	96	91
O95786	Q14258	0	1	19484123	MI:0019 - coimmunoprecipitation	O95786;Q14258	925	630
O95819	P62834	1	1	14966141	MI:0018 - two hybrid	O95819;P62834	1239	184
O95983	Q9UJW3	1	1	12777184	MI:0018 - two hybrid	O95983;Q9UJW3	291	386
O95999	Q13489	1	1	19279678	MI:0004 - affinity chromatography technologies	O95999;Q13489	233	604
O96011	P28328	1	1	12096124	MI:0018 - two hybrid	O96011;P28328	259	305
O96011	P56589	1	1	12096124	MI:0018 - two hybrid	O96011;P56589	259	373
O96011	Q92968	1	1	12096124	MI:0018 - two hybrid	O96011;Q92968	259	403
O96011	Q9Y5Y5	1	1	12096124	MI:0018 - two hybrid	O96011;Q9Y5Y5	259	336
O96020	P49736	1	1	15232106	MI:0096 - pull down	O96020;P49736	404	904
P00441	Q920R0	1	1	14970233	MI:0019 - coimmunoprecipitation	P00441;Q920R0	154	1651
P00451	P04275	1	1	16953269	MI:0004 - affinity chromatography technologies	P00451;P04275	2351	2813
P00533	P01375	1	1	2783320	MI:0405 - competition binding	P00533;P01375	1210	233
P00533	P01583	1	1	2783320	MI:0405 - competition binding	P00533;P01583	1210	271
P00533	P16333	1	1	9362449	MI:0004 - affinity chromatography technologies	P00533;P16333	1210	377
P00533	Q96B97	1	1	12218189	MI:0019 - coimmunoprecipitation	P00533;Q96B97	1210	665
P00709	Q9NNX6	1	1	16239964	MI:0411- enzyme linked immunosorbent assay	P00709;Q9NNX6	142	404
P00747	P02769	1	1	20582320	MI:0411- enzyme linked immunosorbent assay	P00747;P02769	810	607
P00747	P05783	1	1	11689350	MI:0405 - competition binding	P00747;P05783	810	430
P00749	Q03405	1	1	15677461	MI:0405 - competition binding	P00749;Q03405	431	335
P00756	P01140	1	1	813760	MI:0405 - competition binding	P00756;P01140	261	116
P00757	P01140	1	1	813760	MI:0405 - competition binding	P00757;P01140	256	116
P00772	P22298	1	1	18699987	MI:0435 - protease assay	P00772;P22298	266	129
P00797	P17560	1	1	6756682	MI:0027 - cosedimentation	P00797;P17560	406	402
P00813	P27487	1	1	8635502	MI:0401 - biochemical	P00813;P27487	363	766
P00915	P02730	1	1	11063570	MI:0411- enzyme linked immunosorbent assay	P00915;P02730	261	911
P00918	P40879	1	1	15499994	MI:0059 - gst pull down, MI:0110 - text mining	P00918;P40879	260	764
P00973	Q9UIS9	1	1	14728690	MI:0018 - two hybrid	P00973;Q9UIS9	400	605
P01023	P12259	1	1	2473541	MI:0071 - molecular sieving	P01023;P12259	1474	2224
P01100	P0C746	1	1	16717281	MI:0110 - text mining, MI:0416 - fluorescence microscopy	P01100;P0C746	380	209
P01100	P21675	1	1	15087451	MI:0072 monoclonal antibody western blot -	P01100;P21675	380	1893
P01100	P35452	1	1	11036080	MI:0059 - gst pull down	P01100;P35452	380	270
P01100	P49736	1	1	15232106	MI:0096 - pull down	P01100;P49736	380	904
P01112	P28482	1	1	9155017	MI:0096 - pull down	P01112;P28482	189	360
P01112	P45983	1	1	9155017	MI:0096 - pull down	P01112;P45983	189	427
P01112	Q16539	1	1	9155017	MI:0096 - pull down	P01112;Q16539	189	360
P01112	Q7Z6M1	1	1	9230071	MI:0018 - two hybrid	P01112;Q7Z6M1	189	372
P01116	Q7L099	1	1	20376209	MI:0059 - gst pull down	P01116;Q7L099	189	469
P01135	Q969G9	1	1	15064403	MI:0019 - coimmunoprecipitation; MI:0018	P01135;Q969G9	160	470
P01137	P36894	1	1	7664647	MI:0405 - competition binding	P01137;P36894	390	532
P01139	P24786	1	1	1653651	MI:0030 - cross-linking study	P01139;P24786	241	825
P01139	Q8CJ26	1	1	15028767	MI:0030 - cross-linking	P01139;Q8CJ26	241	228
P01186	P30560	1	1	11804401	MI:0045 - experimental	P01186;P30560	168	424
P01236	P62937	1	1	10935542	MI:0018 - two hybrid	P01236;P62937	227	165
P01237	Q9QUL0	1	1	18467328	MI:0004 - affinity chromatography technologies	P01237;Q9QUL0	226	211
P01286	P20396	1	1	2124532	MI:0401 - biochemical	P01286;P20396	108	242
P01303	P61073	1	1	8276799	MI:0099 - scintillation proximity assay	P01303;P61073	97	352
P01344	P08069	1	1	8013394	MI:0113 - western blot	P01344;P08069	180	1367
P01374	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P01374;Q68396	205	176
P01375	P07911	1	1	8344699	MI:0113 - western blot	P01375;P07911	233	640
P01375	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P01375;Q68396	233	176
P01582	Q61730	1	2	17669273;9620655	MI:0030 - cross-linking study | MI:0030 - cross-linking study, MI:0110 - text mining	P01582;Q61730	270	570
P01586	P26955	1	1	1828890	MI:0405 - competition binding, MI:0110 - text mining	P01586;P26955	166	896
P01587	P26955	1	2	1695379;1828890	MI:0027 - cosedimentation | MI:0405 - competition binding, MI:0110 - text mining	P01587;P26955	141	896
P01589	P40933	1	1	8568232	MI:0019 - coimmunoprecipitation	P01589;P40933	272	162
P01857	P26151	1	1	20422027	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P01857;P26151	399	404
P01857	P98086	1	1	20422027	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P01857;P98086	399	245
P02340	P03073	1	1	10672901	MI:0113 - western blot	P02340;P03073	390	785
P02340	P06876	1	1	8616838	MI:0019 - coimmunoprecipitation, MI:0070 - mobility shift	P02340;P06876	390	636
P02340	P23804	1	2	10075719;14522887	MI:0019 - coimmunoprecipitation	P02340;P23804;P23804-2	390	489
P02340	Q6I6G8	1	1	12890487	MI:0019 - coimmunoprecipitation	P02340;Q6I6G8	390	1578
P02540	P04163	1	1	8898864	MI:0030 - cross-linking study	P02540;P04163	471	96
P02545	P04792	1	1	11003656	MI:0018 - two hybrid	P02545;P04792	664	205
P02545	P31946	1	1	9341175	MI:0018 - two hybrid	P02545;P31946	664	246
P02545	P49069	1	1	15668245	MI:0018 - two hybrid	P02545;P49069	664	296
P02545	Q9D666	1	1	16648470	MI:0019 - coimmunoprecipitation	P02545;Q9D666	664	913
P02609	Q8CGY6	1	1	18478096	MI:0004 - affinity chromatography technologies	P02609;Q8CGY6	168	931
P02710	P62160	1	1	6265467	MI:0071 - molecular sieving	P02710;P62160	461	149
P02730	P16157	1	1	7798219	MI:0027 - cosedimentation	P02730;P16157	911	1881
P02745	Q9NPY3	1	1	11994479	MI:0411- enzyme linked immunosorbent assay	P02745;Q9NPY3	245	652
P02751	P05121	1	1	3543023	MI:0051- fluorescence technology	P02751;P05121	2477	402
P02753	P52205	1	1	1092676	MI:0071 - molecular sieving	P02753;P52205	201	351
P02765	P07384	1	1	17942392	MI:0018 - two hybrid	P02765;P07384	367	714
P02765	Q9Y6Q1	1	1	17942392	MI:0018 - two hybrid	P02765;Q9Y6Q1	367	641
P02769	P04840	1	1	16678788	MI:0107 - surface plasmon resonance	P02769;P04840	607	283
P02769	P22897	1	1	17925857	MI:0054 - fluorescence-activated cell sorting	P02769;P22897	607	1456
P02769	P63300	1	1	17928294	MI:0077 - nuclear magnetic resonance	P02769;P63300	607	88
P02769	Q06609	1	1	20403813	MI:0096 - pull down	P02769;Q06609	607	339
P02769	Q9NNX6	1	1	17925857	MI:0054 - fluorescence-activated cell sorting	P02769;Q9NNX6	607	404
P02771	P02870	1	1	2434121	MI:0892 - solid phase assay	P02771;P02870	609	275
P02776	P21109	1	1	8133060	MI:0004 - affinity chromatography technology, MI:0848 - 125i radiolabel	P02776;P21109	101	355
P02778	Q16570	1	1	15214968	MI:0110 - text mining, MI:0054 - fluorescence-activated cell sorting	P02778;Q16570	98	336
P02788	Q9NNX6	1	1	16239964	MI:0411- enzyme linked immunosorbent assay	P02788;Q9NNX6	710	404
P02794	P51116	0	1	16189514	MI:0004 - affinity chromatography technologies	P02794;P51116	183	673
P02866	P21836	1	1	12065653	MI:0004 - affinity chromatography technologies	P02866;P21836	290	614
P02866	P22303	1	1	11032625	MI:0004 - affinity chromatography technologies	P02866;P22303	290	614
P02870	Q8C129	1	1	3435894	MI:0848 - 125i radiolabel, MI:0807 - comigration in gel electrophoresis	P02870;Q8C129	275	1025
P02918	P02919	0	1	12057973	MI:0113 - western blot	P02918;P02919	850	844
P02925	P0AG86	1	1	2254262	MI:0045 - experimental	P02925;P0AG86	296	155
P03169	P63165	1	1	11602710	MI:0018 - two hybrid	P03169;P63165	491	101
P03169	P63279	1	1	11602710	MI:0018 - two hybrid	P03169;P63279	491	158
P03211	Q15796	1	1	17720884	MI:0019 - coimmunoprecipitation	P03211;Q15796	641	467
P03244	Q13158	1	1	9606216	MI:0019 - coimmunoprecipitation	P03244;Q13158	495	208
P03244	Q14790	1	1	9606216	MI:0019 - coimmunoprecipitation	P03244;Q14790	495	479
P03255	P04637	1	1	9989820	MI:0019 - coimmunoprecipitation, MI:0110 - text mining	P03255;P04637	289	393
P03372	Q6EMB2	1	1	20374646	MI:0018 - two hybrid, MI:0110 - text mining	P03372;Q6EMB2	595	1281
P03372	Q8R0L9	1	1	20413580	MI:0004 - affinity chromatography technology, MI:0110 - text mining	P03372;Q8R0L9	595	432
P03372	Q9JHR9	1	1	10860982	MI:0059 - gst pull down	P03372;Q9JHR9	595	270
P03393	P14753	1	1	9083037	MI:0019 - coimmunoprecipitation	P03393;P14753	409	507
P03495	P05161	1	1	11157743	MI:0004 - affinity chromatography technologies	P03495;P05161	237	165
P03969	P13213	1	1	19809893	MI:0004 - affinity chromatography technology, MI:0110 - text mining	P03969;P13213	155	303
P03973	Q9NNX6	1	1	16239964	MI:0411- enzyme linked immunosorbent assay	P03973;Q9NNX6	132	404
P03995	P05627	1	1	15576676	MI:0096 - pull down; MI:0019	P03995;P05627	430	334
P04003	P25445	1	1	21103345	MI:0107 - surface plasmon resonance, MI:0110 - text mining	P04003;P25445	597	335
P04003	P25942	1	2	17225862	MI:00921 - surface plasmon resonance array | MI:0921 - surface plasmon resonance array, MI:0071 - molecular sieving	P04003;P25942	597	277
P04003	P29965	1	1	21103345	MI:0107 - surface plasmon resonance, MI:0110 - text mining	P04003;P29965	597	261
P04003	P48023	1	1	21103345	MI:0107 - surface plasmon resonance, MI:0110 - text mining	P04003;P48023	597	281
P04049	Q7L3B6	1	1	11413142	MI:0019 - coimmunoprecipitation	P04049;Q7L3B6	648	337
P04141	P26951	1	1	2156580	MI:0405 - competition binding	P04141;P26951	144	378
P04141	P32927	0	1	1828890	MI:0405 - competition binding, MI:0110 - text mining	P04141;P32927	144	897
P04150	P22087	1	1	9353307	MI:0019 - coimmunoprecipitation	P04150;P22087	777	321
P04150	Q92786	1	1	16488887	MI:0018 - two hybrid	P04150;Q92786	777	737
P04156	Q9UM11	1	1	18714380	MI:019 - coimmunoprecipitation, MI:0110 - text mining	P04156;Q9UM11	253	496
P04202	Q24468	1	1	8289834	MI:0004 - affinity chromatography technologies	P04202;Q24468	390	516
P04233	P46531	1	1	19849849	MI:0019 - coimmunoprecipitation	P04233;P46531	296	2555
P04233	Q06481	1	1	19849849	MI:0019 - coimmunoprecipitation	P04233;Q06481	296	763
P04233	Q8TCT9	1	1	20196774	MI:0019 - coimmunoprecipitation	P04233;Q8TCT9	296	377
P04234	P43403	1	1	7819147	MI:0019 - coimmunoprecipitation	P04234;P43403	171	619
P04351	P26955	1	1	1695379	MI:0027 - cosedimentation	P04351;P26955	169	896
P04401	P21183	1	1	1942734	MI:0004 - affinity chromatography technologies	P04401;P21183	133	415
P04401	P26955	1	1	8258700	MI:0004 - affinity chromatography technologies	P04401;P26955	133	896
P04578	P18627	1	1	1380059	MI:1197 - radioimmunoassay	P04578;P18627	856	525
P04601	Q05193	1	1	PMC1717011	MI:0045 - experimental interaction detection	P04601;Q05193	206	864
P04608	P08047	1	2	12811817	MI:0018 - two hybrid | MI:0915 - physical association	P04608;P08047	86	785
P04637	P10242	1	1	8616838	MI:0019 - coimmunoprecipitation, MI:0070 - mobility shift	P04637;P10242	393	640
P04637	P56597	1	1	17916563	MI:0007 - anti tag coimmunoprecipitation	P04637;P56597	393	212
P04637	P63244	1	1	12761493	MI:0019 - coimmunoprecipitation	P04637;P63244	393	317
P04637	Q01105	1	1	12759364	MI:0059 - gst pull down	P04637;Q01105	393	290
P04637	Q13232	1	1	17916563	MI:0007 - anti tag coimmunoprecipitation	P04637;Q13232	393	169
P04637	Q9H2X6	0	1	11532197	MI:0113 - western blot	P04637;Q9H2X6	393	1198
P04637	Q9H3D4	0	1	18223681	MI:0019 - coimmunoprecipitation	P04637;Q9H3D4	393	680
P04637	Q9UER7	0	1	17210684	MI:0007 - anti tag coimmunoprecipitation	P04637;Q9UER7	393	740
P04792	P06730	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;P06730	205	217
P04792	P19940	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;P19940	205	260
P04792	P23588	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;P23588	205	611
P04792	P60842	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;P60842	205	406
P04792	Q14152	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;Q14152	205	1382
P04792	Q9BUB5	1	1	10859165	MI:0004 - affinity chromatography technologies	P04792;Q9BUB5	205	465
P05017	P15208	1	1	20398329	MI:0110 - text mining, MI:0113 - western blot	P05017;P15208	153	1372
P05067	P29353	0	1	12485888	MI:0019 - coimmunoprecipitation	P05067;P29353	770	583
P05067	P30533	1	1	19275634	MI:0411- enzyme linked immunosorbent assay	P05067;P30533	770	357
P05067	Q9UPT6	1	1	15829626	MI:0113 - western blot	P05067;Q9UPT6	770	1336
P05111	Q04771	1	1	8389764	MI:0030 - cross-linking study	P05111;Q04771	366	509
P05111	Q8N6C5	1	1	12385827	MI:0004 - affinity chromatography technologies	P05111;Q8N6C5	366	1336
P05112	P26955	1	1	1695379	MI:0027 - cosedimentation	P05112;P26955	153	896
P05112	P78552	0	1	8798406	MI:0045 - experimental	P05112;P78552	153	427
P05132	Q9JMB0	1	1	10671526	MI:0018 - two hybrid	P05132;Q9JMB0	351	366
P05230	P34741	1	1	2528552	MI:0004 - affinity chromatography technologies	P05230;P34741	155	201
P05230	Q86XR8	1	1	12717444	MI:0411- enzyme linked immunosorbent assay	P05230;Q86XR8	155	500
P05627	P08553	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;P08553	334	848
P05627	P28738	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;P28738	334	956
P05627	P33175	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;P33175	334	1027
P05627	P57776	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;P57776	334	281
P05627	Q61768	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;Q61768	334	963
P05627	Q6PER3	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;Q6PER3	334	281
P05627	Q9ESN9	1	1	15576676	MI:0096 - pull down; MI:0019	P05627;Q9ESN9	334	1337
P05696	Q62132	1	1	10419510	MI:0096 - pull down	P05696;Q62132	672	656
P05712	Q9WUD9	1	1	16452474	MI:0019 - coimmunoprecipitation	P05712;Q9WUD9	212	536
P05771	P06241	1	1	10383400	MI:0019 - coimmunoprecipitation	P05771;P06241	671	537
P05771	P12931	1	1	15583006	MI:0006 - anti bait coimmunoprecipitation	P05771;P12931	671	536
P05814	Q9NNX6	1	1	16239964	MI:0411- enzyme linked immunosorbent assay	P05814;Q9NNX6	226	404
P05943	P35213	1	1	17908283	MI:0019 - coimmunoprecipitation	P05943;P35213	95	246
P06136	P07620	1	1	16899080	MI:0018 - two hybrid	P06136;P07620	276	398
P06136	P07621	1	1	16899080	MI:0018 - two hybrid	P06136;P07621	276	343
P06213	Q92990	1	1	11571281	MI:0018 - two hybrid	P06213;Q92990	1382	594
P06239	P23470	0	1	8576115	MI:0405 - competition binding	P06239;P23470	509	1445
P06241	P17252	1	1	15583006	MI:0006 - anti bait coimmunoprecipitation	P06241;P17252	537	672
P06400	P84022	1	2	12150994;20359370	MI:0007 - anti tag coimmunoprecipitation | MI:0019 - coimmunoprecipitation, MI:0110 - text mining	P06400;P84022	928	425
P06400	Q15796	1	1	12150994	MI:0007 - anti tag coimmunoprecipitation	P06400;Q15796	928	467
P06400	Q96ST3	1	1	9491888	MI:0007 - anti tag coimmunoprecipitation	P06400;Q96ST3	928	1273
P06400	Q9NX02	1	1	15701640	MI:0096 - pull down	P06400;Q9NX02	928	1062
P06493	P24864	1	1	7799941	MI:0071 - molecular sieving	P06493;P24864	297	410
P06493	P49207	1	1	10049762	MI:0018 - two hybrid	P06493;P49207	297	117
P06537	P31786	1	1	14530276	MI:0040 - electron microscopy	P06537;P31786	792	87
P06685	Q01728	1	1	14593108	MI:0019 - coimmunoprecipitation	P06685;Q01728	1023	971
P06703	P23297	1	1	10913138	MI:0018 - two hybrid	P06703;P23297	90	94
P06729	P09326	1	1	7520278	MI:0107 - surface plasmon resonance	P06729;P09326	351	243
P06729	P13987	1	1	7520278	MI:0107 - surface plasmon resonance	P06729;P13987	351	128
P06730	Q9HB40	1	1	16756390	MI:0004 - affinity chromatography technologies	P06730;Q9HB40	217	452
P06730	Q9UKV8	1	1	16756390	MI:0004 - affinity chromatography technologies	P06730;Q9UKV8	217	859
P06750	P97797	1	1	17825046	MI:0004 - affinity chromatography technologies	P06750;P97797	564	513
P06753	P60981	1	1	12631719	MI:0019 - coimmunoprecipitation	P06753;P60981	285	165
P07196	P21246	1	1	15383276	MI:0018 - two hybrid	P07196;P21246	543	168
P07196	P26641	1	1	15383276	MI:0018 - two hybrid	P07196;P26641	543	437
P07196	P51693	1	1	15383276	MI:0018 - two hybrid	P07196;P51693	543	650
P07196	P55854	1	1	15383276	MI:0018 - two hybrid	P07196;P55854	543	103
P07196	Q5T3J3	1	1	15383276	MI:0018 - two hybrid	P07196;Q5T3J3	543	769
P07196	Q7L311	1	1	15383276	MI:0018 - two hybrid	P07196;Q7L311	543	632
P07196	Q9H213	1	1	15383276	MI:0018 - two hybrid	P07196;Q9H213	543	219
P07196	Q9P2H0	1	1	15383276	MI:0018 - two hybrid	P07196;Q9P2H0	543	1117
P07196	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	P07196;Q9UKY1	543	873
P07200	Q04771	1	1	8389764	MI:0030 - cross-linking study	P07200;Q04771	390	509
P07203	P09917	1	1	10880344	MI:0004 - affinity chromatography technologies	P07203;P09917	203	674
P07207	P51140	0	1	17183697	MI:0915 - physical association	P07207;P51140	2703	623
P07249	P13574	1	1	1756729	MI:0413 - electrophoretic mobility supershift assay	P07249;P13574	177	688
P07249	P19419	1	1	1756729	MI:0413 - electrophoretic mobility supershift assay	P07249;P19419	177	428
P07321	P26955	1	1	1695379	MI:0027 - cosedimentation	P07321;P26955	192	896
P07437	P09874	1	1	15607978	MI:0007 - anti tag coimmunoprecipitation	P07437;P09874	444	1014
P07437	Q04724	1	1	15607978	MI:0007 - anti tag coimmunoprecipitation	P07437;Q04724	444	770
P07522	Q1JU68	1	1	3261240	MI:0019 - coimmunoprecipitation	P07522;Q1JU68	1133	1354
P07620	P0A6S5	1	1	16899080	MI:0018 - two hybrid	P07620;P0A6S5	398	103
P07620	P0A9A6	1	1	16899080	MI:0018 - two hybrid	P07620;P0A9A6	398	383
P07620	P0A9X4	1	1	16899080	MI:0018 - two hybrid	P07620;P0A9X4	398	347
P07620	P0ABG4	1	1	16899080	MI:0018 - two hybrid	P07620;P0ABG4	398	414
P07620	P0ABH0	1	1	16899080	MI:0018 - two hybrid	P07620;P0ABH0	398	420
P07620	P0AC30	1	1	16899080	MI:0018 - two hybrid	P07620;P0AC30	398	352
P07620	P0AD68	1	1	16899080	MI:0018 - two hybrid	P07620;P0AD68	398	588
P07620	P0AEN4	1	1	16899080	MI:0018 - two hybrid	P07620;P0AEN4	398	121
P07620	P29131	1	1	16899080	MI:0018 - two hybrid	P07620;P29131	398	319
P07621	P0A6S5	1	1	16899080	MI:0018 - two hybrid	P07621;P0A6S5	343	103
P07621	P0A9A6	1	1	16899080	MI:0018 - two hybrid	P07621;P0A9A6	343	383
P07621	P0A9X4	1	1	16899080	MI:0018 - two hybrid	P07621;P0A9X4	343	347
P07621	P0ABG4	1	1	16899080	MI:0018 - two hybrid	P07621;P0ABG4	343	414
P07621	P0ABH0	1	1	16899080	MI:0018 - two hybrid	P07621;P0ABH0	343	420
P07621	P0AC30	1	1	16899080	MI:0004 - affinity chromatography technologies	P07621;P0AC30	343	352
P07621	P0AD68	1	1	16899080	MI:0018 - two hybrid	P07621;P0AD68	343	588
P07621	P0AEN4	1	1	16899080	MI:0018 - two hybrid	P07621;P0AEN4	343	121
P07621	P29131	1	1	16899080	MI:0018 - two hybrid	P07621;P29131	343	319
P07766	P43403	1	1	7819147	MI:0019 - coimmunoprecipitation	P07766;P43403	207	619
P07900	P35222	1	1	18320359	MI:0019 - coimmunoprecipitation	P07900;P35222	732	781
P07948	P17252	1	1	15583006	MI:0006 - anti bait coimmunoprecipitation	P07948;P17252	512	672
P07949	Q07731	1	1	9608533	MI:0030 - cross-linking study	P07949;Q07731	1114	211
P08047	Q61502	1	1	8657141	MI:0096 - pull down	P08047;Q61502	785	335
P08047	Q8R0K9	1	1	8657141	MI:0096 - pull down	P08047;Q8R0K9	785	410
P08047	Q9Y294	1	1	12759364	MI:0059 - gst pull down	P08047;Q9Y294	785	204
P08069	P08133	1	1	12431980	MI:0019 - coimmunoprecipitation	P08069;P08133	1367	673
P08069	Q92990	1	1	11571281	MI:0018 - two hybrid	P08069;Q92990	1367	594
P08081	P98078	1	1	20231386	MI:0113 - western blot	P08081;P98078-3	248	766
P08174	P27918	1	1	17182573	MI:0107 - surface plasmon resonance	P08174;P27918	381	469
P08238	P42212	1	1	21092208	MI:0019 - coimmunoprecipitation	P08238;P42212	724	238
P08476	Q04771	1	1	8389764	MI:0030 - cross-linking study	P08476;Q04771	426	509
P08551	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P08551;Q62108	543	724
P08588	P24588	1	1	17170109	MI:0047 - far western blotting	P08588;P24588	477	427
P08621	Q01130	1	1	16982639	MI:0018 - two hybrid	P08621;Q01130	437	221
P08621	Q02040	1	1	16982639	MI:0018 - two hybrid	P08621;Q02040	437	695
P08621	Q05519	1	1	8816452	MI:0004 - affinity chromatography technologies	P08621;Q05519	437	484
P08700	P15509	1	1	2156580	MI:0405 - competition binding	P08700;P15509	152	400
P08700	P26955	1	1	1695379	MI:0027 - cosedimentation	P08700;P26955	152	896
P08752	Q76MZ3	1	1	15525651	MI:0059 - gst pull down	P08752;Q76MZ3	355	589
P08956	P52603	1	1	20007596	MI:1034 - nuclease assay	P08956;P52603	1170	146
P08957	P52603	1	1	20007596	MI:0407 - direct interaction	P08957;P52603	529	146
P09038	P22455	1	1	1709094	MI:0004 - affinity chromatography technologies	P09038;P22455	288	802
P09038	P22607	1	1	9218449	MI:0405 - competition binding	P09038;P22607-3	288	806
