source	record_id	protein_a	protein_b	taxon_a	taxon_b	assay_raw	assay_ontology	old_historical_class	eligible_common_qc	score	pair_tokens	exact_string_positive_overlap	biophysical_only
Negatome	NEG:00624	P11505	Q01728	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	7.6e-05	2194	0	0
Negatome	NEG:00625	P11627	P53986	10090	10090	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	0	0.000112	1756	0	0
Negatome	NEG:00626	P11632	Q02821	559292	559292	MI:0059 - gst pull down	reconstituted_direct	direct_binary	0	0.007918	638	0	0
Negatome	NEG:00627	P11655	P48415	559292	559292	MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	0	0.991752	2669	0	0
Negatome	NEG:00628	P11799	P62149	9031	9031	MI:1200 - immunocytochemistry	other_or_unresolved	other	0	0.997024	2058	0	0
Negatome	NEG:00629	P11802	Q9UBD5	9606	9606	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.999576	1017	0	0
Negatome	NEG:00630	P12004	P38936	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.999863	428	1	0
Negatome	NEG:00631	P12643	Q13873	9606	9606	MI:0030 - cross-linking study, MI:0110 - text mining	cell_binary_proximity	direct_binary	0	0.99966	1437	0	0
Negatome	NEG:00632	P12643	Q965M2	9606	6239	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000958	1280	0	0
Negatome	NEG:00633	P12645	P36894	9606	9606	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.997668	1007	0	0
Negatome	NEG:00634	P12645	P98066	9606	9606	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	1	0.714484	752	0	0
Negatome	NEG:00635	P12755	Q13485	9606	9606	MI:0065 - isothermal titration calorimetry; MI:0071	reconstituted_direct	direct_binary	0	0.998909	1283	0	1
Negatome	NEG:00636	P12757	Q9HAU4	9606	9606	MI:0006 - anti bait coimmunoprecipitation	co_complex_association	association	0	0.005256	1435	0	0
Negatome	NEG:00637	P12830	P35221	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.996561	1791	0	0
Negatome	NEG:00638	P12956	P16104	9606	9606	MI:0006 - anti bait coimmunoprecipitation	co_complex_association	association	1	0.999548	755	0	0
Negatome	NEG:00639	P12956	P46063	9606	9606	MI:0047 - far western blotting, MI:0411	reconstituted_direct	direct_binary	0	0.235216	1261	1	0
Negatome	NEG:00640	P12978	Q8AZK7	10377	10377	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000214	996	0	0
Negatome	NEG:00641	P13010	P46063	9606	9606	MI:0047 - far western blotting, MI:0411	reconstituted_direct	direct_binary	0	0.006844	1384	1	0
Negatome	NEG:00642	P13236	P51677	9606	9606	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.999323	450	0	0
Negatome	NEG:00643	P13264	P62630	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000304	1139	0	0
Negatome	NEG:00644	P13405	Q61501	10090	10090	MI:0413 - electrophoretic mobility shift assay	other_or_unresolved	other	0	0.999264	1354	0	0
Negatome	NEG:00645	P13569	P35523	9606	9606	MI:0006 - anti bait coimmunoprecipitation; MI:0055	cell_binary_proximity	direct_binary	0	0.032736	2471	0	0
Negatome	NEG:00646	P13569	P55072	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.984961	2289	0	0
Negatome	NEG:00647	P13574	P17839	559292	3702	MI:0413 - electrophoretic mobility supershift assay	other_or_unresolved	other	0	0.872321	943	0	0
Negatome	NEG:00648	P13595	P20917	10090	10090	MI:0892 - solid phase assay	reconstituted_direct	direct_binary	0	0.098265	1745	0	0
Negatome	NEG:00649	P13631	Q96RL1	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	9.7e-05	1176	0	0
Negatome	NEG:00650	P13725	P42702	9606	9606	MI:0004 - affinity chromatography technology, MI:0110 - text mining	co_complex_association	association	0	0.999008	1352	1	0
Negatome	NEG:00651	P13808	Q02357	10090	10090	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.365942	3102	0	0
Negatome	NEG:00652	P13861	Q9ULX6	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.034468	1053	0	0
Negatome	NEG:00653	P14097	P51680	10090	10090	MI:0405 - competition binding	reconstituted_direct	direct_binary	0	0.999523	455	0	0
Negatome	NEG:00654	P14151	Q05793	9606	10090	MI:0045 - experimental	other_or_unresolved	other	0	0.000358	4082	0	0
Negatome	NEG:00655	P14270	Q5FWY5	10116	10116	MI:0004 - affinity chromatography technologies | MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	9.9e-05	1136	0	0
Negatome	NEG:00656	P14373	P17612	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	1	0.80757	867	0	0
Negatome	NEG:00657	P14625	P35222	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000859	1587	0	0
Negatome	NEG:00658	P14646	Q5FWY5	10116	10116	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	9.2e-05	1069	0	0
Negatome	NEG:00659	P14712	Q9FE22	3702	3702	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000176	1417	0	0
Negatome	NEG:00660	P14713	Q9FE22	3702	3702	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.000152	1467	0	0
Negatome	NEG:00661	P14921	Q92793	9606	9606	MI:0045 - experimental	other_or_unresolved	other	0	0.993427	2886	0	0
Negatome	NEG:00662	P15018	Q99650	9606	9606	MI:0405 - competition binding	reconstituted_direct	direct_binary	0	0.997517	1184	0	0
Negatome	NEG:00663	P15153	Q9Y613	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.988867	1359	0	0
Negatome	NEG:00664	P15172	Q01105	9606	9606	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.571381	613	0	0
Negatome	NEG:00665	P15205	P18508	10116	10116	MI:0004 - affinity chromatography technologies; MI:0096	reconstituted_direct	direct_binary	0	6.6e-05	2930	0	0
Negatome	NEG:00666	P15205	P62813	10116	10116	MI:0004 - affinity chromatography technologies; MI:0096	reconstituted_direct	direct_binary	0	7.9e-05	2919	0	0
Negatome	NEG:00667	P15205	P63079	10116	10116	MI:0004 - affinity chromatography technologies; MI:0096	reconstituted_direct	direct_binary	0	6e-05	2937	0	0
Negatome	NEG:00668	P15207	Q96RL1	10116	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	7.5e-05	1624	0	0
Negatome	NEG:00669	P15247	P26955	10090	10090	MI:0027 - cosedimentation	co_complex_association	association	0	0.99958	1043	0	0
Negatome	NEG:00670	P15307	Q04863	10090	10090	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.99823	1148	0	0
Negatome	NEG:00671	P15311	P35240	9606	9606	MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	0	0.999906	1184	0	0
Negatome	NEG:00672	P15331	Q9CZA6	10090	10090	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.0027	822	0	0
Negatome	NEG:00673	P15337	P60042	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.087569	446	0	0
Negatome	NEG:00674	P15385	P97879	10116	10116	MI:0047 - far western blotting	reconstituted_direct	direct_binary	0	0.079647	1770	0	0
Negatome	NEG:00675	P15498	P29353	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.016529	1431	0	0
Negatome	NEG:00676	P15498	P62993	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.9999	1065	0	0
Negatome	NEG:00677	P15499	Q9JJZ9	10090	10090	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000151	1043	0	0
Negatome	NEG:00678	P15514	Q969F2	9606	9606	MI:0019 - coimmunoprecipitation; MI:0018	cell_binary_proximity	direct_binary	1	0.014933	706	0	0
Negatome	NEG:00679	P15531	Q00987	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.998058	646	0	0
Negatome	NEG:00680	P15559	Q00987	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	1	0.040239	768	0	0
Negatome	NEG:00681	P15655	P18653	10090	10090	MI:0096 - pull down; MI:0006	reconstituted_direct	direct_binary	0	0.000136	881	0	0
Negatome	NEG:00682	P15655	P21803	10090	10090	MI:0045 - experimental	other_or_unresolved	other	0	0.806121	978	0	0
Negatome	NEG:00683	P15692	P39060	9606	9606	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.001798	2152	0	0
Negatome	NEG:00684	P15976	Q05513	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	1	0.000349	1008	0	0
Negatome	NEG:00685	P16054	Q91YM2	10090	10090	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.026052	2239	0	0
Negatome	NEG:00686	P16070	Q09472	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.004288	3159	0	0
Negatome	NEG:00687	P16086	Q01728	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.0002	3446	0	0
Negatome	NEG:00688	P16092	P54130	10090	10090	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.999518	1033	0	0
Negatome	NEG:00689	P16410	Q9NZQ7	9606	9606	MI:0054 - flow cytometry, MI:0110 - text mining | MI:0422 - immunostaining	other_or_unresolved	other	0	0.999833	516	1	0
Negatome	NEG:00690	P16471	P67930	9606	9940	MI:0405 - competition binding	reconstituted_direct	direct_binary	0	0.999417	842	0	0
Negatome	NEG:00691	P16520	Q6Y2X3	9606	9606	MI:0012 - bioluminescence resonance energy transfer	reconstituted_direct	direct_binary	0	9.3e-05	1045	0	1
Negatome	NEG:00692	P16757	Q29983	10360	9606	MI:0114 - x-ray crystallography	reconstituted_direct	direct_binary	0	0.884324	616	0	0
Negatome	NEG:00693	P16757	Q6H3X3	10360	9606	MI:0054 - fluorescence-activated cell sorting	other_or_unresolved	other	0	0.003017	567	0	0
Negatome	NEG:00694	P16757	Q8TD07	10360	9606	MI:0114 - x-ray crystallography	reconstituted_direct	direct_binary	0	0.019352	496	0	0
Negatome	NEG:00695	P16757	Q9BZM4	10360	9606	MI:0114 - x-ray crystallography	reconstituted_direct	direct_binary	0	0.000329	477	0	0
Negatome	NEG:00696	P16778	P21796	10360	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	7.9e-05	773	0	0
Negatome	NEG:00697	P16778	Q07812	10360	9606	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.801242	682	0	0
Negatome	NEG:00698	P17036	P18847	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000101	630	0	0
Negatome	NEG:00699	P17036	P18848	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000172	800	0	0
Negatome	NEG:00700	P17036	P25963	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000771	766	0	0
Negatome	NEG:00701	P17036	P31150	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000106	896	0	0
Negatome	NEG:00702	P17036	P36915	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	6.9e-05	1056	0	0
Negatome	NEG:00703	P17036	P41240	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8e-05	899	0	0
Negatome	NEG:00704	P17036	P62879	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.6e-05	789	0	0
Negatome	NEG:00705	P17036	Q16828	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	830	0	0
Negatome	NEG:00706	P17036	Q68DY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.003876	977	0	0
Negatome	NEG:00707	P17036	Q70SY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.3e-05	969	0	0
Negatome	NEG:00708	P17036	Q8TAU0	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.5e-05	813	0	0
Negatome	NEG:00709	P17036	Q8TBX8	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000117	870	0	0
Negatome	NEG:00710	P17036	Q92730	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	681	0	0
Negatome	NEG:00711	P17036	Q92785	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8.8e-05	840	0	0
Negatome	NEG:00712	P17036	Q93096	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000503	622	0	0
Negatome	NEG:00713	P17036	Q9H2S9	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	0.000131	1034	0	0
Negatome	NEG:00714	P17036	Q9H6S3	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	5.9e-05	1164	0	0
Negatome	NEG:00715	P17036	Q9H9D4	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	0.00026	1169	0	0
Negatome	NEG:00716	P17036	Q9NQX6	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.005069	912	0	0
Negatome	NEG:00717	P17036	Q9UH92	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.5e-05	747	0	0
Negatome	NEG:00718	P17036	Q9UHR5	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.4e-05	757	0	0
Negatome	NEG:00719	P17036	Q9UHX1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000376	1008	0	0
Negatome	NEG:00720	P17141	P25976	10090	10090	MI:0059 - gst pull down	reconstituted_direct	direct_binary	0	0.004883	1362	0	0
Negatome	NEG:00721	P17480	P68400	9606	9606	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.99437	1158	0	0
Negatome	NEG:00722	P17679	Q80YQ2	10090	10090	MI:0096 - pull down	reconstituted_direct	direct_binary	0	0.000514	1783	0	0
Negatome	NEG:00723	P17679	Q924H2	10090	10090	MI:0096 - pull down	reconstituted_direct	direct_binary	0	0.032369	1205	0	0
Negatome	NEG:00724	P17679	Q9CQA5	10090	10090	MI:0096 - pull down	reconstituted_direct	direct_binary	0	0.000167	686	0	0
Negatome	NEG:00725	P17679	Q9CZB6	10090	10090	MI:0096 - pull down	reconstituted_direct	direct_binary	0	0.000279	649	0	0
Negatome	NEG:00726	P17679	Q9D7W5	10090	10090	MI:0096 - pull down	reconstituted_direct	direct_binary	0	0.000128	684	0	0
Negatome	NEG:00727	P17706	P31946	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.001052	664	0	0
Negatome	NEG:00728	P17839	P19419	3702	9606	MI:0413 - electrophoretic mobility supershift assay	other_or_unresolved	other	0	0.052052	683	0	0
Negatome	NEG:00729	P17918	Q9ESU6	10090	10090	MI:0006 - anti bait coimmunoprecipitation	co_complex_association	association	0	0.837183	1664	0	0
Negatome	NEG:00730	P17948	P24666	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	7.7e-05	1499	0	0
Negatome	NEG:00731	P17948	P35968	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.999837	2697	0	0
Negatome	NEG:00732	P17948	P49767	9606	9606	MI:0114 - x-ray crystallography	reconstituted_direct	direct_binary	0	0.000139	1760	0	0
Negatome	NEG:00733	P17948	Q9NRA1	9606	9606	MI:0405 - competition binding	reconstituted_direct	direct_binary	0	0.001634	1686	0	0
Negatome	NEG:00734	P17980	Q16143	9606	9606	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.484056	576	0	0
Negatome	NEG:00735	P18064	Q39128	3702	3702	MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	0	0.001843	1063	0	0
Negatome	NEG:00736	P18064	Q9FEG2	3702	3702	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	0.002411	677	0	0
Negatome	NEG:00737	P18113	P63059	10116	10116	MI:0405 - competition binding	reconstituted_direct	direct_binary	0	0.999602	956	0	0
Negatome	NEG:00738	P18206	Q62417	9606	10090	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.013169	2427	0	0
Negatome	NEG:00739	P18206	Q9HBI1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0018	cell_binary_proximity	direct_binary	0	0.997458	1501	0	0
Negatome	NEG:00740	P18576	P63140	10116	10116	MI:0027 - cosedimentation	co_complex_association	association	0	0.999117	551	0	0
Negatome	NEG:00741	P18576	Q62725	10116	10116	MI:0027 - cosedimentation	co_complex_association	association	0	0.998891	679	0	0
Negatome	NEG:00742	P18754	Q99986	9606	9606	MI:0059 - gst pull down	reconstituted_direct	direct_binary	0	0.019686	820	0	0
Negatome	NEG:00743	P18847	P18848	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	0.99981	535	1	0
Negatome	NEG:00744	P18847	P25963	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.022213	501	0	0
Negatome	NEG:00745	P18847	P31150	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8.5e-05	631	0	0
Negatome	NEG:00746	P18847	P36915	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.1e-05	791	0	0
Negatome	NEG:00747	P18847	P41240	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.022023	634	0	0
Negatome	NEG:00748	P18847	P62879	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.2e-05	524	0	0
Negatome	NEG:00749	P18847	Q16828	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.5e-05	565	0	0
Negatome	NEG:00750	P18847	Q68DY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.9e-05	712	0	0
Negatome	NEG:00751	P18847	Q70SY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.048935	704	0	0
Negatome	NEG:00752	P18847	Q8TAU0	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000131	548	0	0
Negatome	NEG:00753	P18847	Q8TBX8	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.5e-05	605	0	0
Negatome	NEG:00754	P18847	Q92730	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000494	416	0	0
Negatome	NEG:00755	P18847	Q92785	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.004179	575	0	0
Negatome	NEG:00756	P18847	Q93096	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001371	357	0	0
Negatome	NEG:00757	P18847	Q9H2S9	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000331	769	0	0
Negatome	NEG:00758	P18847	Q9H6S3	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000139	899	0	0
Negatome	NEG:00759	P18847	Q9H9D4	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.1e-05	904	0	0
Negatome	NEG:00760	P18847	Q9NQX6	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7e-05	647	0	0
Negatome	NEG:00761	P18847	Q9UH92	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000633	482	0	0
Negatome	NEG:00762	P18847	Q9UHR5	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.6e-05	492	0	0
Negatome	NEG:00763	P18847	Q9UHX1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000102	743	0	0
Negatome	NEG:00764	P18848	P31150	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000127	801	0	0
Negatome	NEG:00765	P18848	P36915	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00011	961	0	0
Negatome	NEG:00766	P18848	P41240	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.029924	804	0	0
Negatome	NEG:00767	P18848	P62879	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000378	694	0	0
Negatome	NEG:00768	P18848	Q02535	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023967	473	0	0
Negatome	NEG:00769	P18848	Q14192	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.960797	633	0	0
Negatome	NEG:00770	P18848	Q16828	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000192	735	0	0
Negatome	NEG:00771	P18848	Q68DY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000164	882	0	0
Negatome	NEG:00772	P18848	Q70SY1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.999687	874	0	0
Negatome	NEG:00773	P18848	Q8TAU0	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000108	718	0	0
Negatome	NEG:00774	P18848	Q8TBX8	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.069045	775	0	0
Negatome	NEG:00775	P18848	Q92730	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.041235	586	0	0
Negatome	NEG:00776	P18848	Q92785	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002587	745	0	0
Negatome	NEG:00777	P18848	Q93096	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023088	527	0	0
Negatome	NEG:00778	P18848	Q9H2S9	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000402	939	0	0
Negatome	NEG:00779	P18848	Q9H6S3	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	0.000135	1069	0	0
Negatome	NEG:00780	P18848	Q9H9D4	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	0	9.4e-05	1074	0	0
Negatome	NEG:00781	P18848	Q9NQX6	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000264	817	0	0
Negatome	NEG:00782	P18848	Q9UH92	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.998348	652	0	0
Negatome	NEG:00783	P18848	Q9UHR5	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002376	662	0	0
Negatome	NEG:00784	P18848	Q9UHX1	9606	9606	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023429	913	0	0
Negatome	NEG:00785	P18901	Q9QUL6	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000366	1193	0	0
Negatome	NEG:00786	P19012	Q8TBB1	9606	9606	MI:0004 - affinity chromatography technologies	co_complex_association	association	0	0.000106	1187	0	0
Negatome	NEG:00787	P19366	Q9LHE5	3702	3702	MI:0416 - fluorescence microscopy	other_or_unresolved	other	0	0.01522	810	0	0
Negatome	NEG:00788	P19490	Q62936	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.116517	1759	0	0
Negatome	NEG:00789	P19491	Q8K430	10116	10116	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	7.1e-05	1526	0	0
Negatome	NEG:00790	P19492	Q9QUL6	10116	10116	MI:0422 - immunostaining	other_or_unresolved	other	0	9.6e-05	1635	0	0
Negatome	NEG:00791	P19544	P63006	9606	10090	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	0.000724	858	0	0
Negatome	NEG:00792	P19544	Q15942	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000359	1024	0	0
Negatome	NEG:00793	P19784	P68400	9606	9606	MI:0045 - experimental	other_or_unresolved	other	0	0.999869	744	1	0
Negatome	NEG:00794	P19784	Q13526	9606	9606	MI:0004 - affinity chromatography technologies	co_complex_association	association	1	0.951652	516	0	0
Negatome	NEG:00795	P19793	Q6EMB2	9606	9606	MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	0	0.000122	1746	0	0
Negatome	NEG:00796	P19793	Q92786	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	0.996891	1202	0	0
Negatome	NEG:00797	P19793	Q96RL1	9606	9606	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	0	0.008385	1184	0	0
Negatome	NEG:00798	P19793	Q9JHR9	9606	10090	MI:0059 - gst pull down	reconstituted_direct	direct_binary	0	0.000278	735	0	0
Negatome	NEG:00799	P19838	Q01105	9606	9606	MI:0059 - gst pull down	reconstituted_direct	direct_binary	0	0.998435	1261	0	0
Negatome	NEG:00800	P20153	Q9TVM2	7227	7227	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.007234	1574	0	0
Negatome	NEG:00801	P20153	Q9VZ23	7227	7227	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.000485	727	0	0
Negatome	NEG:00802	P20226	P23511	9606	9606	MI:0113 - western blot	other_or_unresolved	other	1	0.999937	689	0	0
Negatome	NEG:00803	P20226	Q12962	9606	9606	MI:0019 - coimmunoprecipitation	co_complex_association	association	0	0.999941	560	1	0
Negatome	NEG:00804	P20226	Q99626	9606	9606	MI:0019 - coimmunoprecipitation MI:0059 - gst pull down | MI:0019 - coimmunoprecipitation, MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.999513	655	0	0
Negatome	NEG:00805	P20338	P21731	9606	9606	MI:0006 - anti bait coimmunoprecipitation	co_complex_association	association	1	0.001303	564	0	0
Negatome	NEG:00806	P20338	Q6WKZ4	9606	9606	MI:0055 fluorescent resonance energy transfer -	cell_binary_proximity	direct_binary	0	0.996896	1504	1	0
Negatome	NEG:00807	P20338	Q8NEU8	9606	9606	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.850199	885	0	0
Negatome	NEG:00808	P20338	Q9UKG1	9606	9606	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.921424	930	0	0
Negatome	NEG:00809	P20917	Q8K0S5	10090	10090	MI:0415 - enzymatic studies	reconstituted_direct	direct_binary	0	0.000395	1075	0	0
