triplet_id	ac_id	anchor	C	D	PLM-Interact_ad	PLM-Interact_ac	hit_PLM-Interact	MINT_ad	MINT_ac	hit_MINT	D-SCRIPT_ad	D-SCRIPT_ac	hit_D-SCRIPT	Topsy-Turvy_ad	Topsy-Turvy_ac	hit_Topsy-Turvy	SPRINT_ad	SPRINT_ac	hit_SPRINT	ESMFold_ad	ESMFold_ac	hit_ESMFold	AF3_ad	AF3_ac	hit_AF3
SCF:0000145	AC:000129	P62805	P07305	P10412	0.999521	0.999877	0.0	0.69612924	0.84510362	0.0	0.972371	0.980777	0.0	0.745402	0.816899	0.0	167.072	24.4916	1.0	-30.491876804052307	-30.237265449782033	0.0	0.06	0.07	0.0
SCF:0000765	AC:000639	A8IFG7	Q05093	Q75VY7	0.997642	0.998528	0.0	0.98043695	0.9887363	0.0	0.004338	0.004306	1.0	0.084379	0.102309	0.0	0.0900303	0.0695134	1.0	-26.51642220797251	-27.70798873147677	1.0	0.24	0.13	1.0
SCF:0000182	AC:000156	P59768	Q9GZQ6	P41145	0.999916	0.999918	0.0	0.33583504	0.20856695	1.0	0.312754	0.154314	1.0	0.829054	0.83842	0.0	164.895	287.403	0.0	-25.746633660077517	-25.885944657118017	1.0	0.29	0.32	0.0
SCF:0001018	AC:000837	A0A063X745	A0A063XCG5	A0A063X754	0.999678	0.999819	0.0	0.58113429	0.88863465	0.0	0.329271	0.826216	0.0	0.816406	0.412175	1.0	0.00568672	1.05626	0.0	-23.29825873838349	-25.790269856361682	1.0	0.68	0.06	1.0
SCF:0001530	AC:001317	P02359	P0A707	P0A7V3	0.999944	0.999933	1.0	0.75720656	0.67454905	1.0	0.619811	0.773964	0.0	0.530082	0.831352	0.0	0.519241	0.505587	1.0	-29.109300766857377	-26.662670834592824	0.0	0.1	0.11	0.0
SCF:0002956	AC:002624	P28074	Q969U7	P25789	0.999806	0.999906	0.0	0.79641971	0.72730255	1.0	0.946654	0.004181	1.0	0.587241	0.578311	1.0	10.3687	0.114097	1.0	-24.850550582688403	-22.12774876890843	0.0	0.52	0.3	1.0
SCF:0002884	AC:002556	P10176	P14854	P24311	0.999585	0.999266	1.0	0.99504709	0.45470447	1.0	0.853867	0.004303	1.0	0.378198	0.570132	0.0	1.36268	0.0	1.0	-29.663266402051068	-29.197430538978487	0.0	0.15	0.04	1.0
SCF:0000682	AC:000582	P68623	P07611	P16710	0.000749	0.000376	1.0	0.8641097	0.87726029	0.0	0.004174	0.004176	0.0	0.089227	0.085687	1.0	0.177698	0.12994	1.0	-30.093138676650565	-29.364971636542503	0.0	0.18	0.14	1.0
SCF:0003257	AC:002941	Q2G113	Q2FW31	Q2FW21	0.999912	0.999943	0.0	0.40801888	0.46205486	0.0	0.388686	0.356326	1.0	0.739396	0.69007	1.0	0.365799	0.111454	1.0	-24.968286896156517	-26.059791318790538	1.0	0.04	0.05	0.0
SCF:0002711	AC:002387	P21465	P12879	P21469	0.999949	0.999948	1.0	0.72711569	0.88670421	0.0	0.566102	0.833628	0.0	0.666788	0.772182	0.0	0.246207	0.036593	1.0	-27.449547846663336	-20.728390022006206	0.0	0.12	0.09	1.0
SCF:0001409	AC:001205	Q9UBI1	Q8N668	Q86X83	0.999933	0.999852	1.0	0.65540543	0.72732524	0.0	0.004174	0.004177	0.0	0.707331	0.717284	0.0	0.689396	178.815	0.0	-17.574300909535417	-16.66231277728692	0.0	0.48	0.36	1.0
SCF:0002526	AC:002203	Q07913	P40026	Q05541	0.999237	0.99606	1.0	0.67143124	0.73788998	0.0	0.004174	0.004175	0.0	0.607213	0.399158	1.0	0.200397	0.300659	0.0	-13.93820312302387	-29.5136862747151	1.0	0.72	0.24	1.0
SCF:0001398	AC:001198	Q75VY9	Q75VY7	Q84Y02	0.999918	0.999933	0.0	0.97999084	0.9661442	1.0	0.004513	0.006142	0.0	0.800578	0.779355	1.0	0.0342984	0.0793298	0.0	-28.072985305399605	-26.602059047956086	0.0	0.58	0.15	1.0
SCF:0001487	AC:001287	Q9GZQ3	Q9H0A8	Q9P000	0.999858	0.999864	0.0	0.66122311	0.56069404	1.0	0.00418	0.004176	1.0	0.73269	0.738809	0.0	171.246	2.92052	1.0	-23.217913468334753	-29.197220633826664	1.0	0.42	0.36	1.0
SCF:0002028	AC:001752	P09144	Q75VY7	Q7DM26	0.999849	0.999408	1.0	0.94832679	0.91126421	1.0	0.130391	0.030699	1.0	0.322241	0.234053	1.0	0.0163144	0.0266398	0.0	-30.1456040672299	-30.549404462386793	1.0	0.24	0.15	1.0
SCF:0000918	AC:000768	Q5JS54	O95456	O14818	0.998649	0.997704	1.0	0.37803982	0.55778411	0.0	0.004178	0.004175	1.0	0.425445	0.330048	1.0	0.587988	0.147329	1.0	-26.52262383844794	-27.527739500288718	1.0	0.69	0.13	1.0
SCF:0001205	AC:001008	Q02750	P63104	P31947	0.998473	0.989566	1.0	0.63755387	0.55606009	1.0	0.004195	0.004324	0.0	0.469154	0.476543	0.0	246.924	275.48	0.0	-23.439710068426763	-23.137380842170334	0.0	0.14	0.17	0.0
SCF:0001085	AC:000897	Q0IHJ3	Q4V7I1	B1H1T5	0.999743	0.998528	1.0	0.8687348	0.80965189	1.0	0.004175	0.004177	0.0	0.101231	0.102832	0.0	19.1977	26.7251	0.0	-30.261213244502958	-30.539690566483813	1.0	0.3	0.15	1.0
SCF:0002153	AC:001844	A0T0V0	B8BUW3	B8C770	0.997797	0.003991	1.0	0.91788509	0.62963111	1.0	0.006472	0.004472	1.0	0.35366	0.055806	1.0	0.172555	0.175331	0.0	-28.521599296448656	-29.928733663410892	1.0	0.15	0.09	1.0
SCF:0001867	AC:001603	Q8N140	Q96MF7	Q8WV22	0.999282	0.79055	1.0	0.7944116	0.84480602	0.0	0.004176	0.004176	0.5	0.201863	0.202806	0.0	103.332	97.9632	1.0	-28.529143593575036	-29.092878157783122	1.0	0.62	0.07	1.0
SCF:0002106	AC:001807	Q6NLH0	Q9M1A8	Q9FJ98	0.999841	0.999934	0.0	0.60734589	0.59536142	1.0	0.495966	0.004343	1.0	0.73204	0.75031	0.0	71.2359	10.4925	1.0	-28.901592882753114	-27.646382713913773	0.0	0.04	0.27	0.0
SCF:0002796	AC:002465	P92276	P11471	Q93VE0	0.999437	0.998357	1.0	0.94746513	0.61748612	1.0	0.004197	0.004182	1.0	0.507966	0.1441	1.0	0.00453629	0.0287689	0.0	-25.749663952617876	-29.44821452014614	1.0	0.14	0.08	1.0
SCF:0000153	AC:000133	B8CEQ3	A0T0V1	A0T0S1	0.998782	0.992481	1.0	0.9632695	0.96479511	0.0	0.004186	0.015944	0.0	0.003166	0.019313	0.0	0.0	0.0	0.5	-22.44208145693046	-24.931559862100762	1.0	0.29	0.17	1.0
SCF:0000549	AC:000450	P20226	Q9H1D9	Q9HAW0	0.999939	0.999946	0.0	0.44813013	0.60494265	0.0	0.004181	0.004289	0.0	0.774722	0.786791	0.0	179.944	216.712	0.0	-29.554218938835586	-29.258195627670897	0.0	0.67	0.19	1.0
SCF:0001431	AC:001242	Q8N668	Q9GZQ3	Q9P000	0.999823	0.999833	0.0	0.63484067	0.6940495	0.0	0.004177	0.00418	0.0	0.763941	0.781212	0.0	17.1971	9.85825	1.0	-16.135098707232306	-19.21416559732778	1.0	0.48	0.44	1.0
SCF:0000968	AC:000806	A0AAN0NP81	A9WEV7	A9WEV4	0.608951	0.06875	1.0	0.99001888	0.98273632	1.0	0.004349	0.04926	0.0	0.192281	0.291913	0.0	0.136637	0.0667456	1.0	-23.276187933852974	-20.074797572426096	0.0	0.5	0.55	0.0
SCF:0000513	AC:000419	B8LEQ8	B8BUW3	B5YM25	0.118481	0.984199	0.0	0.47622254	0.53234366	0.0	0.004188	0.004192	0.0	0.000199	0.000783	0.0	0.0112927	0.0606214	0.0	-24.76012934100559	-29.13338459443901	1.0	0.16	0.08	1.0
SCF:0002046	AC:001765	G0S9A0	G0S1P1	G0S755	0.999851	0.999493	1.0	0.47629027	0.6643099	0.0	0.015996	0.004174	1.0	0.597818	0.100275	1.0	30.4431	6.25472	1.0	-12.086017209922087	-27.32310907753014	1.0	0.69	0.12	1.0
SCF:0003255	AC:002936	C3SQX2	C3SYP2	C3TRH7	0.999922	0.999936	0.0	0.78859347	0.88644877	0.0	0.753316	0.231073	1.0	0.779842	0.766561	1.0	0.0362094	1.28541	0.0	-28.00601655008714	-27.90429942245747	0.0	0.05	0.12	0.0
SCF:0000510	AC:000414	Q5JS54	P60900	O14818	0.998649	0.999901	0.0	0.37803982	0.38344001	0.0	0.004178	0.00418	0.0	0.425445	0.168331	1.0	0.587988	5.74473	0.0	-26.52262383844794	-28.46250164942981	1.0	0.69	0.48	1.0
SCF:0001263	AC:001062	P9WGY5	P9WIU9	P9WGZ1	0.000183	0.004933	0.0	0.46675482	0.38227334	1.0	0.004177	0.004187	0.0	0.663265	0.345219	1.0	0.15389	0.162949	0.0	-27.387007911723103	-26.81060524821008	0.0	0.4	0.13	1.0
SCF:0000017	AC:000014	A8ITV3	P12154	P09144	0.999742	0.999745	0.0	0.94159962	0.92762888	1.0	0.005322	0.005678	0.0	0.035674	0.110685	0.0	0.0380441	0.0384089	0.0	-30.642052656390995	-30.5135136766036	0.0	0.67	0.55	1.0
SCF:0000649	AC:000550	Q55329	P09192	P16033	0.565631	0.996165	0.0	0.86140167	0.91970873	0.0	0.022482	0.005293	1.0	0.615987	0.244008	1.0	0.02125	0.015767	1.0	-25.05299074533913	-28.948233796249735	1.0	0.13	0.19	0.0
SCF:0001273	AC:001075	Q83ES8	Q83ER2	Q83ED6	0.999687	0.999926	0.0	0.85126096	0.81189018	1.0	0.589835	0.793926	0.0	0.60062	0.706182	0.0	0.609599	0.17801	1.0	-23.120190679562377	-25.266382591963488	1.0	0.22	0.06	1.0
SCF:0000740	AC:000626	Q248F8	Q24I09	W7X4J9	0.075303	0.000622	1.0	0.6806992	0.72099388	0.0	0.004181	0.004184	0.0	0.129724	0.035451	1.0	0.368667	0.29395	1.0	-29.73754470567613	-27.025677569334352	0.0	0.3	0.09	1.0
SCF:0001231	AC:001035	Q9BV81	Q9NPA0	Q9P0I2	0.999913	0.999892	1.0	0.86575118	0.82701742	1.0	0.004179	0.004209	0.0	0.529383	0.643513	0.0	0.220829	0.0903832	1.0	-21.578038225834977	-23.14772650735169	1.0	0.63	0.15	1.0
SCF:0000179	AC:000153	Q8LCQ4	Q01667	P27521	0.999898	0.999918	0.0	0.93033031	0.91104249	1.0	0.057802	0.214868	0.0	0.694649	0.714371	0.0	0.0205106	0.0415399	0.0	-25.844348181266778	-26.834720123699043	1.0	0.11	0.21	0.0
SCF:0000923	AC:000776	P06899	Q96GM5	Q12824	0.998767	0.998739	1.0	0.6961376	0.55848377	1.0	0.004186	0.005436	0.0	0.721329	0.741832	0.0	2.71777	9.54252	0.0	-28.952591509751205	-29.878416041266775	1.0	0.14	0.1	1.0
SCF:0000361	AC:000276	A8IXD6	A8IH07	A8IJ60	0.999871	0.999561	1.0	0.68273443	0.65744966	1.0	0.605432	0.004175	1.0	0.433594	0.499632	0.0	0.282882	0.201449	1.0	-25.168787955241253	-27.04652542980508	1.0	0.46	0.19	1.0
SCF:0000700	AC:000597	A0A3Q7I881	A0A3Q7H1U4	A0A3Q7H274	0.999765	0.999938	0.0	0.93778196	0.67957225	1.0	0.004535	0.099634	0.0	0.692456	0.765637	0.0	94.3425	8.01558	1.0	-29.38893788653568	-29.437663891521165	1.0	0.16	0.07	1.0
SCF:0001634	AC:001404	Q2FW10	Q2FW12	Q2FW06	0.99869	0.999868	0.0	0.82889261	0.89829391	0.0	0.655982	0.451085	1.0	0.67845	0.760306	0.0	0.0611166	0.0	1.0	-27.046236352204335	-27.37387763099617	1.0	0.15	0.06	1.0
SCF:0002753	AC:002425	A8IS47	A8J353	A8IJ60	0.999872	0.000119	1.0	0.65574512	0.45365124	1.0	0.908391	0.004175	1.0	0.698392	0.083786	1.0	0.308644	0.166231	1.0	-25.00942326158619	-26.4132809939599	1.0	0.3	0.15	1.0
SCF:0003271	AC:002961	Q86VX2	Q86X83	Q9Y6G5	0.999832	0.999916	0.0	0.6344215	0.58411154	1.0	0.004176	0.004174	1.0	0.783963	0.747857	1.0	12.25	0.673869	1.0	-23.124124454513634	-14.655123376557276	0.0	0.29	0.42	0.0
SCF:0000354	AC:000273	P30989	P50148	P29992	0.009005	0.38765	0.0	0.48872118	0.50251872	0.0	0.639717	0.301442	1.0	0.814265	0.783539	1.0	632.806	595.628	1.0	-26.43339888534854	-22.8513658219425	0.0	0.68	0.67	1.0
SCF:0002880	AC:002548	A0A5C2GVU3	A0A5C2GTV1	A0A5C2G4I7	0.999622	0.999836	0.0	0.61927846	0.63427302	0.0	0.567084	0.35815	1.0	4.3e-05	4.8e-05	0.0	0.394376	0.303528	1.0	-9.720160597751986	-10.12231344163764	1.0	0.83	0.74	1.0
SCF:0002902	AC:002578	Q5JS54	Q969U7	P25789	0.999733	0.999703	1.0	0.3335081	0.56715611	0.0	0.004175	0.004177	0.0	0.36298	0.445894	0.0	3.44772	0.179878	1.0	-26.568050193180603	-21.818474825613897	0.0	0.23	0.12	1.0
SCF:0001045	AC:000859	A0A2K3E6S5	P32974	P37256	0.001597	0.00075	1.0	0.67909543	0.555715	1.0	0.00419	0.005577	0.0	0.10305	0.085141	1.0	0.00676067	0.0	1.0	-26.65820110403757	-28.429062895657623	1.0	0.1	0.11	0.0
SCF:0002430	AC:002120	O96019	Q9GZN1	P60709	0.999736	0.999787	0.0	0.75147921	0.64588392	1.0	0.980925	0.966265	1.0	0.788393	0.764668	1.0	384.598	221.736	1.0	-11.189404968583315	-21.832874048295388	1.0	0.86	0.12	1.0
SCF:0002680	AC:002350	P49770	P20042	Q9NR50	0.999653	0.999814	0.0	0.60927098	0.65436962	0.0	0.061315	0.021853	1.0	0.554069	0.718309	0.0	210.751	221.908	0.0	-26.55879557879	-28.828858317276154	1.0	0.11	0.1	1.0
SCF:0000929	AC:000779	P62877	Q13216	Q13309	0.999933	0.999899	1.0	0.45773473	0.81909266	0.0	0.858092	0.082586	1.0	0.78643	0.660186	1.0	293.673	10.6699	1.0	-27.382316118787003	-26.143742190912963	0.0	0.23	0.14	1.0
SCF:0003078	AC:002723	Q83ES8	Q83ER7	Q83ED6	0.999687	0.999936	0.0	0.85126096	0.74068274	1.0	0.589835	0.352131	1.0	0.60062	0.786831	0.0	0.609599	0.276016	1.0	-23.120190679562377	-22.937913380985336	0.0	0.22	0.09	1.0
SCF:0000348	AC:000267	Q05541	P38632	Q07913	0.999237	0.983205	1.0	0.67143124	0.52242575	1.0	0.004174	0.004177	0.0	0.607213	0.332703	1.0	0.200397	0.372566	0.0	-13.93820312302387	-28.551407514971928	1.0	0.72	0.1	1.0
SCF:0001868	AC:001604	Q9UBQ0	O60826	Q96QK1	0.99785	0.999679	0.0	0.50917132	0.26927838	1.0	0.008259	0.004177	1.0	0.664881	0.135067	1.0	193.642	0.616778	1.0	-24.79634929058454	-30.548633332654234	1.0	0.95	0.09	1.0
SCF:0000305	AC:000231	Q9BT73	P60900	P25788	0.999803	0.999932	0.0	0.36179049	0.1854374	1.0	0.138228	0.004183	1.0	0.496315	0.498708	0.0	0.083478	0.0315207	1.0	-25.11018612787142	-23.58173220243102	0.0	0.74	0.55	1.0
SCF:0001349	AC:001134	P06269	A0A1S4CKK0	A0A1S4CIZ9	6.7e-05	7.9e-05	0.0	0.63006031	0.77277219	0.0	0.004211	0.004239	0.0	0.151647	0.121019	1.0	0.36476	0.27785	1.0	-26.812865244654745	-25.772779037088508	0.0	0.17	0.25	0.0
SCF:0001835	AC:001565	I7LT80	I7MDA9	W7WX86	0.00552	0.018521	0.0	0.62136028	0.80430815	0.0	0.004195	0.004199	0.0	0.499538	0.499577	0.0	0.759459	0.927064	0.0	-31.15882233011575	-31.33849343418935	1.0	0.13	0.08	1.0
SCF:0003195	AC:002865	G0RZG4	G0RZX8	G0S9A0	0.997584	0.997194	1.0	0.59880696	0.56130865	1.0	0.004342	0.004174	1.0	0.201533	0.182563	1.0	1.75695	0.994268	1.0	-15.239526966096829	-26.96067393649613	1.0	0.72	0.12	1.0
SCF:0002666	AC:002343	C3SR62	C3SRY2	W8T6F0	0.999929	0.99992	1.0	0.79325875	0.85260457	0.0	0.708743	0.885324	0.0	0.746136	0.623732	1.0	0.419625	0.190777	1.0	-24.408427837240787	-25.635780609428572	1.0	0.11	0.17	0.0
SCF:0001059	AC:000876	P02557	P53378	P09733	0.999753	0.996449	1.0	0.86093387	0.62171629	1.0	0.904186	0.965601	0.0	0.775957	0.733444	1.0	165.583	87.3043	1.0	-17.482564083151352	-15.668364878226612	0.0	0.8	0.45	1.0
SCF:0002630	AC:002314	Q12464	P04912	P04911	0.999158	0.999195	0.0	0.60502002	0.60858535	0.0	0.689034	0.718361	0.0	0.776547	0.782669	0.0	101.267	101.256	1.0	-27.976961431160923	-27.9827873158438	1.0	0.13	0.11	1.0
SCF:0000429	AC:000330	P63096	O14625	P09341	0.999045	0.998566	1.0	0.49746947	0.40679706	1.0	0.004235	0.004206	1.0	0.498943	0.498836	1.0	43.2052	0.148546	1.0	-25.502450231803596	-25.14021153374924	0.0	0.1	0.16	0.0
SCF:0001365	AC:001148	A0A1B2U0Q7	A0A1B2U0I9	A0A1J7CBX1	0.999933	0.999942	0.0	0.78763512	0.69923526	1.0	0.814109	0.920065	0.0	0.324462	0.494925	0.0	0.116372	0.00922258	1.0	-8.534127393571667	-24.77269393307455	1.0	0.83	0.07	1.0
SCF:0001158	AC:000968	Q9SUI4	Q9S7N7	Q9SHE8	0.987978	0.997811	0.0	0.99079078	0.99105665	0.0	0.013191	0.007067	1.0	0.373734	0.489778	0.0	0.103639	0.0422089	1.0	-27.938951537097722	-28.884416689230427	1.0	0.23	0.1	1.0
SCF:0003033	AC:002697	Q5JS54	P25788	P28066	0.999916	0.999839	1.0	0.44374532	0.46266907	0.0	0.004177	0.00418	0.0	0.146651	0.399917	0.0	5.67301	3.67875	1.0	-22.69860828882753	-27.805376426329477	1.0	0.3	0.14	1.0
SCF:0000499	AC:000400	Q15370	Q8N884	Q6PJ21	0.999821	0.999755	1.0	0.51358554	0.34516669	1.0	0.004178	0.004179	0.0	0.574764	0.853045	0.0	4.24591	0.172803	1.0	-29.083965882346636	-29.776385800452488	1.0	0.18	0.11	1.0
SCF:0002066	AC:001780	Q8U0M5	Q8U4N1	Q8U216	0.998948	0.99277	1.0	0.98787835	0.99225268	0.0	0.00418	0.038572	0.0	0.499189	0.498973	1.0	0.326931	0.334297	0.0	-29.1289798151636	-28.872811526713598	0.0	0.15	0.1	1.0
SCF:0000946	AC:000793	A0QS96	A0QSD7	A0QSG1	0.999934	0.999939	0.0	0.55591844	0.78440118	0.0	0.316868	0.37891	0.0	0.866289	0.867363	0.0	0.0986286	0.117185	0.0	-27.982235023641003	-29.421772044704806	1.0	0.07	0.2	0.0
SCF:0002372	AC:002060	Q9Y230	P0C0S5	P04908	0.999277	0.999724	0.0	0.74467883	0.63013089	1.0	0.817334	0.842367	0.0	0.745535	0.756539	0.0	131.48	130.657	1.0	-28.345666299260007	-27.986291786297738	0.0	0.09	0.14	0.0
SCF:0001450	AC:001253	P62807	O96019	Q71F23	0.999835	0.287	1.0	0.71520922	0.5514316	1.0	0.004929	0.004194	1.0	0.590485	0.668544	0.0	0.765189	11.9846	0.0	-30.330339910645975	-25.10329583054021	0.0	0.22	0.11	1.0
SCF:0001293	AC:001091	Q9B6D4	Q9B6E8	Q9B6C8	0.992102	0.992322	0.0	0.95611289	0.98785785	0.0	0.004256	0.038627	0.0	0.000464	0.106603	0.0	1.30502	9.70177	0.0	-6.439958472083221	-23.247173012121927	1.0	0.86	0.77	1.0
SCF:0001856	AC:001590	Q9UJW0	P61163	P60709	0.999194	0.999706	0.0	0.68753445	0.51418807	1.0	0.072563	0.105541	0.0	0.681951	0.699628	0.0	183.954	95.3279	1.0	-27.675640627131255	-24.204717506397994	0.0	0.77	0.2	1.0
SCF:0002311	AC:001999	P23993	P13194	P36213	0.321483	0.731248	0.0	0.88800177	0.67741169	1.0	0.388366	0.979608	0.0	0.385789	0.318839	1.0	0.0512545	0.0503206	1.0	-30.20628866215044	-28.696594986681074	0.0	0.63	0.46	1.0
SCF:0002086	AC:001797	E9NPX1	I0Z2Y0	I0YQ44	0.284747	0.144812	1.0	0.9292889	0.91329927	1.0	0.006112	0.004568	1.0	0.581799	0.623093	0.0	0.0153368	0.00729927	1.0	-26.912645876126348	-25.343104981737994	0.0	0.18	0.17	1.0
SCF:0002304	AC:001995	O81098	Q9M1A8	Q9FJ98	0.999728	0.999808	0.0	0.53640586	0.5788788	0.0	0.556143	0.004211	1.0	0.802308	0.647332	1.0	51.3679	0.647377	1.0	-27.247057140874993	-22.873305028997613	0.0	0.53	0.16	1.0
SCF:0002955	AC:002623	A0A2K1KIF2	A0A2K1JC42	A0A2K1JDE1	0.901352	0.993904	0.0	0.9982487	0.99667033	1.0	0.020397	0.938599	0.0	0.463931	0.499404	0.0	0.0314815	0.0299068	1.0	-26.99871352840353	-27.57830702882172	1.0	0.54	0.08	1.0
SCF:0000917	AC:000767	P24311	O00483	P09669	0.999935	0.999882	1.0	0.97584015	0.99195996	0.0	0.243725	0.70574	0.0	0.50829	0.550705	0.0	1.38817	0.201852	1.0	-26.366418724219006	-28.54415847166085	1.0	0.08	0.18	0.0
SCF:0002633	AC:002315	I7MDA9	Q24C31	Q23YW7	0.00457	0.000954	1.0	0.80610436	0.70987702	1.0	0.004189	0.004177	1.0	0.499569	0.25017	1.0	0.840368	0.492268	1.0	-31.493501619204377	-28.167204371207546	0.0	0.17	0.16	1.0
SCF:0000271	AC:000212	Q2V2P8	Q06675	P38313	0.877791	0.999834	0.0	0.80783308	0.65987444	1.0	0.007144	0.004178	1.0	0.44898	0.394454	1.0	0.433139	0.408769	1.0	-30.46238985556408	-28.84696581844708	0.0	0.17	0.18	0.0
SCF:0000888	AC:000730	A0A3Q7HSH1	P49215	A0A3Q7IN69	0.999935	0.999936	0.0	0.96625629	0.80563915	1.0	0.689038	0.702299	0.0	0.70745	0.815066	0.0	29.9411	80.9584	0.0	-30.229957010804622	-30.50485135765812	1.0	0.52	0.09	1.0
SCF:0003233	AC:002905	Q15843	Q9UBF6	P62877	0.999682	0.94694	1.0	0.45159324	0.47861416	0.0	0.947525	0.973169	0.0	0.294299	0.330822	0.0	223.719	230.052	0.0	-23.19794373486104	-25.635473165800697	1.0	0.19	0.12	1.0
SCF:0001049	AC:000862	Q39615	P14224	P14225	0.999614	0.99701	1.0	0.91665434	0.92144099	0.0	0.012979	0.042576	0.0	0.017592	0.088121	0.0	0.120101	0.104673	1.0	-30.94692123549842	-30.204019541102472	0.0	0.06	0.09	0.0
SCF:0001091	AC:000901	B5YM25	A0T0M9	A0T0M8	0.999125	0.997914	1.0	0.92670959	0.95080237	0.0	0.005193	0.008075	0.0	0.049979	0.143781	0.0	0.0144226	0.0254254	0.0	-30.121627111176	-30.232872931053123	1.0	0.15	0.21	0.0
SCF:0000374	AC:000287	Q75VY4	Q75VZ0	Q75VY6	0.999937	0.99994	0.0	0.9822236	0.97755921	1.0	0.101723	0.184748	0.0	0.752668	0.719079	1.0	0.00345512	0.0204011	0.0	-26.748782967667328	-26.774886774361757	1.0	0.13	0.24	0.0
SCF:0001373	AC:001169	Q9BTE1	P60709	Q9NZ32	0.999722	0.999827	0.0	0.51920108	0.78333015	0.0	0.733689	0.93481	0.0	0.802475	0.81743	0.0	210.81	347.027	0.0	-27.754267153427165	-26.292477687360602	0.0	0.14	0.1	1.0
SCF:0000330	AC:000251	O95456	P20618	P28066	0.999419	0.999743	0.0	0.5185628	0.50852832	1.0	0.004177	0.004175	1.0	0.637607	0.163833	1.0	1.20433	1.17517	1.0	-19.733587101905673	-19.184187507700845	0.0	0.39	0.39	0.5
SCF:0000679	AC:000581	P25342	P32468	P32457	0.99984	0.999817	1.0	0.47014933	0.33047965	1.0	0.011925	0.011098	1.0	0.182619	0.297902	0.0	189.882	208.667	0.0	-16.275408538177118	-11.451561489687126	0.0	0.71	0.68	1.0
SCF:0002266	AC:001964	P50370	Q08363	P37256	0.758458	0.013401	1.0	0.99958432	0.98479691	1.0	0.00453	0.011004	0.0	0.485399	0.499957	0.0	0.0	0.103306	0.0	-16.824694176689736	-19.704852715996672	1.0	0.42	0.46	0.0
SCF:0002904	AC:002580	A0A175JJM9	C4M5A0	C4M9F9	0.999931	0.99995	0.0	0.21566473	0.4041096	0.0	0.92252	0.825162	1.0	0.802235	0.847865	0.0	24.7091	84.7539	0.0	-28.473777611437654	-27.028786247724064	0.0	0.54	0.55	0.0
SCF:0000688	AC:000591	O15527	Q71DI3	P62807	0.000639	0.021026	0.0	0.38736375	0.45209017	0.0	0.004188	0.004346	0.0	0.619902	0.499183	1.0	3.27479	1.43431	1.0	-26.20996728267016	-22.47608615816503	0.0	0.09	0.18	0.0
SCF:0002123	AC:001820	P56767	Q9SY97	Q01667	0.99946	0.999613	0.0	0.87349466	0.90459378	0.0	0.228762	0.155967	1.0	0.459443	0.476955	0.0	0.0486223	0.0287601	1.0	-30.484828773916334	-30.405808613215157	0.0	0.14	0.15	0.0
SCF:0002110	AC:001814	A8IL21	A8J353	A8INX1	0.999922	0.000411	1.0	0.57186815	0.34662647	1.0	0.783718	0.004178	1.0	0.669093	0.417408	1.0	0.371784	0.233334	1.0	-24.53016559252443	-24.10017116450262	0.0	0.65	0.16	1.0
SCF:0003325	AC:003014	P06269	A0A1S3YU01	A0A1S3XP85	0.000148	6.9e-05	1.0	0.72642082	0.45598684	1.0	0.004181	0.004176	1.0	0.499291	0.332934	1.0	0.390394	0.218132	1.0	-29.76704276525872	-26.320773072994836	0.0	0.16	0.15	1.0
SCF:0001901	AC:001634	A0ACD6B9M2	A0ACD6B9M4	A0ACD6B9L6	0.980782	0.99943	0.0	0.97828293	0.94069859	1.0	0.00418	0.004222	0.0	0.478366	0.511956	0.0	0.204545	0.0391667	1.0	-23.154283376579937	-22.792408179971908	0.0	0.67	0.1	1.0
SCF:0002983	AC:002645	A0A2X1PQW4	C3SR57	C3SQT7	0.999936	0.999935	1.0	0.64957104	0.49076497	1.0	0.087004	0.149726	0.0	0.615264	0.079886	1.0	0.316436	1.06929	0.0	-9.255070382827274	-27.46125117386533	1.0	0.74	0.05	1.0
SCF:0000734	AC:000620	P13165	P23993	P13192	0.057128	0.828507	0.0	0.75076234	0.96963369	0.0	0.004268	0.595806	0.0	0.444294	0.515658	0.0	0.0	0.0	0.5	-26.17012629413154	-24.514729356841798	0.0	0.17	0.13	1.0
SCF:0000384	AC:000294	P62090	Q9SHE8	Q9S831	0.024542	0.000539	1.0	0.68072236	0.47852227	1.0	0.00945	0.00423	1.0	0.00028	0.000599	0.0	0.0	0.0	0.5	-25.876228144592258	-27.611924400636454	1.0	0.41	0.35	1.0
SCF:0002643	AC:002324	Q6YXK4	A0A2K1JLW2	A0A2K1JC42	0.999641	0.998203	1.0	0.97439367	0.95664426	1.0	0.004177	0.004174	1.0	0.211068	0.464784	0.0	0.0590726	0.0166985	1.0	-22.229870216404237	-25.041870085906435	1.0	0.12	0.33	0.0
SCF:0002290	AC:001980	P9WPU9	P9WPV5	P9WPV1	0.993537	0.999084	0.0	0.81940272	0.87350529	0.0	0.004189	0.00427	0.0	0.498934	0.320423	1.0	0.17396	1.21321	0.0	-13.229622397366585	-24.290609141550842	1.0	0.83	0.15	1.0
SCF:0001264	AC:001065	Q23RH8	Q23S01	Q22E95	0.997593	0.998917	0.0	0.99962345	0.99896052	1.0	0.004214	0.004175	1.0	0.598093	0.367837	1.0	0.1681	0.0597087	1.0	-26.171367574165373	-25.801464637120564	0.0	0.1	0.23	0.0
