scope	model	collection	record_id	score
all_taxa	PLM-Interact	Structural	AC:002171	0.999921
all_taxa	PLM-Interact	Structural	AC:002173	0.99114
all_taxa	PLM-Interact	Structural	AC:002174	0.573675
all_taxa	PLM-Interact	Structural	AC:002175	0.01631
all_taxa	PLM-Interact	Structural	AC:002177	0.989948
all_taxa	PLM-Interact	Structural	AC:002180	0.974603
all_taxa	PLM-Interact	Structural	AC:002184	0.990942
all_taxa	PLM-Interact	Structural	AC:002185	0.968436
all_taxa	PLM-Interact	Structural	AC:002186	0.999929
all_taxa	PLM-Interact	Structural	AC:002187	0.999893
all_taxa	PLM-Interact	Structural	AC:002188	0.992363
all_taxa	PLM-Interact	Structural	AC:002191	0.999804
all_taxa	PLM-Interact	Structural	AC:002192	0.998387
all_taxa	PLM-Interact	Structural	AC:002194	0.999943
all_taxa	PLM-Interact	Structural	AC:002195	0.99974
all_taxa	PLM-Interact	Structural	AC:002197	0.9996
all_taxa	PLM-Interact	Structural	AC:002198	0.992405
all_taxa	PLM-Interact	Structural	AC:002199	0.000529
all_taxa	PLM-Interact	Structural	AC:002200	0.979506
all_taxa	PLM-Interact	Structural	AC:002201	0.994782
all_taxa	PLM-Interact	Structural	AC:002202	0.006488
all_taxa	PLM-Interact	Structural	AC:002203	0.99606
all_taxa	PLM-Interact	Structural	AC:002204	0.996846
all_taxa	PLM-Interact	Structural	AC:002205	0.003817
all_taxa	PLM-Interact	Structural	AC:002206	0.004706
all_taxa	PLM-Interact	Structural	AC:002207	0.004705
all_taxa	PLM-Interact	Structural	AC:002208	0.992402
all_taxa	PLM-Interact	Structural	AC:002209	0.9451
all_taxa	PLM-Interact	Structural	AC:002210	0.996567
all_taxa	PLM-Interact	Structural	AC:002211	0.999127
all_taxa	PLM-Interact	Structural	AC:002213	0.95176
all_taxa	PLM-Interact	Structural	AC:002214	0.999609
all_taxa	PLM-Interact	Structural	AC:002215	0.000437
all_taxa	PLM-Interact	Structural	AC:002216	0.985807
all_taxa	PLM-Interact	Structural	AC:002217	0.999816
all_taxa	PLM-Interact	Structural	AC:002218	0.999828
all_taxa	PLM-Interact	Structural	AC:002219	0.999151
all_taxa	PLM-Interact	Structural	AC:002221	0.999173
all_taxa	PLM-Interact	Structural	AC:002222	0.999916
all_taxa	PLM-Interact	Structural	AC:002223	0.999649
all_taxa	PLM-Interact	Structural	AC:002224	0.993538
all_taxa	PLM-Interact	Structural	AC:002226	0.572483
all_taxa	PLM-Interact	Structural	AC:002227	0.909124
all_taxa	PLM-Interact	Structural	AC:002228	0.993542
all_taxa	PLM-Interact	Structural	AC:002229	0.024017
all_taxa	PLM-Interact	Structural	AC:002230	0.999779
all_taxa	PLM-Interact	Structural	AC:002231	0.982079
all_taxa	PLM-Interact	Structural	AC:002232	0.999516
all_taxa	PLM-Interact	Structural	AC:002233	0.999932
all_taxa	PLM-Interact	Structural	AC:002234	0.977999
all_taxa	PLM-Interact	Structural	AC:002235	0.999908
all_taxa	PLM-Interact	Structural	AC:002236	0.999922
all_taxa	PLM-Interact	Structural	AC:002237	0.999931
all_taxa	PLM-Interact	Structural	AC:002238	0.026704
all_taxa	PLM-Interact	Structural	AC:002240	0.999912
all_taxa	PLM-Interact	Structural	AC:002241	0.742027
all_taxa	PLM-Interact	Structural	AC:002243	0.482042
all_taxa	PLM-Interact	Structural	AC:002244	0.998632
all_taxa	PLM-Interact	Structural	AC:002245	0.402768
all_taxa	PLM-Interact	Structural	AC:002247	0.999792
all_taxa	PLM-Interact	Structural	AC:002248	0.135752
all_taxa	PLM-Interact	Structural	AC:002249	0.999945
all_taxa	PLM-Interact	Structural	AC:002250	0.999886
all_taxa	PLM-Interact	Structural	AC:002251	0.991738
all_taxa	PLM-Interact	Structural	AC:002253	0.999943
all_taxa	PLM-Interact	Structural	AC:002254	0.067372
all_taxa	PLM-Interact	Structural	AC:002255	0.999527
all_taxa	PLM-Interact	Structural	AC:002256	0.999936
all_taxa	PLM-Interact	Structural	AC:002257	0.999929
all_taxa	PLM-Interact	Structural	AC:002258	0.999934
all_taxa	PLM-Interact	Structural	AC:002259	0.035899
all_taxa	PLM-Interact	Structural	AC:002260	0.000137
all_taxa	PLM-Interact	Structural	AC:002262	0.999733
all_taxa	PLM-Interact	Structural	AC:002263	0.999943
all_taxa	PLM-Interact	Structural	AC:002264	0.00207
all_taxa	PLM-Interact	Structural	AC:002266	0.999865
all_taxa	PLM-Interact	Structural	AC:002267	0.998494
all_taxa	PLM-Interact	Structural	AC:002269	0.999802
all_taxa	PLM-Interact	Structural	AC:002270	0.00701
all_taxa	PLM-Interact	Structural	AC:002271	0.925061
all_taxa	PLM-Interact	Structural	AC:002272	0.999855
all_taxa	PLM-Interact	Structural	AC:002273	0.991974
all_taxa	PLM-Interact	Structural	AC:002274	0.99982
all_taxa	PLM-Interact	Structural	AC:002277	0.999055
all_taxa	PLM-Interact	Structural	AC:002278	0.0002
all_taxa	PLM-Interact	Structural	AC:002279	0.999944
all_taxa	PLM-Interact	Structural	AC:002282	0.973732
all_taxa	PLM-Interact	Structural	AC:002283	0.999298
all_taxa	PLM-Interact	Structural	AC:002284	0.999917
all_taxa	PLM-Interact	Structural	AC:002285	0.639692
all_taxa	PLM-Interact	Structural	AC:002286	0.999913
all_taxa	PLM-Interact	Structural	AC:002287	0.000719
all_taxa	PLM-Interact	Structural	AC:002288	0.99937
all_taxa	PLM-Interact	Structural	AC:002289	0.991369
all_taxa	PLM-Interact	Structural	AC:002290	0.999937
all_taxa	PLM-Interact	Structural	AC:002291	0.999938
all_taxa	PLM-Interact	Structural	AC:002292	0.999768
all_taxa	PLM-Interact	Structural	AC:002293	0.999924
all_taxa	PLM-Interact	Structural	AC:002295	0.80586
all_taxa	PLM-Interact	Structural	AC:002296	0.00013
all_taxa	PLM-Interact	Structural	AC:002298	0.999915
all_taxa	PLM-Interact	Structural	AC:002300	0.004071
all_taxa	PLM-Interact	Structural	AC:002301	0.000349
all_taxa	PLM-Interact	Structural	AC:002302	0.029194
all_taxa	PLM-Interact	Structural	AC:002304	0.999943
all_taxa	PLM-Interact	Structural	AC:002305	0.000513
all_taxa	PLM-Interact	Structural	AC:002307	0.998539
all_taxa	PLM-Interact	Structural	AC:002308	0.997929
all_taxa	PLM-Interact	Structural	AC:002310	0.974708
all_taxa	PLM-Interact	Structural	AC:002312	0.974886
all_taxa	PLM-Interact	Structural	AC:002313	0.995342
all_taxa	PLM-Interact	Structural	AC:002314	0.999195
all_taxa	PLM-Interact	Structural	AC:002315	0.000954
all_taxa	PLM-Interact	Structural	AC:002316	0.006152
all_taxa	PLM-Interact	Structural	AC:002317	0.000368
all_taxa	PLM-Interact	Structural	AC:002319	0.999905
all_taxa	PLM-Interact	Structural	AC:002320	0.999824
all_taxa	PLM-Interact	Structural	AC:002321	0.999769
all_taxa	PLM-Interact	Structural	AC:002322	0.9998
all_taxa	PLM-Interact	Structural	AC:002323	0.000602
all_taxa	PLM-Interact	Structural	AC:002324	0.998203
all_taxa	PLM-Interact	Structural	AC:002325	0.996776
all_taxa	PLM-Interact	Structural	AC:002326	0.006379
all_taxa	PLM-Interact	Structural	AC:002327	0.636576
all_taxa	PLM-Interact	Structural	AC:002328	0.989214
all_taxa	PLM-Interact	Structural	AC:002329	0.876702
all_taxa	PLM-Interact	Structural	AC:002330	0.999932
all_taxa	PLM-Interact	Structural	AC:002331	0.725419
all_taxa	PLM-Interact	Structural	AC:002332	0.788229
all_taxa	PLM-Interact	Structural	AC:002333	0.996276
all_taxa	PLM-Interact	Structural	AC:002334	0.999907
all_taxa	PLM-Interact	Structural	AC:002335	0.0002
all_taxa	PLM-Interact	Structural	AC:002336	0.890167
all_taxa	PLM-Interact	Structural	AC:002337	0.99984
all_taxa	PLM-Interact	Structural	AC:002338	0.999872
all_taxa	PLM-Interact	Structural	AC:002339	0.999923
all_taxa	PLM-Interact	Structural	AC:002340	0.997081
all_taxa	PLM-Interact	Structural	AC:002343	0.99992
all_taxa	PLM-Interact	Structural	AC:002344	0.999693
all_taxa	PLM-Interact	Structural	AC:002345	0.97031
all_taxa	PLM-Interact	Structural	AC:002347	0.002579
all_taxa	PLM-Interact	Structural	AC:002349	0.99951
all_taxa	PLM-Interact	Structural	AC:002352	0.999863
all_taxa	PLM-Interact	Structural	AC:002353	0.601023
all_taxa	PLM-Interact	Structural	AC:002354	0.999284
all_taxa	PLM-Interact	Structural	AC:002356	0.746668
all_taxa	PLM-Interact	Structural	AC:002358	0.999871
all_taxa	PLM-Interact	Structural	AC:002360	0.995367
all_taxa	PLM-Interact	Structural	AC:002361	0.998632
all_taxa	PLM-Interact	Structural	AC:002362	0.995738
all_taxa	PLM-Interact	Structural	AC:002363	0.999943
all_taxa	PLM-Interact	Structural	AC:002364	0.068979
all_taxa	PLM-Interact	Structural	AC:002366	0.002013
all_taxa	PLM-Interact	Structural	AC:002368	0.99954
all_taxa	PLM-Interact	Structural	AC:002369	0.002803
all_taxa	PLM-Interact	Structural	AC:002371	0.311985
all_taxa	PLM-Interact	Structural	AC:002373	0.909263
all_taxa	PLM-Interact	Structural	AC:002374	0.95116
all_taxa	PLM-Interact	Structural	AC:002375	0.683248
all_taxa	PLM-Interact	Structural	AC:002376	0.86038
all_taxa	PLM-Interact	Structural	AC:002378	0.642724
all_taxa	PLM-Interact	Structural	AC:002379	0.99994
all_taxa	PLM-Interact	Structural	AC:002380	0.999327
all_taxa	PLM-Interact	Structural	AC:002381	0.011293
all_taxa	PLM-Interact	Structural	AC:002382	0.999883
all_taxa	PLM-Interact	Structural	AC:002383	0.001503
all_taxa	PLM-Interact	Structural	AC:002384	0.999938
all_taxa	PLM-Interact	Structural	AC:002386	0.018886
all_taxa	PLM-Interact	Structural	AC:002387	0.999948
all_taxa	PLM-Interact	Structural	AC:002388	0.000541
all_taxa	PLM-Interact	Structural	AC:002389	0.999531
all_taxa	PLM-Interact	Structural	AC:002390	0.736099
all_taxa	PLM-Interact	Structural	AC:002391	0.998405
all_taxa	PLM-Interact	Structural	AC:002392	0.034966
all_taxa	PLM-Interact	Structural	AC:002393	0.999707
all_taxa	PLM-Interact	Structural	AC:002394	0.999913
all_taxa	PLM-Interact	Structural	AC:002395	0.999911
all_taxa	PLM-Interact	Structural	AC:002396	0.843584
all_taxa	PLM-Interact	Structural	AC:002397	0.999849
all_taxa	PLM-Interact	Structural	AC:002398	0.999517
all_taxa	PLM-Interact	Structural	AC:002399	0.95401
all_taxa	PLM-Interact	Structural	AC:002400	0.002012
all_taxa	PLM-Interact	Structural	AC:002401	0.997232
all_taxa	PLM-Interact	Structural	AC:002402	0.006876
all_taxa	PLM-Interact	Structural	AC:002403	0.593929
all_taxa	PLM-Interact	Structural	AC:002404	0.999905
all_taxa	PLM-Interact	Structural	AC:002405	0.9999
all_taxa	PLM-Interact	Structural	AC:002406	0.998978
all_taxa	PLM-Interact	Structural	AC:002407	0.999379
all_taxa	PLM-Interact	Structural	AC:002408	0.99983
all_taxa	PLM-Interact	Structural	AC:002409	0.999826
all_taxa	PLM-Interact	Structural	AC:002410	0.999572
all_taxa	PLM-Interact	Structural	AC:002411	0.994559
all_taxa	PLM-Interact	Structural	AC:002412	0.999929
all_taxa	PLM-Interact	Structural	AC:002414	0.99635
all_taxa	PLM-Interact	Structural	AC:002415	0.976218
all_taxa	PLM-Interact	Structural	AC:002416	0.993244
all_taxa	PLM-Interact	Structural	AC:002417	0.90511
all_taxa	PLM-Interact	Structural	AC:002418	0.998814
all_taxa	PLM-Interact	Structural	AC:002421	6.6e-05
all_taxa	PLM-Interact	Structural	AC:002423	0.998522
all_taxa	PLM-Interact	Structural	AC:002424	0.999701
all_taxa	PLM-Interact	Structural	AC:002425	0.000119
all_taxa	PLM-Interact	Structural	AC:002426	0.999899
all_taxa	PLM-Interact	Structural	AC:002427	0.996395
all_taxa	PLM-Interact	Structural	AC:002428	0.998996
all_taxa	PLM-Interact	Structural	AC:002429	0.527573
all_taxa	PLM-Interact	Structural	AC:002431	0.999646
all_taxa	PLM-Interact	Structural	AC:002432	0.999899
all_taxa	PLM-Interact	Structural	AC:002433	0.952079
all_taxa	PLM-Interact	Structural	AC:002436	0.035596
all_taxa	PLM-Interact	Structural	AC:002437	0.683587
all_taxa	PLM-Interact	Structural	AC:002439	0.999923
all_taxa	PLM-Interact	Structural	AC:002440	0.994593
all_taxa	PLM-Interact	Structural	AC:002441	0.993704
all_taxa	PLM-Interact	Structural	AC:002442	0.996172
all_taxa	PLM-Interact	Structural	AC:002443	0.589735
all_taxa	PLM-Interact	Structural	AC:002444	0.837443
all_taxa	PLM-Interact	Structural	AC:002445	0.999848
all_taxa	PLM-Interact	Structural	AC:002446	0.99992
all_taxa	PLM-Interact	Structural	AC:002447	0.999938
all_taxa	PLM-Interact	Structural	AC:002448	0.999853
all_taxa	PLM-Interact	Structural	AC:002450	0.022134
all_taxa	PLM-Interact	Structural	AC:002451	0.999831
all_taxa	PLM-Interact	Structural	AC:002453	0.999843
all_taxa	PLM-Interact	Structural	AC:002455	0.999801
all_taxa	PLM-Interact	Structural	AC:002456	0.999892
all_taxa	PLM-Interact	Structural	AC:002457	0.999257
all_taxa	PLM-Interact	Structural	AC:002459	7e-05
all_taxa	PLM-Interact	Structural	AC:002460	0.999924
all_taxa	PLM-Interact	Structural	AC:002461	0.997339
all_taxa	PLM-Interact	Structural	AC:002462	0.962995
all_taxa	PLM-Interact	Structural	AC:002463	0.999898
all_taxa	PLM-Interact	Structural	AC:002464	0.846868
all_taxa	PLM-Interact	Structural	AC:002465	0.998357
all_taxa	PLM-Interact	Structural	AC:002466	0.001474
all_taxa	PLM-Interact	Structural	AC:002468	0.997369
all_taxa	PLM-Interact	Structural	AC:002469	0.011133
all_taxa	PLM-Interact	Structural	AC:002471	0.000993
all_taxa	PLM-Interact	Structural	AC:002473	0.999405
all_taxa	PLM-Interact	Structural	AC:002475	0.005685
all_taxa	PLM-Interact	Structural	AC:002476	0.950343
all_taxa	PLM-Interact	Structural	AC:002477	0.998803
all_taxa	PLM-Interact	Structural	AC:002479	0.999832
all_taxa	PLM-Interact	Structural	AC:002481	0.047989
all_taxa	PLM-Interact	Structural	AC:002482	0.004966
all_taxa	PLM-Interact	Structural	AC:002483	0.011753
all_taxa	PLM-Interact	Structural	AC:002484	0.97546
all_taxa	PLM-Interact	Structural	AC:002486	0.26496
all_taxa	PLM-Interact	Structural	AC:002487	0.19962
all_taxa	PLM-Interact	Structural	AC:002490	0.988746
all_taxa	PLM-Interact	Structural	AC:002491	0.999771
all_taxa	PLM-Interact	Structural	AC:002492	0.998
all_taxa	PLM-Interact	Structural	AC:002493	0.002967
all_taxa	PLM-Interact	Structural	AC:002494	0.989952
all_taxa	PLM-Interact	Structural	AC:002495	0.987606
all_taxa	PLM-Interact	Structural	AC:002496	0.994352
all_taxa	PLM-Interact	Structural	AC:002497	0.998776
all_taxa	PLM-Interact	Structural	AC:002499	0.000625
all_taxa	PLM-Interact	Structural	AC:002500	0.99931
all_taxa	PLM-Interact	Structural	AC:002501	0.999296
all_taxa	PLM-Interact	Structural	AC:002502	0.999793
all_taxa	PLM-Interact	Structural	AC:002503	0.998481
all_taxa	PLM-Interact	Structural	AC:002504	0.999767
all_taxa	PLM-Interact	Structural	AC:002506	0.001769
all_taxa	PLM-Interact	Structural	AC:002507	0.02965
all_taxa	PLM-Interact	Structural	AC:002508	0.070795
all_taxa	PLM-Interact	Structural	AC:002509	0.001298
all_taxa	PLM-Interact	Structural	AC:002510	0.714753
all_taxa	PLM-Interact	Structural	AC:002513	0.999776
all_taxa	PLM-Interact	Structural	AC:002514	0.999295
all_taxa	PLM-Interact	Structural	AC:002515	0.999923
all_taxa	PLM-Interact	Structural	AC:002516	0.999697
all_taxa	PLM-Interact	Structural	AC:002517	0.998482
all_taxa	PLM-Interact	Structural	AC:002518	0.998987
all_taxa	PLM-Interact	Structural	AC:002519	0.057896
all_taxa	PLM-Interact	Structural	AC:002520	0.999372
all_taxa	PLM-Interact	Structural	AC:002522	0.999936
all_taxa	PLM-Interact	Structural	AC:002523	0.999941
all_taxa	PLM-Interact	Structural	AC:002524	0.986516
all_taxa	PLM-Interact	Structural	AC:002525	0.999851
all_taxa	PLM-Interact	Structural	AC:002526	0.979867
all_taxa	PLM-Interact	Structural	AC:002527	0.999707
all_taxa	PLM-Interact	Structural	AC:002528	0.519211
all_taxa	PLM-Interact	Structural	AC:002529	0.90511
all_taxa	PLM-Interact	Structural	AC:002531	0.024231
all_taxa	PLM-Interact	Structural	AC:002532	0.999887
all_taxa	PLM-Interact	Structural	AC:002533	0.998413
all_taxa	PLM-Interact	Structural	AC:002534	0.997423
all_taxa	PLM-Interact	Structural	AC:002535	0.999407
all_taxa	PLM-Interact	Structural	AC:002536	0.999943
all_taxa	PLM-Interact	Structural	AC:002537	0.988513
all_taxa	PLM-Interact	Structural	AC:002538	0.989654
all_taxa	PLM-Interact	Structural	AC:002539	0.999892
all_taxa	PLM-Interact	Structural	AC:002541	0.999788
all_taxa	PLM-Interact	Structural	AC:002543	0.91538
all_taxa	PLM-Interact	Structural	AC:002545	0.999938
all_taxa	PLM-Interact	Structural	AC:002546	0.000421
all_taxa	PLM-Interact	Structural	AC:002548	0.999836
all_taxa	PLM-Interact	Structural	AC:002549	0.00038
all_taxa	PLM-Interact	Structural	AC:002550	0.999759
all_taxa	PLM-Interact	Structural	AC:002552	5.9e-05
all_taxa	PLM-Interact	Structural	AC:002553	0.999828
all_taxa	PLM-Interact	Structural	AC:002555	7.4e-05
all_taxa	PLM-Interact	Structural	AC:002557	0.997478
all_taxa	PLM-Interact	Structural	AC:002558	0.999941
all_taxa	PLM-Interact	Structural	AC:002559	0.007747
all_taxa	PLM-Interact	Structural	AC:002560	0.069453
all_taxa	PLM-Interact	Structural	AC:002561	0.151493
all_taxa	PLM-Interact	Structural	AC:002562	0.998528
all_taxa	PLM-Interact	Structural	AC:002563	0.003728
all_taxa	PLM-Interact	Structural	AC:002564	0.999846
all_taxa	PLM-Interact	Structural	AC:002565	0.999946
all_taxa	PLM-Interact	Structural	AC:002566	0.877267
all_taxa	PLM-Interact	Structural	AC:002567	0.00098
all_taxa	PLM-Interact	Structural	AC:002568	0.999819
all_taxa	PLM-Interact	Structural	AC:002569	0.042116
all_taxa	PLM-Interact	Structural	AC:002570	0.999943
all_taxa	PLM-Interact	Structural	AC:002571	0.994414
all_taxa	PLM-Interact	Structural	AC:002572	0.999376
all_taxa	PLM-Interact	Structural	AC:002573	0.999105
all_taxa	PLM-Interact	Structural	AC:002574	0.000391
all_taxa	PLM-Interact	Structural	AC:002575	0.999936
all_taxa	PLM-Interact	Structural	AC:002577	0.999008
all_taxa	PLM-Interact	Structural	AC:002578	0.999703
all_taxa	PLM-Interact	Structural	AC:002579	0.986401
all_taxa	PLM-Interact	Structural	AC:002580	0.99995
all_taxa	PLM-Interact	Structural	AC:002581	0.999941
all_taxa	PLM-Interact	Structural	AC:002582	0.00187
all_taxa	PLM-Interact	Structural	AC:002583	0.999214
all_taxa	PLM-Interact	Structural	AC:002584	0.02091
all_taxa	PLM-Interact	Structural	AC:002586	0.999731
all_taxa	PLM-Interact	Structural	AC:002588	0.99993
all_taxa	PLM-Interact	Structural	AC:002589	0.725538
all_taxa	PLM-Interact	Structural	AC:002590	0.997303
all_taxa	PLM-Interact	Structural	AC:002591	0.982497
all_taxa	PLM-Interact	Structural	AC:002592	0.997071
all_taxa	PLM-Interact	Structural	AC:002593	0.999879
all_taxa	PLM-Interact	Structural	AC:002594	0.130866
all_taxa	PLM-Interact	Structural	AC:002595	0.007686
all_taxa	PLM-Interact	Structural	AC:002596	0.999677
all_taxa	PLM-Interact	Structural	AC:002597	0.999785
all_taxa	PLM-Interact	Structural	AC:002598	0.999945
all_taxa	PLM-Interact	Structural	AC:002599	0.998214
all_taxa	PLM-Interact	Structural	AC:002601	0.000643
all_taxa	PLM-Interact	Structural	AC:002603	0.000161
all_taxa	PLM-Interact	Structural	AC:002604	0.999058
all_taxa	PLM-Interact	Structural	AC:002607	0.95551
all_taxa	PLM-Interact	Structural	AC:002608	0.999886
all_taxa	PLM-Interact	Structural	AC:002609	0.999696
all_taxa	PLM-Interact	Structural	AC:002610	0.999454
all_taxa	PLM-Interact	Structural	AC:002611	0.999942
all_taxa	PLM-Interact	Structural	AC:002612	0.999943
all_taxa	PLM-Interact	Structural	AC:002613	0.998816
all_taxa	PLM-Interact	Structural	AC:002614	0.999907
all_taxa	PLM-Interact	Structural	AC:002615	0.999864
all_taxa	PLM-Interact	Structural	AC:002616	0.98721
all_taxa	PLM-Interact	Structural	AC:002617	0.998537
all_taxa	PLM-Interact	Structural	AC:002618	0.975879
all_taxa	PLM-Interact	Structural	AC:002619	6e-05
all_taxa	PLM-Interact	Structural	AC:002620	0.975384
all_taxa	PLM-Interact	Structural	AC:002621	0.999935
all_taxa	PLM-Interact	Structural	AC:002622	0.999893
all_taxa	PLM-Interact	Structural	AC:002623	0.993904
all_taxa	PLM-Interact	Structural	AC:002625	0.999736
all_taxa	PLM-Interact	Structural	AC:002626	0.081431
all_taxa	PLM-Interact	Structural	AC:002628	0.999925
all_taxa	PLM-Interact	Structural	AC:002629	0.999938
all_taxa	PLM-Interact	Structural	AC:002630	0.990171
all_taxa	PLM-Interact	Structural	AC:002631	0.999945
all_taxa	PLM-Interact	Structural	AC:002632	0.999939
all_taxa	PLM-Interact	Structural	AC:002633	0.998666
all_taxa	PLM-Interact	Structural	AC:002634	0.781191
all_taxa	PLM-Interact	Structural	AC:002635	0.983589
all_taxa	PLM-Interact	Structural	AC:002636	0.961154
all_taxa	PLM-Interact	Structural	AC:002637	0.999847
all_taxa	PLM-Interact	Structural	AC:002638	0.005231
all_taxa	PLM-Interact	Structural	AC:002639	0.005676
all_taxa	PLM-Interact	Structural	AC:002640	0.999812
all_taxa	PLM-Interact	Structural	AC:002642	0.413379
all_taxa	PLM-Interact	Structural	AC:002643	0.999926
all_taxa	PLM-Interact	Structural	AC:002644	0.000286
all_taxa	PLM-Interact	Structural	AC:002645	0.999935
all_taxa	PLM-Interact	Structural	AC:002646	0.998697
all_taxa	PLM-Interact	Structural	AC:002647	0.000707
all_taxa	PLM-Interact	Structural	AC:002649	0.000882
all_taxa	PLM-Interact	Structural	AC:002650	0.010203
all_taxa	PLM-Interact	Structural	AC:002651	0.000189
all_taxa	PLM-Interact	Structural	AC:002652	0.998098
all_taxa	PLM-Interact	Structural	AC:002653	0.999153
all_taxa	PLM-Interact	Structural	AC:002655	0.999596
all_taxa	PLM-Interact	Structural	AC:002656	0.897753
all_taxa	PLM-Interact	Structural	AC:002657	0.992628
all_taxa	PLM-Interact	Structural	AC:002658	0.000365
all_taxa	PLM-Interact	Structural	AC:002659	0.999921
all_taxa	PLM-Interact	Structural	AC:002660	0.999328
all_taxa	PLM-Interact	Structural	AC:002661	0.999871
all_taxa	PLM-Interact	Structural	AC:002662	0.999924
all_taxa	PLM-Interact	Structural	AC:002663	0.999859
all_taxa	PLM-Interact	Structural	AC:002664	0.998576
all_taxa	PLM-Interact	Structural	AC:002665	0.999915
all_taxa	PLM-Interact	Structural	AC:002666	0.001992
all_taxa	PLM-Interact	Structural	AC:002667	0.027209
all_taxa	PLM-Interact	Structural	AC:002668	0.999718
all_taxa	PLM-Interact	Structural	AC:002669	0.000615
all_taxa	PLM-Interact	Structural	AC:002671	0.999885
all_taxa	PLM-Interact	Structural	AC:002672	0.569755
all_taxa	PLM-Interact	Structural	AC:002674	0.999329
all_taxa	PLM-Interact	Structural	AC:002675	0.997293
all_taxa	PLM-Interact	Structural	AC:002677	0.99739
all_taxa	PLM-Interact	Structural	AC:002678	0.999796
all_taxa	PLM-Interact	Structural	AC:002679	0.841543
all_taxa	PLM-Interact	Structural	AC:002680	0.001268
all_taxa	PLM-Interact	Structural	AC:002681	0.999936
all_taxa	PLM-Interact	Structural	AC:002683	9.5e-05
all_taxa	PLM-Interact	Structural	AC:002684	0.996705
all_taxa	PLM-Interact	Structural	AC:002685	0.108968
all_taxa	PLM-Interact	Structural	AC:002686	0.997855
all_taxa	PLM-Interact	Structural	AC:002687	0.999358
all_taxa	PLM-Interact	Structural	AC:002688	0.027415
all_taxa	PLM-Interact	Structural	AC:002689	0.999811
all_taxa	PLM-Interact	Structural	AC:002690	0.460797
all_taxa	PLM-Interact	Structural	AC:002691	0.998122
all_taxa	PLM-Interact	Structural	AC:002692	0.017696
all_taxa	PLM-Interact	Structural	AC:002693	0.999732
all_taxa	PLM-Interact	Structural	AC:002694	0.999927
all_taxa	PLM-Interact	Structural	AC:002695	0.389356
all_taxa	PLM-Interact	Structural	AC:002697	0.999839
all_taxa	PLM-Interact	Structural	AC:002698	0.998975
all_taxa	PLM-Interact	Structural	AC:002699	0.372747
all_taxa	PLM-Interact	Structural	AC:002700	0.999386
all_taxa	PLM-Interact	Structural	AC:002702	0.999898
all_taxa	PLM-Interact	Structural	AC:002704	0.000243
all_taxa	PLM-Interact	Structural	AC:002705	0.999934
all_taxa	PLM-Interact	Structural	AC:002706	0.158214
all_taxa	PLM-Interact	Structural	AC:002707	0.999721
all_taxa	PLM-Interact	Structural	AC:002708	0.999516
all_taxa	PLM-Interact	Structural	AC:002709	0.242588
all_taxa	PLM-Interact	Structural	AC:002710	0.999351
all_taxa	PLM-Interact	Structural	AC:002711	0.999756
all_taxa	PLM-Interact	Structural	AC:002713	0.000912
all_taxa	PLM-Interact	Structural	AC:002714	0.009224
all_taxa	PLM-Interact	Structural	AC:002716	0.999948
all_taxa	PLM-Interact	Structural	AC:002717	0.998049
all_taxa	PLM-Interact	Structural	AC:002718	0.996857
all_taxa	PLM-Interact	Structural	AC:002719	0.999724
all_taxa	PLM-Interact	Structural	AC:002720	0.997016
all_taxa	PLM-Interact	Structural	AC:002721	0.999611
all_taxa	PLM-Interact	Structural	AC:002723	0.999936
all_taxa	PLM-Interact	Structural	AC:002724	0.000273
all_taxa	PLM-Interact	Structural	AC:002725	0.970221
all_taxa	PLM-Interact	Structural	AC:002726	0.99957
all_taxa	PLM-Interact	Structural	AC:002728	0.013591
all_taxa	PLM-Interact	Structural	AC:002729	0.999936
all_taxa	PLM-Interact	Structural	AC:002730	0.001135
all_taxa	PLM-Interact	Structural	AC:002731	0.999534
all_taxa	PLM-Interact	Structural	AC:002732	0.895495
all_taxa	PLM-Interact	Structural	AC:002733	0.999299
all_taxa	PLM-Interact	Structural	AC:002735	0.991023
all_taxa	PLM-Interact	Structural	AC:002736	0.999781
all_taxa	PLM-Interact	Structural	AC:002737	0.999164
all_taxa	PLM-Interact	Structural	AC:002740	0.999733
all_taxa	PLM-Interact	Structural	AC:002741	0.000372
all_taxa	PLM-Interact	Structural	AC:002744	0.001304
all_taxa	PLM-Interact	Structural	AC:002745	0.999944
all_taxa	PLM-Interact	Structural	AC:002747	0.996218
all_taxa	PLM-Interact	Structural	AC:002748	0.995815
all_taxa	PLM-Interact	Structural	AC:002749	0.999872
all_taxa	PLM-Interact	Structural	AC:002751	0.999601
all_taxa	PLM-Interact	Structural	AC:002752	0.136433
all_taxa	PLM-Interact	Structural	AC:002754	0.964939
all_taxa	PLM-Interact	Structural	AC:002755	0.000135
all_taxa	PLM-Interact	Structural	AC:002756	0.999922
all_taxa	PLM-Interact	Structural	AC:002757	0.997419
all_taxa	PLM-Interact	Structural	AC:002758	0.997753
all_taxa	PLM-Interact	Structural	AC:002759	0.100292
all_taxa	PLM-Interact	Structural	AC:002760	0.128891
all_taxa	PLM-Interact	Structural	AC:002761	0.998037
all_taxa	PLM-Interact	Structural	AC:002762	0.999563
all_taxa	PLM-Interact	Structural	AC:002763	0.216789
all_taxa	PLM-Interact	Structural	AC:002764	0.499163
all_taxa	PLM-Interact	Structural	AC:002765	0.999823
