triplet_id	anchor	negative_partner_c	positive_partner_d	counterfactual_grade_provisional	assembly_size_stratum	sequence_similarity_bin	plminteract_ac	plminteract_ad	plminteract_finetuned_ac	plminteract_finetuned_ad	dscript_ac	dscript_ad	topsy_turvy_ac	topsy_turvy_ad
SCF:0001362	P21470	P04969	P21467	CF-B-provisional	11_24	remote_sequence	0.999946	0.999915	0.521231	0.746682	0.835340	0.746439	0.328966	0.792417
SCF:0001363	Q3E7B6	P32341	P53262	CF-B-provisional	11_24	remote_sequence	0.999808	0.989259	0.267312	0.959084	0.004187	0.004175	0.204663	0.004464
SCF:0001364	P18384	P07611	P16710	CF-A-provisional	3_10	medium	0.001755	0.000391	0.007417	0.984471	0.004194	0.004180	0.520516	0.470270
SCF:0001365	A0A1B2U0Q7	A0A1B2U0I9	A0A1J7CBX1	CF-B-provisional	11_24	remote_sequence	0.999942	0.999933	0.285527	0.873581	0.920065	0.814109	0.494925	0.324462
SCF:0001366	Q9SN86	A8MPR5	F4KF14	CF-B-provisional	11_24	medium	0.003489	0.004251	0.032189	0.268501	0.004179	0.004265	0.051396	0.122903
SCF:0001367	Q9SN86	A8MPR5	Q9SAJ3	CF-B-provisional	11_24	medium	0.003489	0.008210	0.032189	0.285728	0.004179	0.004684	0.051396	0.014827
SCF:0001368	P50990	Q9UHV9	O15212	CF-B-provisional	11_24	remote_sequence	0.999862	0.999853	0.089435	0.733554	0.004207	0.004193	0.396470	0.334621
SCF:0001369	Q9UHV9	P50990	P40227	CF-B-provisional	11_24	remote_sequence	0.999862	0.999897	0.089435	0.830289	0.004207	0.004295	0.396470	0.270296
SCF:0001370	A0ACD6B9M6	A0ACD6B9M9	A0ACD6B9K7	CF-B-provisional	11_24	medium	0.999927	0.999803	0.521833	0.969931	0.004228	0.004670	0.467142	0.254869
SCF:0001371	A0ACD6B9M9	A0ACD6B9M6	A0ACD6B9K7	CF-B-provisional	11_24	medium	0.999927	0.999734	0.521833	0.927291	0.004228	0.004325	0.467142	0.171346
SCF:0001372	Q9BTE1	P60709	F2Z5G5	CF-B-provisional	11_24	high	0.999827	0.879269	0.998034	0.136141	0.934810	0.183764	0.817430	0.836836
SCF:0001373	Q9BTE1	P60709	Q9NZ32	CF-B-provisional	11_24	medium	0.999827	0.999722	0.998034	0.941970	0.934810	0.733689	0.817430	0.802475
SCF:0001374	W5EP45	W5FEZ3	Q8L806	CF-B-provisional	11_24	remote_sequence	0.999894	0.999914	0.161625	0.903279	0.769858	0.944876	0.738792	0.736226
SCF:0001375	A0A2K3E6S5	O19930	P92277	CF-B-provisional	11_24	remote_sequence	0.000170	0.000293	0.054994	0.558753	0.004917	0.005133	0.176413	0.138224
SCF:0001376	O19930	A0A2K3E6S5	P12853	CF-B-provisional	11_24	remote_sequence	0.000170	0.958419	0.054994	0.948189	0.004917	0.004444	0.176413	0.496930
SCF:0001377	Q8LCQ4	Q9SUI4	Q9LVM2	CF-B-provisional	11_24	medium	0.996007	0.000940	0.171259	0.844936	0.214736	0.004204	0.661512	0.662858
SCF:0001378	Q8LCQ4	Q9SUI4	P27521	CF-B-provisional	11_24	remote_sequence	0.996007	0.999898	0.171259	0.766057	0.214736	0.057802	0.661512	0.694649
SCF:0001379	Q9SUI4	Q8LCQ4	Q9SHR7	CF-B-provisional	11_24	medium	0.996007	0.999684	0.171259	0.798521	0.214736	0.930703	0.661512	0.600299
SCF:0001380	P53840	P24279	P30665	CF-B-provisional	11_24	medium	0.205480	0.002921	0.115739	0.901048	0.004242	0.004178	0.687052	0.689713
SCF:0001381	P53840	P24279	P29469	CF-B-provisional	11_24	medium	0.205480	0.038758	0.115739	0.943475	0.004242	0.006138	0.687052	0.698045
SCF:0001382	P53840	P24279	P53091	CF-B-provisional	11_24	medium	0.205480	0.035602	0.115739	0.964655	0.004242	0.004195	0.687052	0.680829
SCF:0001383	E9NPW6	I0YP72	I0YQ46	CF-B-provisional	11_24	medium	0.300245	0.999763	0.074653	0.908490	0.005066	0.004760	0.597699	0.648577
SCF:0001384	P33448	P53969	P23644	CF-B-provisional	3_10	remote_sequence	0.997670	0.999232	0.446503	0.952902	0.004231	0.004476	0.141177	0.147221
SCF:0001385	B6U534	B6TXS5	O65101	CF-B-provisional	11_24	remote_sequence	0.998347	0.998931	0.386166	0.477723	0.004357	0.004311	0.266699	0.557303
SCF:0001386	Q9P6Q0	P87310	O13964	CF-B-provisional	11_24	remote_sequence	0.999938	0.999294	0.096650	0.876191	0.004224	0.025331	0.619309	0.529768
SCF:0001387	A8ISA4	A0A2K3DHV6	A0A2K3CRM9	CF-B-provisional	11_24	remote_sequence	0.009664	0.006016	0.174453	0.898240	0.004177	0.004175	0.167991	0.060874
SCF:0001388	Q7Z4L5	Q8NEZ3	Q9P2L0	CF-B-provisional	3_10	remote_sequence	0.877423	0.208444	0.087685	0.966608	0.004318	0.004382	0.737419	0.732174
SCF:0001389	Q8NEZ3	Q7Z4L5	Q9P2L0	CF-B-provisional	3_10	remote_sequence	0.877423	0.031869	0.087685	0.952586	0.004318	0.004182	0.737419	0.740184
SCF:0001390	P02721	Q28852	P07926	CF-B-provisional	11_24	remote_sequence	0.999677	0.999514	0.315142	0.980876	0.974135	0.963669	0.773712	0.584670
SCF:0001391	B8BRQ8	B8CEQ3	B8BYV4	CF-B-provisional	11_24	medium	0.999310	0.999593	0.546610	0.884319	0.004210	0.004302	0.395331	0.612664
SCF:0001392	B8BRQ8	B8CEQ3	B8C770	CF-B-provisional	11_24	medium	0.999310	0.999608	0.546610	0.941487	0.004210	0.004322	0.395331	0.441489
SCF:0001393	B8BRQ8	B8CEQ3	B8BU33	CF-B-provisional	11_24	medium	0.999310	0.999521	0.546610	0.865022	0.004210	0.004626	0.395331	0.435752
SCF:0001394	B8CEQ3	B8BRQ8	B8C0K4	CF-B-provisional	11_24	remote_sequence	0.999310	0.999928	0.546610	0.977965	0.004210	0.004860	0.395331	0.593137
SCF:0001395	Q75VY7	Q75VY9	Q05093	CF-B-provisional	11_24	high	0.999933	0.999932	0.531503	0.883452	0.006142	0.363543	0.779355	0.699962
SCF:0001396	Q75VY7	Q75VY9	Q84Y02	CF-B-provisional	11_24	medium	0.999933	0.999938	0.531503	0.869227	0.006142	0.081877	0.779355	0.701582
SCF:0001397	Q75VY7	Q75VY9	Q75VY4	CF-B-provisional	11_24	medium	0.999933	0.999938	0.531503	0.870889	0.006142	0.106138	0.779355	0.694205
SCF:0001398	Q75VY9	Q75VY7	Q84Y02	CF-B-provisional	11_24	high	0.999933	0.999918	0.531503	0.664589	0.006142	0.004513	0.779355	0.800578
SCF:0001399	Q75VY9	Q75VY7	Q75VY8	CF-B-provisional	11_24	medium	0.999933	0.999912	0.531503	0.537679	0.006142	0.009270	0.779355	0.782068
SCF:0001400	G0S770	G0S7B2	G0SED0	CF-B-provisional	11_24	remote_sequence	0.999598	0.999848	0.073810	0.970531	0.004175	0.004175	0.639366	0.097842
SCF:0001401	Q32P78	F2Z4C9	F2Z4H3	CF-B-provisional	11_24	remote_sequence	0.999921	0.999948	0.598417	0.566998	0.892512	0.932152	0.656142	0.638116
SCF:0001402	A0A2K3CXW8	A8IXD6	A8INX1	CF-B-provisional	11_24	medium	0.999695	0.999643	0.173302	0.740341	0.004177	0.004180	0.095574	0.386992
SCF:0001403	A8IXD6	A0A2K3CXW8	A8IJ60	CF-B-provisional	11_24	remote_sequence	0.999695	0.999871	0.173302	0.923465	0.004177	0.605432	0.095574	0.433594
SCF:0001404	A8IXD6	A0A2K3CXW8	A8IS47	CF-B-provisional	11_24	remote_sequence	0.999695	0.999863	0.173302	0.928225	0.004177	0.004207	0.095574	0.169244
SCF:0001405	A8IXD6	A0A2K3CXW8	P42380	CF-B-provisional	11_24	remote_sequence	0.999695	0.005221	0.173302	0.914662	0.004177	0.004176	0.095574	0.172594
SCF:0001406	Q8N668	Q9UBI1	Q9P000	CF-B-provisional	11_24	medium	0.999852	0.999823	0.422577	0.524604	0.004177	0.004177	0.717284	0.763941
SCF:0001407	Q8N668	Q9UBI1	Q86VX2	CF-B-provisional	11_24	remote_sequence	0.999852	0.999836	0.422577	0.677296	0.004177	0.004176	0.717284	0.766028
SCF:0001408	Q8N668	Q9UBI1	Q9H0A8	CF-B-provisional	11_24	remote_sequence	0.999852	0.999881	0.422577	0.869913	0.004177	0.004176	0.717284	0.734245
SCF:0001409	Q9UBI1	Q8N668	Q86X83	CF-B-provisional	11_24	remote_sequence	0.999852	0.999933	0.422577	0.730683	0.004177	0.004174	0.717284	0.707331
SCF:0001410	Q9UBI1	Q8N668	Q9GZQ3	CF-B-provisional	11_24	remote_sequence	0.999852	0.999898	0.422577	0.883755	0.004177	0.004176	0.717284	0.747895
SCF:0001411	Q9UBI1	Q8N668	Q9H0A8	CF-B-provisional	11_24	remote_sequence	0.999852	0.999807	0.422577	0.607854	0.004177	0.004175	0.717284	0.712480
SCF:0001412	I3L9H6	A0A0R4J8D5	F1S8U4	CF-B-provisional	11_24	remote_sequence	0.999940	0.999935	0.575422	0.950726	0.841695	0.975966	0.787982	0.856119
SCF:0001413	P41806	P32842	P25515	CF-B-provisional	11_24	high	0.999610	0.999705	0.246346	0.957823	0.004188	0.004177	0.385173	0.424784
SCF:0001414	G0S842	G0S7B2	G0SED0	CF-B-provisional	11_24	remote_sequence	0.001272	0.000276	0.008807	0.875867				
SCF:0001415	Q15369	B4DNT1	Q13084	CF-B-provisional	3_10	remote_sequence	0.055479	0.000292	0.012969	0.965027	0.004181	0.004186	0.481964	0.000972
SCF:0001416	P0AC41	P0AC44	P69054	CF-B-provisional	3_10	remote_sequence	0.001013	0.022215	0.082596	0.686993	0.004293	0.004670	0.246102	0.205743
SCF:0001417	A8HRZ4	A8IU42	A0A2K3D591	CF-B-provisional	11_24	remote_sequence	0.997477	0.997915	0.365909	0.606032	0.016775	0.004180	0.640367	0.648203
SCF:0001418	Q8DIN9	Q8DG60	Q9F1L5	CF-B-provisional	11_24	medium	0.000434	0.007282	0.034068	0.989689	0.004179	0.004225	0.261021	0.493300
SCF:0001419	A0A8F0WFC9	B8C2K6	A0T0V0	CF-B-provisional	11_24	medium	0.707028	0.123100	0.477578	0.953753	0.004212	0.004200	0.001464	0.001989
SCF:0001420	P28000	P29056	P40992	CF-B-provisional	11_24	remote_sequence	0.999892	0.180636	0.131662	0.945546	0.005160	0.004183	0.697997	0.457838
SCF:0001421	A0QU34	A0QU24	A0QU23	CF-B-provisional	11_24	remote_sequence	0.000081	0.000177	0.010982	0.946626	0.004215	0.004187	0.043098	0.029059
SCF:0001422	A0QU34	A0QU24	A0QU25	CF-B-provisional	11_24	remote_sequence	0.000081	0.000124	0.010982	0.894433	0.004215	0.004216	0.043098	0.017360
SCF:0001423	Q8LFJ6	Q9LQ02	Q9LK40	CF-B-provisional	11_24	remote_sequence	0.999718	0.999934	0.039111	0.955708	0.420583	0.284824	0.777629	0.475662
SCF:0001424	Q16531	P48729	P24941	CF-B-provisional	3_10	remote_sequence	0.984166	0.926857	0.071933	0.082772	0.004180	0.004179	0.206110	0.241041
SCF:0001425	P05807	P68611	P04310	CF-B-provisional	11_24	remote_sequence	0.024400	0.393691	0.084442	0.857281	0.004178	0.004175	0.612057	0.080729
SCF:0001426	P56767	Q9C639	Q01667	CF-B-provisional	11_24	medium	0.999208	0.999460	0.063151	0.603313	0.006240	0.228762	0.459823	0.459443
SCF:0001427	P56767	Q9C639	Q9XI73	CF-B-provisional	11_24	remote_sequence	0.999208	0.860091	0.063151	0.705977	0.006240	0.004562	0.459823	0.067946
SCF:0001428	P56767	Q9C639	Q9SUI4	CF-B-provisional	11_24	remote_sequence	0.999208	0.998229	0.063151	0.701885	0.006240	0.029705	0.459823	0.296964
SCF:0001429	P9WH23	P9WP67	A0R049	CF-B-provisional	11_24	high	0.996666	0.996277	0.651685	0.673625	0.694359	0.575447	0.022622	0.023024
SCF:0001430	P9WP67	P9WH23	P9WP69	CF-B-provisional	11_24	medium	0.996666	0.999248	0.651685	0.844785	0.694359	0.183924	0.022622	0.831113
SCF:0001431	Q8N668	Q9GZQ3	Q9P000	CF-B-provisional	11_24	medium	0.999833	0.999823	0.534497	0.524604	0.004180	0.004177	0.781212	0.763941
SCF:0001432	Q8N668	Q9GZQ3	Q9NX08	CF-B-provisional	11_24	remote_sequence	0.999833	0.999917	0.534497	0.792434	0.004180	0.004178	0.781212	0.750309
SCF:0001433	Q8N668	Q9GZQ3	Q9H0A8	CF-B-provisional	11_24	remote_sequence	0.999833	0.999881	0.534497	0.869913	0.004180	0.004176	0.781212	0.734245
SCF:0001434	Q9GZQ3	Q8N668	Q9P000	CF-B-provisional	11_24	medium	0.999833	0.999858	0.534497	0.897614	0.004180	0.004180	0.781212	0.732690
SCF:0001435	Q9GZQ3	Q8N668	Q86VX2	CF-B-provisional	11_24	remote_sequence	0.999833	0.999886	0.534497	0.616820	0.004180	0.004177	0.781212	0.745514
SCF:0001436	Q9GZQ3	Q8N668	Q86X83	CF-B-provisional	11_24	remote_sequence	0.999833	0.999932	0.534497	0.889512	0.004180	0.004176	0.781212	0.737012
SCF:0001437	A0A4V8GZZ2	A0A4V8H000	A0A4V8GZZ7	CF-B-provisional	11_24	medium	0.997194	0.999861	0.100603	0.661287	0.015532	0.138400	0.438474	0.416019
SCF:0001438	A0A4V8GZZ2	A0A4V8H000	A0A4V8GZZ8	CF-B-provisional	11_24	remote_sequence	0.997194	0.999817	0.100603	0.857047	0.015532	0.004507	0.438474	0.070199
SCF:0001439	Q54VN6	Q54XI5	Q9Y3A5	CF-B-provisional	3_10	remote_sequence	0.999940	0.999795	0.435043	0.695001	0.719370	0.004425	0.634711	0.742060
SCF:0001440	A0A1S4CKK0	A0A1S3XP85	A0A1S3YU01	CF-B-provisional	11_24	remote_sequence	0.198227	0.007499	0.142577	0.944470	0.685556	0.004192	0.038841	0.403892
SCF:0001441	E9NPS7	I0Z7A6	I0YQ44	CF-B-provisional	11_24	medium	0.972778	0.999341	0.075442	0.740664	0.016877	0.062373	0.295021	0.387911
SCF:0001442	E9NPS7	I0Z7A6	I0YPL4	CF-B-provisional	11_24	medium	0.972778	0.995188	0.075442	0.699910	0.016877	0.004189	0.295021	0.016348
SCF:0001443	E9NPS7	I0Z7A6	I0Z7V3	CF-B-provisional	11_24	remote_sequence	0.972778	0.601199	0.075442	0.755601	0.016877	0.006632	0.295021	0.229185
SCF:0001444	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M9	CF-B-provisional	11_24	medium	0.004899	0.000640	0.046622	0.973668	0.004400	0.004212	0.000531	0.000069
SCF:0001445	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M6	CF-B-provisional	11_24	medium	0.004899	0.000551	0.046622	0.932958	0.004400	0.004636	0.000531	0.002652
SCF:0001446	Q8DJZ6	Q8DG60	Q9F1L5	CF-B-provisional	11_24	medium	0.016215	0.095072	0.100145	0.990096	0.004281	0.004208	0.008618	0.000063
SCF:0001447	O96019	P62807	P02281	CF-B-provisional	11_24	high	0.287000	0.439690	0.360893	0.416305	0.004194	0.004212	0.668544	0.670935
SCF:0001448	O96019	P62807	P84233	CF-B-provisional	11_24	medium	0.287000	0.925167	0.360893	0.855001	0.004194	0.558001	0.668544	0.679552
SCF:0001449	O96019	P62807	Q6AZJ8	CF-B-provisional	11_24	remote_sequence	0.287000	0.983699	0.360893	0.918324	0.004194	0.961671	0.668544	0.501359
SCF:0001450	P62807	O96019	Q71F23	CF-B-provisional	11_24	remote_sequence	0.287000	0.999835	0.360893	0.925165	0.004194	0.004929	0.668544	0.590485
SCF:0001451	O77448	Q6JXI5	A0A0U8TRG9	CF-B-provisional	3_10	remote_sequence	0.038450	0.010164	0.127809	0.919103	0.016139	0.004175	0.743826	0.695387
SCF:0001452	O77448	Q6JXI5	A0PGB2	CF-B-provisional	3_10	remote_sequence	0.038450	0.547937	0.127809	0.970179	0.016139	0.004174	0.743826	0.544324
SCF:0001453	Q6JXI5	O77448	Q23AJ0	CF-B-provisional	3_10	remote_sequence	0.038450	0.983743	0.127809	0.950673	0.016139	0.184064	0.743826	0.616927
SCF:0001454	Q9I2U0	Q9HYR9	Q9I2U1	CF-B-provisional	11_24	medium	0.002457	0.000393	0.018213	0.919397	0.009790	0.139535	0.663231	0.349494
SCF:0001455	A0A1B2U6N1	A0A1M6QTP8	A0A1J7BSW7	CF-B-provisional	11_24	remote_sequence	0.999457	0.999607	0.390612	0.874486	0.008112	0.586444	0.318945	0.824151
SCF:0001456	I0Z7A7	I0Z7V3	I0Z7A6	CF-B-provisional	11_24	remote_sequence	0.972429	0.999919	0.187512	0.837025	0.159894	0.151589	0.652793	0.745038
SCF:0001457	I0Z7V3	I0Z7A7	I0YQ46	CF-B-provisional	11_24	medium	0.972429	0.996460	0.187512	0.533781	0.159894	0.561185	0.652793	0.687949
SCF:0001458	P12352	Q75VY7	Q05093	CF-B-provisional	11_24	high	0.834040	0.998331	0.185294	0.920857	0.004218	0.004407	0.053645	0.140956
SCF:0001459	P12352	Q75VY7	P12356	CF-B-provisional	11_24	medium	0.834040	0.536505	0.185294	0.584598	0.004218	0.004204	0.053645	0.240510
SCF:0001460	Q75VY7	P12352	P14225	CF-B-provisional	11_24	medium	0.834040	0.999443	0.185294	0.655486	0.004218	0.004235	0.053645	0.694814
SCF:0001461	A0A2K3CXW8	A0A2K3DG79	A8INX1	CF-B-provisional	11_24	remote_sequence	0.022239	0.999643	0.037423	0.740341	0.004490	0.004180	0.298457	0.386992
SCF:0001462	A0A2K3DG79	A0A2K3CXW8	A8IJ60	CF-B-provisional	11_24	remote_sequence	0.022239	0.130960	0.037423	0.673292	0.004490	0.964245	0.298457	0.675007
SCF:0001463	Q16531	Q8WV22	Q13216	CF-B-provisional	3_10	remote_sequence	0.427034	0.999582	0.007096	0.965267	0.004175	0.004176	0.342272	0.414478
SCF:0001464	Q8WV22	Q16531	Q8IY18	CF-B-provisional	3_10	remote_sequence	0.427034	0.998724	0.007096	0.977857	0.004175	0.004177	0.342272	0.561697
SCF:0001465	Q8LCQ4	Q9SHE8	Q9SY97	CF-B-provisional	11_24	medium	0.998942	0.999914	0.624002	0.780650	0.006033	0.119164	0.597638	0.704079
SCF:0001466	Q9SHE8	Q8LCQ4	Q9C639	CF-B-provisional	11_24	medium	0.998942	0.999005	0.624002	0.800840	0.006033	0.004401	0.597638	0.629739
SCF:0001467	Q9SHE8	Q8LCQ4	P27521	CF-B-provisional	11_24	medium	0.998942	0.997526	0.624002	0.658457	0.006033	0.006080	0.597638	0.631538
SCF:0001468	P9WGY5	P9WGG7	P9WGH5	CF-A-provisional	3_10	medium	0.001805	0.013575	0.731224	0.294050	0.004184	0.004436	0.498652	0.478530
SCF:0001469	A0A2K1IB10	A0A2K1JKF2	A9RT62	CF-B-provisional	11_24	remote_sequence	0.947644	0.999861	0.092808	0.684807	0.006550	0.004812	0.535660	0.722298
SCF:0001470	A0A2K1JKF2	A0A2K1IB10	A0A2K1IAD0	CF-B-provisional	11_24	remote_sequence	0.947644	0.988801	0.092808	0.682915	0.006550	0.683658	0.535660	0.418259
SCF:0001471	O42978	Q9Y7M4	O74499	CF-B-provisional	3_10	medium	0.999870	0.999185	0.355005	0.959107	0.759337	0.828004	0.646902	0.680688
SCF:0001472	O42978	Q9Y7M4	Q9UUI1	CF-B-provisional	3_10	remote_sequence	0.999870	0.999532	0.355005	0.932900	0.759337	0.753750	0.646902	0.585411
SCF:0001473	Q9Y7M4	O42978	Q9UUI1	CF-B-provisional	3_10	medium	0.999870	0.999903	0.355005	0.961510	0.759337	0.668567	0.646902	0.646909
SCF:0001474	Q9Y7M4	O42978	O74483	CF-B-provisional	3_10	remote_sequence	0.999870	0.999917	0.355005	0.984250	0.759337	0.522285	0.646902	0.716903
SCF:0001475	P61619	P43308	Q8N6L1	CF-B-provisional	11_24	remote_sequence	0.999918	0.999926	0.581614	0.939678	0.007313	0.004175	0.791519	0.404688
SCF:0001476	Q240X9	I7M6H4	I7M9J2	CF-B-provisional	11_24	medium	0.001676	0.005397	0.025842	0.963482				
SCF:0001477	P56767	Q8LCQ4	Q01667	CF-B-provisional	11_24	medium	0.998563	0.999460	0.072530	0.603313	0.015280	0.228762	0.427042	0.459443
SCF:0001478	P56767	Q8LCQ4	Q9SUI4	CF-B-provisional	11_24	remote_sequence	0.998563	0.998229	0.072530	0.701885	0.015280	0.029705	0.427042	0.296964
SCF:0001479	Q8LCQ4	P56767	P56752	CF-B-provisional	11_24	medium	0.998563	0.731875	0.072530	0.894784	0.015280	0.004379	0.427042	0.511930
SCF:0001480	B8YB54	B8YB58	B8YB60	CF-B-provisional	11_24	remote_sequence	0.926797	0.862659	0.046168	0.697708	0.004181	0.520676	0.627575	0.485265
SCF:0001481	B8YB54	B8YB58	B8YB65	CF-B-provisional	11_24	remote_sequence	0.926797	0.068184	0.046168	0.762526	0.004181	0.004181	0.627575	0.088695
SCF:0001482	P00175	P53507	P80967	CF-B-provisional	11_24	medium	0.000237	0.000079	0.063041	0.773150	0.005863	0.719630	0.498887	0.300146
SCF:0001483	P16522	Q12440	Q08683	CF-B-provisional	11_24	remote_sequence	0.576380	0.979276	0.310559	0.961088	0.004174	0.004186	0.718862	0.714744
SCF:0001484	P16522	Q12440	P09798	CF-B-provisional	11_24	remote_sequence	0.576380	0.996004	0.310559	0.952637	0.004174	0.004192	0.718862	0.582695
SCF:0001485	Q12440	P16522	P38042	CF-B-provisional	11_24	remote_sequence	0.576380	0.986539	0.310559	0.928762	0.004174	0.004175	0.718862	0.535892
SCF:0001486	Q12440	P16522	P09798	CF-B-provisional	11_24	remote_sequence	0.576380	0.789051	0.310559	0.939064	0.004174	0.004175	0.718862	0.583723
SCF:0001487	Q9GZQ3	Q9H0A8	Q9P000	CF-B-provisional	11_24	medium	0.999864	0.999858	0.329726	0.897614	0.004176	0.004180	0.738809	0.732690
SCF:0001488	Q9GZQ3	Q9H0A8	Q9UBI1	CF-B-provisional	11_24	remote_sequence	0.999864	0.999898	0.329726	0.883755	0.004176	0.004176	0.738809	0.747895
SCF:0001489	Q9GZQ3	Q9H0A8	Q86VX2	CF-B-provisional	11_24	remote_sequence	0.999864	0.999886	0.329726	0.616820	0.004176	0.004177	0.738809	0.745514
SCF:0001490	Q9H0A8	Q9GZQ3	Q9UBI1	CF-B-provisional	11_24	remote_sequence	0.999864	0.999807	0.329726	0.607854	0.004176	0.004175	0.738809	0.712480
SCF:0001491	Q9H0A8	Q9GZQ3	Q9NX08	CF-B-provisional	11_24	remote_sequence	0.999864	0.999913	0.329726	0.670360	0.004176	0.004175	0.738809	0.742831
SCF:0001492	Q9H0A8	Q9GZQ3	Q86X83	CF-B-provisional	11_24	remote_sequence	0.999864	0.999918	0.329726	0.494093	0.004176	0.004174	0.738809	0.751950
SCF:0001493	P28000	P35718	P20434	CF-B-provisional	11_24	remote_sequence	0.999784	0.999672	0.035211	0.691438	0.004569	0.004215	0.658055	0.618964
SCF:0001494	P35718	P28000	P20435	CF-B-provisional	11_24	remote_sequence	0.999784	0.999920	0.035211	0.523385	0.004569	0.058211	0.658055	0.660843
SCF:0001495	I7LWE3	I7MLZ4	I7MM07	CF-B-provisional	11_24	remote_sequence	0.995110	0.999754	0.107800	0.902944	0.004178	0.048155	0.443412	0.675670
SCF:0001496	I7LWE3	I7MLZ4	Q229S1	CF-B-provisional	11_24	remote_sequence	0.995110	0.347431	0.107800	0.914920	0.004178	0.004182	0.443412	0.398426
SCF:0001497	Q15843	P68036	P62837	CF-B-provisional	11_24	medium	0.996679	0.999924	0.533954	0.998559	0.979552	0.976721	0.687131	0.658990
SCF:0001498	Q15843	P68036	A0A6P5C4T4	CF-B-provisional	11_24	medium	0.996679	0.999924	0.533954	0.998559	0.979552	0.976721	0.687131	0.658990
SCF:0001499	Q15843	P68036	P61081	CF-B-provisional	11_24	medium	0.996679	0.999889	0.533954	0.992692	0.979552	0.947634	0.687131	0.689039
SCF:0001500	P40070	P57743	P53905	CF-A-provisional	3_10	medium	0.999617	0.997957	0.251674	0.938114	0.948356	0.920919	0.661412	0.695647
SCF:0001501	P14406	P12074	P15954	CF-B-provisional	11_24	remote_sequence	0.999940	0.999879	0.574118	0.391188	0.972373	0.947788	0.519687	0.521621
SCF:0001502	P61024	P14635	Q13309	CF-B-provisional	3_10	remote_sequence	0.999862	0.999900	0.782008	0.994284	0.709777	0.794744	0.824725	0.588710
SCF:0001503	P61024	P14635	P61201	CF-B-provisional	3_10	remote_sequence	0.999862	0.998422	0.782008	0.978305	0.709777	0.004176	0.824725	0.521316
SCF:0001504	P68694	P68449	P68608	CF-B-provisional	11_24	remote_sequence	0.076125	0.023473	0.138581	0.787170	0.004176	0.004176	0.219992	0.076202
SCF:0001505	P0CI78	P70974	P12875	CF-B-provisional	11_24	remote_sequence	0.999938	0.999920	0.228530	0.931597	0.267919	0.346657	0.828464	0.778297
SCF:0001506	Q86VX2	Q9UBI1	Q9P000	CF-B-provisional	11_24	medium	0.999888	0.999835	0.505531	0.754972	0.004175	0.004176	0.785687	0.771751
SCF:0001507	Q86VX2	Q9UBI1	Q9GZQ3	CF-B-provisional	11_24	remote_sequence	0.999888	0.999886	0.505531	0.616820	0.004175	0.004177	0.785687	0.745514
SCF:0001508	Q86VX2	Q9UBI1	Q9Y6G5	CF-B-provisional	11_24	remote_sequence	0.999888	0.999832	0.505531	0.496829	0.004175	0.004176	0.785687	0.783963
SCF:0001509	Q9UBI1	Q86VX2	Q86X83	CF-B-provisional	11_24	remote_sequence	0.999888	0.999933	0.505531	0.730683	0.004175	0.004174	0.785687	0.707331
SCF:0001510	Q9UBI1	Q86VX2	Q9GZQ3	CF-B-provisional	11_24	remote_sequence	0.999888	0.999898	0.505531	0.883755	0.004175	0.004176	0.785687	0.747895
SCF:0001511	Q9UBI1	Q86VX2	Q9H0A8	CF-B-provisional	11_24	remote_sequence	0.999888	0.999807	0.505531	0.607854	0.004175	0.004175	0.785687	0.712480
SCF:0001512	A0A4V8H009	A0A4V8H002	A0A4V8H004	CF-B-provisional	11_24	high	0.999669	0.998826	0.426573	0.506048	0.861025	0.884418	0.658426	0.624360
SCF:0001513	A0A4V8H009	A0A4V8H002	A0A4V8GZZ9	CF-B-provisional	11_24	medium	0.999669	0.999482	0.426573	0.610328	0.861025	0.797486	0.658426	0.698606
SCF:0001514	Q00914	P14225	P12352	CF-B-provisional	11_24	medium	0.003839	0.003923	0.397368	0.906909	0.004202	0.055642	0.000695	0.000741
SCF:0001515	A0A4V8GZZ3	A0A4V8H004	A0A4V8GZZ7	CF-B-provisional	11_24	medium	0.996767	0.999580	0.082822	0.808460	0.004530	0.005151	0.545943	0.614717
SCF:0001516	A0A0G4HFQ7	A0A0G4HNB1	A0A0G4I0G6	CF-B-provisional	11_24	medium	0.999213	0.999158	0.151568	0.550268	0.004343	0.005949	0.211713	0.269524
SCF:0001517	P62662	P62656	Q72L77	CF-B-provisional	11_24	remote_sequence	0.999858	0.999667	0.135217	0.787479	0.834392	0.796498	0.863496	0.753705
SCF:0001518	P07703	P46678	P32786	CF-B-provisional	11_24	remote_sequence	0.124415	0.970663	0.677509	0.120978	0.004178	0.004175	0.223617	0.427462
SCF:0001519	P07703	P46678	Q01080	CF-B-provisional	11_24	remote_sequence	0.124415	0.999937	0.677509	0.702486	0.004178	0.004176	0.223617	0.408190
SCF:0001520	P46678	P07703	P32910	CF-B-provisional	11_24	remote_sequence	0.124415	0.000237	0.677509	0.042872	0.004178	0.004178	0.223617	0.731825
SCF:0001521	Q03124	Q12406	Q07979	CF-B-provisional	11_24	remote_sequence	0.004483	0.032931	0.042831	0.980290	0.004177	0.004175	0.498447	0.143112
